study_id,id,title,authors,year,doi,arxiv_id,relevance_score,pdf_status,download_url,source_db,batch
P262,P01_0720,"When LLM Agents Disagree, Do Humans Mirror? Behavioral Comparisons on Moral Dilemmas","Deng, H.; Wang, S.; Wang, R.; Wei, X.; Wei, C.; Liu, Q.",2025,10.1109/MIND67540.2025.11351781,,3,downloaded,https://doi.org/10.1109/MIND67540.2025.11351781,,C1-doi-rel3
P264,P01_0724,Axioms for AI Alignment from Human Feedback,"Micha, E.",2025,10.1609/aaai.v39i27.35116,,3,downloaded,https://doi.org/10.1609/aaai.v39i27.35116,,C1-doi-rel3
P268,P01_0732,Autocompleting inequality Large language models and the “alignment problem”,"Zajko, M.",2025,10.33621/jdsr.v7i154879,,3,downloaded,https://doi.org/10.33621/jdsr.v7i154879,,C1-doi-rel3
P269,P01_0733,From Pixels to Concepts: How AI Interprets Visual Concepts in Social Media Videos? A Case Study of Mental Health YouTube Shorts,"Liu, J.L.; Su, Y.; Seth, P.",2025,10.1002/pra2.1267,,3,paywalled-confirmed,https://doi.org/10.1002/pra2.1267,,X-inaccessible-or-paywalled
P270,P01_0736,Moral disagreement and artificial intelligence,"Robinson, P.",2024,10.1007/s00146-023-01697-y,,3,downloaded,https://doi.org/10.1007/s00146-023-01697-y,,C1-doi-rel3
P271,P01_0737,Preventing and Detecting Misinformation Generated by Large Language Models,"Liu, A.; Sheng, Q.; Hu, X.",2024,10.1145/3626772.3661377,,3,downloaded,https://doi.org/10.1145/3626772.3661377,,C1-doi-rel3
P274,P01_0741,An Instructible Chemist-AI Alignment Framework for Generating Quaternary Ammonium Compound Structures,"Pan, B.; Ghaemi, S.; Consylman, A.J.; Zhao, Z.; Petersen, A.; Wu, A.; Chang, G.; Mcdonough, D.; Forman, M.A.; Bezold, E.L.; Wuest, W.M.; Minbiole, K.; Zhao, L.; Shehu, A.",2025,10.1145/3711896.3737227,,3,downloaded,https://doi.org/10.1145/3711896.3737227,,C1-doi-rel3
P278,P01_0747,User-Feedback-based On Device AI Alignment System for AR HUDs in Automotive Applications,"Kim, S.; Ahn, S.",2025,10.1109/ISMAR-Adjunct68609.2025.00220,,3,inaccessible,https://doi.org/10.1109/ISMAR-Adjunct68609.2025.00220,,X-inaccessible-or-paywalled
P282,P01_0756,Enhancing Fine-Tuning LLM Evaluation: A Study on Calibration and Metrics for Industry-Specific AI Alignment,"Stavarache, L.L.",2025,10.1109/CAI64502.2025.00217,,3,downloaded,https://doi.org/10.1109/CAI64502.2025.00217,,C1-doi-rel3
P283,P01_0757,Can AI Be Environmentally Responsible? A Comparative Study on the Pro-Environmental Portrait of ChatGPT and Chinese Respondents,"Qi, Y.; Fu, F.; Tian, J.; Sun, Y.",2025,10.1145/3702386.3702394,,3,downloaded,https://doi.org/10.1145/3702386.3702394,,C1-doi-rel3
P284,P01_0760,The Moral Status of Artificial Intelligence: in Search of a Sociological Perspective,"Aganova, A.V.; Katernyi, I.V.",2025,10.19181/socjour.2025.31.1.5,,3,downloaded,https://doi.org/10.19181/socjour.2025.31.1.5,,C1-doi-rel3
P292,P01_0780,Embedding an Ethical Mind: Aligning Text-to-Image Synthesis via Lightweight Value Optimization,"Wang, X.; Yi, X.; Xie, X.; Jia, J.",2024,10.1145/3664647.3681652,,3,downloaded,https://doi.org/10.1145/3664647.3681652,,C1-doi-rel3
P293,P01_0783,Collaborative Work with Highly Automated Marine Navigation Systems,"Veitch, E.; Dybvik, H.; Steinert, M.; Alsos, O.A.",2024,10.1007/s10606-022-09450-7,,3,downloaded,https://doi.org/10.1007/s10606-022-09450-7,,C1-doi-rel3
P294,P01_0787,Cybersecurity,"Nugent, N.J.",2025,10.4337/9781035336906.00044,,3,no-pdf,https://doi.org/10.4337/9781035336906.00044,,C1-doi-rel3
P295,P01_0788,"Exploring the Impact of AI Value Alignment in Collaborative Ideation: Effects on Perception, Ownership, and Output","Guo, A.; Pataranutaporn, P.; Maes, P.",2024,10.1145/3613905.3650892,,3,downloaded,https://doi.org/10.1145/3613905.3650892,,C1-doi-rel3
P297,P01_0793,Comparing human text classification performance and explainability with large language and machine learning models using eye-tracking,"Divya Venkatesh, J.; Jaiswal, A.; Nanda, G.",2024,10.1038/s41598-024-65080-7,,3,downloaded,https://doi.org/10.1038/s41598-024-65080-7,,C1-doi-rel3
P298,P01_0796,As Confidence Aligns: Understanding the Effect of AI Confidence on Human Self-confidence in Human-AI Decision Making,"Li, J.; Yang, Y.; Liao, Q.V.; Zhang, J.; Lee, Y.-C.",2025,10.1145/3706598.3713336,,3,downloaded,https://doi.org/10.1145/3706598.3713336,,C1-doi-rel3
P299,P01_0797,Artificial Intimacy: Exploring Normativity and Personalization Through Fine-tuning LLM Chatbots,"Jones, M.; Griffioen, N.; Neumayer, C.; Shklovski, I.",2025,10.1145/3706598.3713728,,3,downloaded,https://doi.org/10.1145/3706598.3713728,,C1-doi-rel3
P300,P01_0800,A DIKWP white-box semantic distributed learning approach for resource-constrained edge devices in web environments,"Mei, Y.; Duan, Y.; Wu, K.; Li, Y.",2025,10.1108/IJWIS-06-2025-0142,,3,inaccessible,https://doi.org/10.1108/IJWIS-06-2025-0142,,X-inaccessible-or-paywalled
P304,P01_0804,Synthesizing Images on Perceptual Boundaries of ANNs for Uncovering Human Perceptual Variability on Facial Expressions,"Deng, H.; Zhang, C.; Wei, C.; Liu, Q.",2025,10.1109/IJCNN64981.2025.11229045,,3,downloaded,https://doi.org/10.1109/IJCNN64981.2025.11229045,,C1-doi-rel3
P306,P01_0809,"Bias, machine learning, and conceptual engineering","Rudolph, R.E.; Shech, E.; Tamir, M.",2025,10.1007/s11098-024-02273-w,,3,downloaded,https://doi.org/10.1007/s11098-024-02273-w,,C1-doi-rel3
P314,P01_0820,Towards a Distributed Platform for Normative Reasoning and Value Alignment in Multi-agent Systems,"Garcia-Bohigues, M.; Cordova, C.; Taverner, J.; Palanca, J.; del Val, E.; Argente, E.",2024,10.1007/978-3-031-58202-8_14,,3,downloaded,https://doi.org/10.1007/978-3-031-58202-8_14,,C1-doi-rel3
P315,P01_0821,CROSS-ARCHITECTURE UNIVERSAL FEATURE CODING VIA DISTRIBUTION ALIGNMENT,"Gao, C.; Liu, S.; Wu, F.; Lin, W.",2025,10.1109/ICIPW68931.2025.11386173,,3,downloaded,https://doi.org/10.1109/ICIPW68931.2025.11386173,,C1-doi-rel3
P319,P01_0826,"Position: Prospective of Autonomous Driving - Multimodal LLMs, World Models, Embodied Intelligence, AI Alignment, and Mamba","Ma, Y.; Ye, W.; Cui, C.; Zhang, H.; Xing, S.; Ke, F.; Wang, J.; Miao, C.; Chen, J.; Rezatofighi, H.; Li, Z.; Zheng, G.; Zheng, C.; He, T.; Chandraker, M.; Yaman, B.; Ye, X.; Zhao, H.; Cao, X.",2025,10.1109/WACVW65960.2025.00114,,3,downloaded,https://doi.org/10.1109/WACVW65960.2025.00114,,C1-doi-rel3
P321,P01_0833,Can Large Language Models Grasp Abstract Visual Concepts in Videos? A Case Study on YouTube Shorts about Depression,"Liu, J.; Su, Y.; Seth, P.",2025,10.1145/3706599.3719821,,3,downloaded,https://doi.org/10.1145/3706599.3719821,,C1-doi-rel3
P323,P01_0836,Explanation Alignment: Quantifying the Correctness of Model Reasoning at Scale,"Bang, H.; Boggust, A.; Satyanarayan, A.",2025,10.1007/978-3-031-92648-8_18,,3,downloaded,https://doi.org/10.1007/978-3-031-92648-8_18,,C1-doi-rel3
P325,P01_0839,Using Human-Aware AI as a Framework to Achieve Intent Alignment,"Sreedharan, S.",2025,10.1109/CAI64502.2025.00211,,3,downloaded,https://doi.org/10.1109/CAI64502.2025.00211,,C1-doi-rel3
P326,P01_0840,"Trust, trustworthiness and AI governance","Lahusen, C.; Maggetti, M.; Slavkovik, M.",2024,10.1038/s41598-024-71761-0,,3,downloaded,https://doi.org/10.1038/s41598-024-71761-0,,C1-doi-rel3
P329,P01_0844,Computational Frameworks for Human Care,"Christian, B.",2025,10.1162/daed_a_02131,,3,downloaded,https://doi.org/10.1162/daed_a_02131,,C1-doi-rel3
P330,P01_0846,"Toward robust, interactive, and human-aligned AI systems","Brown, D.S.",2025,10.1002/aaai.70024,,3,downloaded,https://doi.org/10.1002/aaai.70024,,C1-doi-rel3
P331,P01_0847,"Human-Aligned GAI Driven by Conceptual Knowledge: System, Framework, and Co-creation","Wang, J.; Liu, F.; Chang, R.",2024,10.1007/978-3-031-60606-9_27,,3,paywalled-confirmed,https://doi.org/10.1007/978-3-031-60606-9_27,,X-inaccessible-or-paywalled
P332,P01_0852,Advancing Safe Language Generation: Exploring Alternative Constrained RLHF,"Meng, F.; Bai, Z.; Wang, Y.; Huo, J.; Wang, B.; Yang, X.; Gao, Y.",2025,10.1109/ICME59968.2025.11208943,,3,downloaded,https://doi.org/10.1109/ICME59968.2025.11208943,,C1-doi-rel3
P333,P01_0853,MOCHA: Model Optimization through Collaborative Human-AI Alignment,"Gebreegziabher, S.; Glassman, E.L.; Li, T.J.-J.",2024,10.1145/3672539.3686760,,3,downloaded,https://doi.org/10.1145/3672539.3686760,,C1-doi-rel3
P335,P01_0858,Developing Effective and Value-Aligned AI Tools for Journalists: 12 Critical Questions to Reflect upon,"Cordero, J.M.; Henn, T.; Holtel, F.; Sánchez Gómez, J.Á.; Arenas, D.; Šipka, A.; Vollmer, S.",2025,10.1080/17512786.2025.2465894,,3,downloaded,https://doi.org/10.1080/17512786.2025.2465894,,C1-doi-rel3
P338,P01_0863,Emotion regulation and cheap talk as signaling strategies: Evidence from crowdfunding for Ukraine,"Fischmann, A.; Xu, L.Z.",2024,10.1016/j.tele.2023.102086,,3,downloaded,https://doi.org/10.1016/j.tele.2023.102086,,C1-doi-rel3
P339,P01_0865,Data Science Roadmapping for AI Alignment: Insights From a Multivocal Literature Review and a Retrospective Case Study,"Kayabay, K.; Gokalp, M.O.; Kilinc, A.; Gokalp, E.; Daim, T.",2025,10.1109/TEM.2025.3615542,,3,downloaded,https://doi.org/10.1109/TEM.2025.3615542,,C1-doi-rel3
P341,P01_0871,A Note on “Philosophical Investigations into AI Alignment: A Wittgensteinean Framework” by J.A. Pérez-Escobar and D. Sarikaya,"Bangu, S.",2024,10.1007/s13347-024-00783-3,,3,downloaded,https://doi.org/10.1007/s13347-024-00783-3,,C1-doi-rel3
P344,P01_0876,The problem of alignment,"Hristova, T.; Magee, L.; Soldatic, K.",2025,10.1007/s00146-024-02039-2,,3,corrupt-file,https://doi.org/10.1007/s00146-024-02039-2,,C1-doi-rel3
P345,P01_0879,Electronic Fuji and Artificial Intelligence Creation: How is the Study of Machine Poetics Possible?,"Liang, S.",2025,10.48417/technolang.2025.03.07,,3,downloaded,https://doi.org/10.48417/technolang.2025.03.07,,C1-doi-rel3
P346,P01_0881,Analyzing values about gendered language reform in LLMs' revisions,"Watson, J.; Wang, X.; Liu, R.; Stevenson, S.; Beekhuizen, B.",2025,10.18653/v1/2025.emnlp-main.1277,,3,downloaded,https://doi.org/10.18653/v1/2025.emnlp-main.1277,,C1-doi-rel3
P348,P01_0885,Aggregating value systems for decision support,"Lera-Leri, R.X.; Liscio, E.; Bistaffa, F.; Jonker, C.M.; Lopez-Sanchez, M.; Murukannaiah, P.K.; Rodriguez-Aguilar, J.A.; Salas-Molina, F.",2024,10.1016/j.knosys.2024.111453,,3,downloaded,https://doi.org/10.1016/j.knosys.2024.111453,,C1-doi-rel3
P351,P01_0888,Conversational Alignment With Artificial Intelligence in Context,"Sterken, R.K.; Kirkpatrick, J.R.",2024,10.1111/phpe.12205,,3,downloaded,https://doi.org/10.1111/phpe.12205,,C1-doi-rel3
P355,P01_0901,Feeling Textiles through AI: An Exploration into Multimodal Language Models and Human Perception Alignment,"Zhong, S.; Gatti, E.; Cho, Y.; Obrist, M.",2024,10.1145/3678957.3685756,,3,downloaded,https://doi.org/10.1145/3678957.3685756,,C1-doi-rel3
P358,P01_0907,Identical Human Preference Alignment Paradigm for Text-to-Image Models,"Sun, H.; Xia, B.; Zhao, Y.; Chang, Y.; Wang, X.",2025,10.1109/ICASSP49660.2025.10888645,,3,downloaded,https://doi.org/10.1109/ICASSP49660.2025.10888645,,C1-doi-rel3
P360,P01_0912,ValueCSV: Evaluating Core Socialist Values Understanding in Large Language Models,"Xu, Y.; Hu, L.; Qiu, Z.",2025,10.1007/978-981-97-9440-9_27,,3,paywalled-confirmed,https://doi.org/10.1007/978-981-97-9440-9_27,,X-inaccessible-or-paywalled
P361,P01_0916,Bridging the Integrity Gap: Towards AI-assisted Design Research,"Oksanen, J.",2024,10.1145/3613905.3647962,,3,downloaded,https://doi.org/10.1145/3613905.3647962,,C1-doi-rel3
P362,P01_0917,A Roadmap for Alignable Algorithmic Decision-Makers in the Medical Triage Domain,"Hu, B.; Chan, D.; Sorensen, T.; Chen, X.; Ji, H.; Choi, Y.; Darrell, T.; Basharat, A.",2025,10.1109/CAI64502.2025.00203,,3,downloaded,https://doi.org/10.1109/CAI64502.2025.00203,,C1-doi-rel3
P363,P01_0918,Nudging Perceived Credibility: The Impact of AIGC Labeling on User Distinction of AI-Generated Content,"Li, F.; Yang, Y.; Yu, G.",2025,10.1177/27523543251317572,,3,downloaded,https://doi.org/10.1177/27523543251317572,,C1-doi-rel3
P365,P01_0923,Trust in Aligned AI Decision Makers,"McVay, J.; Visser, E.J.D.; Pippin, B.; Mani, A.; Hyde, J.N.; Kman, N.",2025,10.1109/CAI64502.2025.00202,,3,downloaded,https://doi.org/10.1109/CAI64502.2025.00202,,C1-doi-rel3
P366,P01_0924,Can AI Model the Complexities of Human Moral Decision-making? A Qualitative Study of Kidney Allocation Decisions,"Keswani, V.; Conitzer, V.; Sinnott-Armstrong, W.; Nguyen, B.K.; Heidari, H.; Schaich Borg, J.",2025,10.1145/3706598.3714167,,3,downloaded,https://doi.org/10.1145/3706598.3714167,,C1-doi-rel3
P370,P01_0929,Are We Aligned? A Preliminary Investigation of the Alignment of Responsible AI Values between LLMs and Human Judgment,"Yamani, A.; Baslyman, M.; Ahmed, M.",2025,10.1109/AIware69974.2025.00022,,3,downloaded,https://doi.org/10.1109/AIware69974.2025.00022,,C1-doi-rel3
P373,P01_0933,Immune: Improving Safety Against Jailbreaks in Multi-modal LLMs via Inference-Time Alignment,"Ghosal, S.S.; Chakraborty, S.; Singh, V.; Guan, T.; Wang, M.; Beirami, A.; Huang, F.; Velasquez, A.; Manocha, D.; Singh Bedi, A.",2025,10.1109/CVPR52734.2025.02331,,3,downloaded,https://doi.org/10.1109/CVPR52734.2025.02331,,C1-doi-rel3
P377,P01_0940,C3AI: Crafting and Evaluating Constitutions for Constitutional AI,"Kyrychenko, Y.; Zhou, K.; Bogucka, E.; Quercia, D.",2025,10.1145/3696410.3714705,,3,downloaded,https://doi.org/10.1145/3696410.3714705,,C1-doi-rel3
P378,P01_0941,Enhancing Control of Large Language Model-based AI Systems Through Declarative Memory,"Omri, S.; Abdelkader, M.; Hamdi, M.",2025,10.1109/IWCMC65282.2025.11059638,,3,downloaded,https://doi.org/10.1109/IWCMC65282.2025.11059638,,C1-doi-rel3
P380,P01_0943,OpenFedLLM: Training Large Language Models on Decentralized Private Data via Federated Learning,"Ye, R.; Wang, W.; Chai, J.; Li, D.; Li, Z.; Xu, Y.; Du, Y.; Wang, Y.; Chen, S.",2024,10.1145/3637528.3671582,,3,downloaded,https://doi.org/10.1145/3637528.3671582,,C1-doi-rel3
P383,P01_0955,The AI Alignment Paradox,"West, R.; Aydin, R.",2025,10.1145/3705294,,3,downloaded,https://doi.org/10.1145/3705294,,C1-doi-rel3
P385,P01_0959,Ethical Logic in Six Large Language Models,"Neuman, W.R.; Coleman, C.; Shah, M.; Dasdan, A.",2025,10.1109/CAI64502.2025.00052,,3,downloaded,https://doi.org/10.1109/CAI64502.2025.00052,,C1-doi-rel3
P389,P01_0966,"Predictive hermeneutics: bias, culture, and the predictive mind","Devereaux, J.",2025,10.1007/s11097-025-10126-y,,3,downloaded,https://doi.org/10.1007/s11097-025-10126-y,,C1-doi-rel3
P393,P01_0971,Uncovering Contradictions in Human-AI Interactions: Lessons Learned from User Reviews of Replika,"Namvarpour, M.; Razi, A.",2024,10.1145/3678884.3681909,,3,downloaded,https://doi.org/10.1145/3678884.3681909,,C1-doi-rel3
P396,P01_0978,A Robot Walks into a Bar: Can Language Models Serve as Creativity SupportTools for Comedy? An Evaluation of LLMs' Humour Alignment with Comedians,"Mirowski, P.; Love, J.; Mathewson, K.; Mohamed, S.",2024,10.1145/3630106.3658993,,3,downloaded,https://doi.org/10.1145/3630106.3658993,,C1-doi-rel3
P398,P01_0980,Sycophancy in Large Language Models: Causes and Mitigations,"Malmqvist, L.",2025,10.1007/978-3-031-92611-2_5,,3,downloaded,https://doi.org/10.1007/978-3-031-92611-2_5,,C1-doi-rel3
P400,P01_0984,"Adaptable robots, ethics, and trust: a qualitative and philosophical exploration of the individual experience of trustworthy AI","Sheir, S.; Manzini, A.; Smith, H.; Ives, J.",2025,10.1007/s00146-024-01938-8,,3,downloaded,https://doi.org/10.1007/s00146-024-01938-8,,C1-doi-rel3
P403,P01_0990,Value Learning for Value-Aligned Route Choice Modeling via Inverse Reinforcement Learning,"Holgado-Sánchez, A.; Bajo, J.; Billhardt, H.; Ossowski, S.; Arias, J.",2025,10.1007/978-3-031-85463-7_3,,3,downloaded,https://doi.org/10.1007/978-3-031-85463-7_3,,C1-doi-rel3
P407,P01_0999,ChatGPT: towards AI subjectivity,"D’Amato, K.",2025,10.1007/s00146-024-01898-z,,3,downloaded,https://doi.org/10.1007/s00146-024-01898-z,,C1-doi-rel3
P408,P01_1004,Integrating Generative AI into Your Development Workflow,"Chauhan, D.; Bahad, P.; Rangwala, Z.; Jain, R.",2025,10.1515/9783111677798-009,,3,paywalled-confirmed,https://doi.org/10.1515/9783111677798-009,,X-inaccessible-or-paywalled
P411,P01_1012,“Provably fair” algorithms may perpetuate racial and gender bias: a study of salary dispute resolution,"Hale, J.; Kim, P.H.; Gratch, J.",2025,10.1007/s10458-025-09703-x,,3,downloaded,https://doi.org/10.1007/s10458-025-09703-x,,C1-doi-rel3
P412,P01_1013,Bidirectional Human-AI Alignment: Emerging Challenges and Opportunities,"Shen, H.; Knearem, T.; Ghosh, R.; Liu, M.X.; Monroy-Hernández, A.; Wu, T.; Yang, D.; Huang, Y.; Mitra, T.; Li, Y.; Hearst, M.",2025,10.1145/3706599.3716291,,3,downloaded,https://doi.org/10.1145/3706599.3716291,,C1-doi-rel3
P413,P01_1015,A DIKWP-Based Value Alignment Generation Method Oriented Toward Sovereign Artificial Intelligence,"Mei, Y.; Duan, Y.; Nguyen, H.D.; Li, Y.",2025,10.3233/FAIA250564,,3,downloaded,https://doi.org/10.3233/FAIA250564,,C1-doi-rel3
P414,P01_1016,Aligning Technology with Human Values: The Measurement Problem,"Peterson, M.",2025,10.1007/s13347-025-00944-y,,3,downloaded,https://doi.org/10.1007/s13347-025-00944-y,,C1-doi-rel3
P416,P01_1018,Deception abilities emerged in large language models,"Hagendorff, T.",2024,10.1073/pnas.2317967121,,3,downloaded,https://doi.org/10.1073/pnas.2317967121,,C1-doi-rel3
P419,P01_1023,Contextual Value Alignment,"Dognin, P.; Rios, J.; Luss, R.; Sattigeri, P.; Liu, M.; Padhi, I.; Riemer, M.; Nagireddy, M.; Varshney, K.; Bouneffouf, D.",2025,10.1109/ICASSP49660.2025.10890426,,3,downloaded,https://doi.org/10.1109/ICASSP49660.2025.10890426,,C1-doi-rel3
P422,P01_1028,Federated Fine-Tuning of Large Language Models for Intelligent Automotive Systems with Low-Rank Adaptation,"Chen, J.; Messou, F.J.A.; Zhang, S.; Liu, T.; Yu, K.; Niyato, D.",2025,10.1109/VTC2025-Spring65109.2025.11174441,,3,downloaded,https://doi.org/10.1109/VTC2025-Spring65109.2025.11174441,,C1-doi-rel3
P423,P01_1029,Estimating Belief Updates in AI-Driven Drone Controls for Urban Search and Rescue Operations,"Sun, B.; Wu, J.; You, H.; Du, J.",2025,10.1061/JCEMD4.COENG-15747,,3,paywalled-confirmed,https://doi.org/10.1061/JCEMD4.COENG-15747,,X-inaccessible-or-paywalled
P424,P01_1032,The Hall of AI Fears and Hopes: Comparing the Views of AI Influencers and those of Members of the U.S. Public Through an Interactive Platform,"Moreira, G.; Bogucka, E.P.; Constantinides, M.; Quercia, D.",2025,10.1145/3706598.3714117,,3,downloaded,https://doi.org/10.1145/3706598.3714117,,C1-doi-rel3
P425,P01_1033,AI Assurance Needs a Systems Engineering Approach,"Bloomfield, R.; Rushby, J.",2025,10.1109/ISSREW67781.2025.00065,,3,downloaded,https://doi.org/10.1109/ISSREW67781.2025.00065,,C1-doi-rel3
P427,P01_1046,Ultra-wide field and new wide field composite retinal image registration with AI-enabled pipeline and 3D distortion correction algorithm,"Kalaw, F.G.P.; Cavichini, M.; Zhang, J.; Wen, B.; Lin, A.C.; Heinke, A.; Nguyen, T.; An, C.; Bartsch, D.-U.G.; Cheng, L.; Freeman, W.R.",2024,10.1038/s41433-023-02868-3,,3,downloaded,https://doi.org/10.1038/s41433-023-02868-3,,C1-doi-rel3
P428,P01_1047,Prosocial behavior in Large Language Models: Value alignment and affective mechanisms,"Liu, H.; Lei, Y.; Wu, Z.",2025,10.1007/s11431-025-2977-0,,3,downloaded,https://doi.org/10.1007/s11431-025-2977-0,,C1-doi-rel3
P429,P01_1048,DxHF: Providing High-Quality Human Feedback for LLM Alignment with Interactive Decomposition,"Shi, D.; Cheng, F.; Weinkauf, T.; Oulasvirta, A.; El-Assady, M.",2025,10.1145/3746059.3747600,,3,downloaded,https://doi.org/10.1145/3746059.3747600,,C1-doi-rel3
P430,P01_1049,Towards realistic evaluation of cultural value alignment in large language models: Diversity enhancement for survey response simulation,"Liu, H.; Cao, Y.; Wu, X.; Qiu, C.; Gu, J.; Liu, M.; Hershcovich, D.",2025,10.1016/j.ipm.2025.104099,,3,downloaded,https://doi.org/10.1016/j.ipm.2025.104099,,C1-doi-rel3
P432,P01_1054,Public Opinion on the Politics of AI Alignment: Cross-National Evidence on Expectations for AI Moderation From Germany and the United States,"Jungherr, A.; Rauchfleisch, A.",2025,10.1177/20563051251405069,,3,downloaded,https://doi.org/10.1177/20563051251405069,,C1-doi-rel3
P435,P01_1064,A tyrannical societal something: Drawing lessons for twenty-first-century ‘privacy-protecting’ technology from long nineteenth-century literature,"Edmond, J.; Yakupova, V.; Ketzan, E.",2024,10.1177/03080188241258422,,3,downloaded,https://doi.org/10.1177/03080188241258422,,C1-doi-rel3
P436,P01_1066,Robot learning in the era of foundation models: a survey,"Xiao, X.; Liu, J.; Wang, Z.; Zhou, Y.; Qi, Y.; Jiang, S.; He, B.; Cheng, Q.",2025,10.1016/j.neucom.2025.129963,,3,downloaded,https://doi.org/10.1016/j.neucom.2025.129963,,C1-doi-rel3
P437,P01_1068,Conclusion—Walking the Path of Spiritual Leadership,"Fourboul, C.V.",2025,10.4324/9781003640912-43,,3,inaccessible,https://doi.org/10.4324/9781003640912-43,,X-inaccessible-or-paywalled
P439,P01_1072,Interactively Explaining Robot Policies to Humans in Integrated Virtual and Physical Training Environments,"Qian, P.; Unhelkar, V.",2024,10.1145/3610978.3640656,,3,downloaded,https://doi.org/10.1145/3610978.3640656,,C1-doi-rel3
P440,P01_1074,On the relevance of value system structure for automated value-aligned decision-making,"Karanik, M.; Billhardt, H.; Fernández, A.; Ossowski, S.",2024,10.1145/3605098.3636057,,3,downloaded,https://doi.org/10.1145/3605098.3636057,,C1-doi-rel3
P441,P01_1075,Context Sensitive Frames and AI Alignment,"Peterson, J.",2025,10.1109/CAI64502.2025.00218,,3,downloaded,https://doi.org/10.1109/CAI64502.2025.00218,,C1-doi-rel3
P443,P01_1078,Decision-Maker Alignment: Benchmark Datasets,"Sen, A.; Weber, R.O.; Rauch, C.B.; Mainali, M.; Turner, J.T.; Meyer, J.; Floyd, M.W.; Molineaux, M.",2025,10.1109/CAI64502.2025.00212,,3,downloaded,https://doi.org/10.1109/CAI64502.2025.00212,,C1-doi-rel3
P444,P01_1083,Inferring Human Fairness Judgments with Large Language Models in Human-Robot Interaction Scenarios,"Claure, H.; Moosa, A.; Vázquez, M.",2025,10.1109/RO-MAN63969.2025.11217730,,3,downloaded,https://doi.org/10.1109/RO-MAN63969.2025.11217730,,C1-doi-rel3
P446,P01_1093,Multi Value Alignment: four steps for aligning ML/AI development choices with multiple values,"Jethwani, H.",2023,10.1145/3600211.3604745,,3,downloaded,https://doi.org/10.1145/3600211.3604745,,C1-doi-rel3
P447,P01_1094,AI should embody our values: Investigating journalistic values to inform AI technology design,"Komatsu, T.; Lopez, M.G.; Makri, S.; Porlezza, C.; Cooper, G.; MacFarlane, A.; Missaoui, S.",2020,10.1145/3419249.3420105,,3,downloaded,https://doi.org/10.1145/3419249.3420105,,C1-doi-rel3
P450,P01_1099,Trustworthy Knowledge Graph Completion Based on Multi-sourced Noisy Data,"Huang, J.; Zhao, Y.; Hu, W.; Ning, Z.; Chen, Q.; Qiu, X.; Huo, C.; Ren, W.",2022,10.1145/3485447.3511938,,3,downloaded,https://doi.org/10.1145/3485447.3511938,,C1-doi-rel3
P451,P01_1102,Solving A.I Safety and Alignment Issues Through Classical Safety Technology,"Lin, B.Y.",2024,10.3233/FAIA241459,,3,downloaded,https://doi.org/10.3233/FAIA241459,,C1-doi-rel3
P452,P01_1109,Better Understanding of Humans for Cooperative AI through Clustering,"Su, E.; Raffe, W.; Mathieson, L.; Wang, Y.",2024,10.1109/CoG60054.2024.10645647,,3,downloaded,https://doi.org/10.1109/CoG60054.2024.10645647,,C1-doi-rel3
P453,P01_1111,Human-aware AI —A foundational framework for human–AI interaction,"Sreedharan, S.",2023,10.1002/aaai.12142,,3,downloaded,https://doi.org/10.1002/aaai.12142,,C1-doi-rel3
P455,P01_1116,Estimating Value Preferences in a Hybrid Participatory System,"Siebert, L.C.; Liscio, E.; Murukannaiah, P.K.; Kaptein, L.; Spruit, S.; Van Den Hoven, J.; Jonker, C.",2022,10.3233/FAIA220193,,3,downloaded,https://doi.org/10.3233/FAIA220193,,C1-doi-rel3
P462,P01_1135,Using decision theory and value alignment to integrate analogue and digital AI,"Prasad, M.",2022,10.1201/9780429446726-7,,3,paywalled-confirmed,https://doi.org/10.1201/9780429446726-7,,X-inaccessible-or-paywalled
P466,P01_1142,Intentional Biases in LLM Responses,"Badyal, N.; Jacoby, D.; Coady, Y.",2023,10.1109/UEMCON59035.2023.10316060,,3,downloaded,https://doi.org/10.1109/UEMCON59035.2023.10316060,,C1-doi-rel3
P467,P01_1144,What overarching ethical principle should a superintelligent AI follow?,"Søvik, A.O.",2022,10.1007/s00146-021-01229-6,,3,downloaded,https://doi.org/10.1007/s00146-021-01229-6,,C1-doi-rel3
P470,P01_1147,Ethical Reward Machine,"Ciupa, J.; Belle, V.",2024,10.1007/978-3-031-71167-1_10,,3,inaccessible,https://doi.org/10.1007/978-3-031-71167-1_10,,X-inaccessible-or-paywalled
P471,P01_1153,Can the predictive processing model of the mind ameliorate the value-alignment problem?,"Ratoff, W.",2021,10.1007/s10676-021-09611-0,,3,downloaded,https://doi.org/10.1007/s10676-021-09611-0,,C1-doi-rel3
P473,P01_1163,On Admissible Behaviours for Goal-Oriented Decision-Making of Value-Aware Agents,"Holgado-Sánchez, A.; Arias, J.; Moreno-Rebato, M.; Ossowski, S.",2023,10.1007/978-3-031-43264-4_27,,3,downloaded,https://doi.org/10.1007/978-3-031-43264-4_27,,C1-doi-rel3
P477,P01_1170,"Norms, Rewards, and the Intentional Stance: Comparing Machine Learning Approaches to Ethical Training","Kasenberg, D.; Arnold, T.; Scheutz, M.",2018,10.1145/3278721.3278774,,3,downloaded,https://doi.org/10.1145/3278721.3278774,,C1-doi-rel3
