study_id,title,D1,D2,D3,D4,D5,D6,overall,rule_trace
S260,Siamese recurrent networks learn first-order logic reasoning and exhibit zero-shot compositional generalization,HIGH,UNCLEAR,N/A,HIGH,HIGH,UNCLEAR,HIGH,D1:high;D2:unclear;D3:na;D4:high;D5:high;D6:default
S261,"A Minimalist Dataset for Systematic Generalization of Perception, Syntax, and Semantics",HIGH,UNCLEAR,N/A,UNCLEAR,HIGH,UNCLEAR,HIGH,D1:high;D2:unclear;D3:na;D4:default;D5:high;D6:default
S262,CLOSURE: Assessing Systematic Generalization of CLEVR Models,HIGH,UNCLEAR,N/A,UNCLEAR,HIGH,HIGH,HIGH,D1:high;D2:unclear;D3:na;D4:default;D5:high;D6:high
S263,Towards Systematic Generalization for Power Grid Optimization Problems,HIGH,UNCLEAR,N/A,HIGH,HIGH,UNCLEAR,HIGH,D1:high;D2:unclear;D3:na;D4:high;D5:high;D6:default
S264,Understanding out-of-distribution accuracies through quantifying difficulty of test samples,HIGH,UNCLEAR,UNCLEAR,UNCLEAR,HIGH,UNCLEAR,HIGH,D1:high;D2:unclear;D3:default;D4:default;D5:high;D6:default
S265,SyGNS: A Systematic Generalization Testbed Based on Natural Language Semantics,LOW,UNCLEAR,N/A,UNCLEAR,HIGH,HIGH,HIGH,D1:default;D2:unclear;D3:na;D4:default;D5:high;D6:high
S266,Challenges in Generalization in Open Domain Question Answering,HIGH,UNCLEAR,N/A,HIGH,HIGH,UNCLEAR,HIGH,D1:high;D2:unclear;D3:na;D4:high;D5:high;D6:default
S267,Scale Up Strategically: Learning Compositional Generalization via Bias-Aware Evaluation and Data Collection for Robotic Manipulation,HIGH,UNCLEAR,N/A,UNCLEAR,HIGH,HIGH,HIGH,D1:high;D2:unclear;D3:na;D4:default;D5:high;D6:high
S268,ORCHARD: A Benchmark For Measuring Systematic Generalization of Multi-Hierarchical Reasoning,HIGH,UNCLEAR,UNCLEAR,HIGH,HIGH,HIGH,HIGH,D1:high;D2:unclear;D3:default;D4:high;D5:high;D6:high
S269,Atomic-to-Compositional Generalization for Mobile Agents with A New Benchmark and Scheduling System,HIGH,UNCLEAR,N/A,HIGH,HIGH,UNCLEAR,HIGH,D1:high;D2:unclear;D3:na;D4:high;D5:high;D6:default
S270,ATOM-Bench: A Real-World Benchmark for Atomic Skills and Compositional Generalization in Manipulation Policies,HIGH,UNCLEAR,N/A,HIGH,HIGH,HIGH,HIGH,D1:high;D2:unclear;D3:na;D4:high;D5:high;D6:high
S271,The Neural Data Router: Adaptive Control Flow in Transformers Improves Systematic Generalization,HIGH,UNCLEAR,N/A,HIGH,HIGH,UNCLEAR,HIGH,D1:high;D2:unclear;D3:na;D4:high;D5:high;D6:default
S272,Compositional Generalization from Learned Skills via CoT Training: A Theoretical and Structural Analysis for Reasoning,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,HIGH,HIGH,HIGH,D1:unclear;D2:unclear;D3:default;D4:default;D5:high;D6:high
S273,Systematic Generalization and Emergent Structures in Transformers Trained on Structured Tasks,HIGH,UNCLEAR,UNCLEAR,UNCLEAR,HIGH,UNCLEAR,HIGH,D1:high;D2:unclear;D3:default;D4:default;D5:high;D6:default
S274,Mixture Data for Training Cannot Ensure Out-of-distribution Generalization,HIGH,UNCLEAR,UNCLEAR,UNCLEAR,HIGH,UNCLEAR,HIGH,D1:high;D2:unclear;D3:default;D4:default;D5:high;D6:default
S275,Low-Frequency Shortcuts in Texture-Driven Visual Learning,HIGH,UNCLEAR,N/A,UNCLEAR,HIGH,UNCLEAR,HIGH,D1:high;D2:unclear;D3:na;D4:default;D5:high;D6:default
S276,What makes Models Compositional? A Theoretical View: With Supplement,HIGH,UNCLEAR,N/A,HIGH,HIGH,UNCLEAR,HIGH,D1:high;D2:unclear;D3:na;D4:high;D5:high;D6:default
S277,Robust Subtask Learning for Compositional Generalization,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,HIGH,HIGH,HIGH,D1:unclear;D2:unclear;D3:default;D4:default;D5:high;D6:high
S278,Compositional Generalization in Spoken Language Understanding,HIGH,UNCLEAR,N/A,HIGH,HIGH,HIGH,HIGH,D1:high;D2:unclear;D3:na;D4:high;D5:high;D6:high
S279,Causal Structural Hypothesis Testing and Data Generation Models,UNCLEAR,UNCLEAR,N/A,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,D1:unclear;D2:unclear;D3:na;D4:default;D5:unclear;D6:default
S280,Adversarial Reward Auditing for Active Detection and Mitigation of Reward Hacking,HIGH,UNCLEAR,N/A,HIGH,HIGH,UNCLEAR,HIGH,D1:high;D2:unclear;D3:na;D4:high;D5:high;D6:default
S281,Probing the Probes: Methods and Metrics for Concept Alignment,HIGH,UNCLEAR,N/A,HIGH,HIGH,UNCLEAR,HIGH,D1:high;D2:unclear;D3:na;D4:high;D5:high;D6:default
S282,Learning to optimize: a primer and a benchmark,HIGH,UNCLEAR,UNCLEAR,HIGH,HIGH,HIGH,HIGH,D1:high;D2:unclear;D3:default;D4:high;D5:high;D6:high
S283,Vision Transformer Neural Architecture Search for Out-of-Distribution Generalization: Benchmark and Insights,HIGH,UNCLEAR,N/A,HIGH,HIGH,UNCLEAR,HIGH,D1:high;D2:unclear;D3:na;D4:high;D5:high;D6:default
S284,Sparse Mixture-of-Experts for Compositional Generalization: Empirical Evidence and Theoretical Foundations of Optimal Sparsity,HIGH,UNCLEAR,N/A,UNCLEAR,HIGH,HIGH,HIGH,D1:high;D2:unclear;D3:na;D4:default;D5:high;D6:high
S285,Compositional generalization by factorizing alignment and translation,HIGH,UNCLEAR,N/A,UNCLEAR,HIGH,HIGH,HIGH,D1:high;D2:unclear;D3:na;D4:default;D5:high;D6:high
S286,Neural Collapse Inspired Feature Alignment for Out-of-Distribution Generalization,HIGH,UNCLEAR,UNCLEAR,UNCLEAR,HIGH,UNCLEAR,HIGH,D1:high;D2:unclear;D3:default;D4:default;D5:high;D6:default
