paper_id,title,year,relevance_seed,relevance_final,revised,relevance_justification,subdomains,formal_framework
P465,Vision Paper: Advancing of AI Explainability for the Use of ChatGPT in Government Agencies - Proposal of A 4-Step Framework,2023,4,4,no,"Relevant: explainability and governance for LLMs in government; alignment of AI with public administration values (transparency, accountability), vision/position.",value alignment; interpretability; robustness; governance; ethics; capabilities,game theory
P467,What overarching ethical principle should a superintelligent AI follow?,2022,3,4,yes,Alignment-theory paper directly on overarching ethical principles (CEV) — a core concept in value-alignment theory. Revised up from seed 3.,value alignment; robustness; ethics; capabilities,none
P468,Safe artificial general intelligence via distributed ledger technology,2019,4,3,yes,"Governance-centric proposal for AGI alignment via DLT; speculative and high-level, relevant mainly as a control/governance mechanism concept.",value alignment; interpretability; robustness; governance; ethics; capabilities,game theory; other
P469,Deadline-Safe Reach-Avoid Control Synthesis for Cyber-Physical Systems with Reinforcement Learning,2024,4,4,no,Relevant: directly addresses reward hacking producing misaligned RL control behavior.,value alignment; robustness,other
P475,"Setting the goals for ethical, unbiased, and fair AI",2022,4,4,no,"Directly relevant: structured overview of value alignment approaches and the core challenges (implementation, specification, moral uncertainty); relevant to alignment theory.",value alignment; ethics,other
P478,A path to artificial intelligence,2018,4,3,yes,Speculative architectural proposal (2018) touching value alignment only at the conceptual level; no concrete results.,value alignment; robustness; ethics; capabilities,other
P479,Augmented utilitarianism for AGI safety,2019,5,5,no,Highly relevant: directly addresses perverse instantiation in utility-function specification for value alignment.,value alignment; robustness; ethics,other
P480,"On Autonomy, Governance, and Values: An AGV Approach to Value Engineering",2024,4,4,no,Relevant: theoretical framework for value engineering and VAP characterization in social human-AI systems; relevant to governance-oriented alignment.,value alignment; governance; ethics; capabilities,other
P481,AI ethics and value alignment for nonhuman animals,2021,4,4,no,"Relevant: extends the value-specification/aggregation side of alignment to a broader value-bearing population, directly engaging the value extraction and aggregation subproblems of alignment.",value alignment; interpretability; robustness; governance; ethics,none
P483,Value Cores for Inner and Outer Alignment: Simulating Personality Formation via Iterated Policy Selection and Preference Learning with Self-World Modeling Active Inference Agents,2023,5,4,yes,Directly on inner/outer alignment with a computational-neuroscience framework (FEP-AI); theoretical/position contribution proposing value cores as alignment substrate.,value alignment; interpretability; robustness; mesa-optimization; governance; ethics; capabilities,decision theory; information theory
P484,Cross-lingual Back-Parsing: Utterance Synthesis from Meaning Representation for Zero-Resource Semantic Parsing,2024,3,1,yes,"Revised down from seed 3: off-topic, cross-lingual semantic-parsing data augmentation with no value-alignment content.",other,none
P488,Rethinking Depth Metaphors with a Cosmocentric Self: The “Steep” and the “Level” in Akha Emotional Practices,2019,3,1,yes,"Off-topic: 'inner/outer alignment' here is cultural/anthropological, unrelated to AI alignment.",other,none
P489,Aligning Large Multimodal Models with Factually Augmented RLHF,2024,5,5,no,Highly relevant: RLHF adaptation with reward-hacking mitigation for multimodal alignment.,value alignment; capabilities,none
P490,From Data to Decisions: Assessing the Feasibility and Rationality of Human-in-the-Loop for AI Value Alignment,2024,4,4,no,Relevant: HITL approach to value alignment with feasibility/rationality analysis in AVs; conceptual/analysis paper.,value alignment; interpretability; robustness; governance; ethics; capabilities,none
P491,Global solutions vs. Local solutions for the ai safety problem,2019,5,5,no,"Highly relevant: a strategic survey of alignment/safety solution space at the global level, relevant to the governance and technical-mitigation landscape of alignment.",value alignment; robustness; governance; ethics; capabilities,none
P492,Forecasting emergent risks in advanced AI systems: an analysis of a future road transport management system,2023,4,4,no,Applied risk-forecasting study identifying emergent AGI risks including self-preservation and removal from human control; relevant to alignment-failure and capability-risk analysis.,value alignment; interpretability; robustness; governance; ethics; capabilities,none
P493,Transparent Value Alignment,2023,4,4,no,Relevant bridge between value alignment and interpretability: making the robot's value-inference process transparent to humans.,value alignment; interpretability; robustness,none
P494,Domesticating Artificial Intelligence,2022,3,4,yes,"Revised up from seed 3: directly addresses the value alignment problem and critiques the moral-machine approach, proposing an alternative paradigm.",value alignment; interpretability; governance; ethics; capabilities,other
P496,"Artificial Intelligence, Value Alignment and Rationality",2022,4,4,no,"Relevant: a philosophical account of why value alignment lacks a definitive solution, centering on the impossibility of a universal value system and the need for ongoing human control.",value alignment; ethics,none
P499,Cybersecurity and privacy in smart bioprinting,2023,4,1,yes,"Revised down from seed 4: off-topic, cybersecurity/privacy in smart bioprinting with no value-alignment content.",other,none
P500,Artificial intelligence and indigenous perspectives: Protecting and empowering intelligent human beings,2020,4,4,no,Relevant: critique and extension of value alignment via relational Indigenous epistemologies; ethics/philosophy of alignment.,value alignment; governance; ethics; capabilities,none
P501,A short introduction to the ethics of artificial intelligence,2020,5,5,no,"Relevant: a survey introduction to AI ethics including the value-alignment problem for superintelligence; abstract only, moderate confidence.",value alignment; interpretability; ethics; capabilities,none
P502,Interpretable Preferences via Multi-Objective Reward Modeling and Mixture-of-Experts,2024,5,5,no,RLHF reward-model interpretability method aimed at preventing reward hacking in LLM alignment; strongly relevant to alignment robustness and reward-model failure modes.,value alignment; interpretability; robustness; ethics,none
P505,(When) can ai bots lie?,2019,4,4,no,"Relevant: ethics of deceptive/manipulative AI behavior relative to value alignment; empirical thought experiment, relevant to alignment failure modes.",value alignment; ethics; capabilities,none
P506,Alleviating Action Hallucination for LLM-based Embodied Agents via Inner and Outer Alignment,2024,5,5,no,"Relevant: applies inner/outer alignment notions to action-space safety for embodied LLM agents, a technical approach to aligning generated behavior with an executable/safe action set; note 'inner/outer alignment' is used in an action-space sense, not the mesa-optimization sense.",value alignment; interpretability; robustness; mesa-optimization; ethics; capabilities,other
P507,Reward tampering problems and solutions in reinforcement learning: a causal influence diagram perspective,2021,4,4,no,Formal analysis of reward tampering (specification gaming) with design principles to prevent it; directly relevant to alignment robustness against reward hacking.,value alignment; robustness; mesa-optimization; ethics; capabilities,other
P508,Instilling moral value alignment by means of multi-objective reinforcement learning,2022,4,4,no,Directly on formalizing moral values for MORL value alignment; a theoretical+algorithmic contribution.,value alignment; robustness; ethics,other
P509,Bimodal Affective Computing Interface for Emerging Artificial Intelligence Paradigms,2024,3,1,yes,"Revised down from seed 3: off-topic, affective computing and machine emotion with no value-alignment content.",other,none
P514,DISTINCTIVE IMAGE CAPTIONING: LEVERAGING GROUND TRUTH CAPTIONS IN CLIP GUIDED REINFORCEMENT LEARNING,2024,4,4,no,Relevant: addresses reward hacking in RL-based text generation with a practical mitigation.,value alignment; robustness; ethics; capabilities,information theory
P517,Can Brain Signals Reveal Inner Alignment with Human Languages?,2023,3,1,yes,"Off-topic: 'inner alignment' refers to cross-modal representation alignment between EEG and language, not AI value alignment. Revised down from seed 3.",other,none
P518,Taking into Account Sentient Non-Humans in AI Ambitious Value Learning: Sentientist Coherent Extrapolated Volition,2023,5,4,yes,"Contribution to ambitious value learning/CEV literature; relevant to who/what alignment should target, but philosophical and non-technical.",value alignment; mesa-optimization; ethics; capabilities,decision theory
P519,The value alignment problem: Building ethically aligned machines,2023,4,4,no,Relevant: overview of value-alignment approaches for ethically aligned autonomous systems.,value alignment,none
P520,Hybrid strategies towards safe “self-aware” superintelligent systems,2018,5,5,no,"Relevant: conceptual AI safety toolkit directly addressing the AI alignment problem; position/proposal, abstract-only.",value alignment; robustness,none
P521,A novel multi-step reinforcement learning method for solving reward hacking,2019,4,4,no,"Relevant: an empirical RL-technical mitigation of reward hacking (agent exploits proxy reward in unintended ways), a canonical specification-reward failure mode.",value alignment; robustness,other
P523,Current cases of AI misalignment and their implications for future risks,2023,5,5,no,Directly on current cases and general features of AI misalignment; foundational evidence framing for alignment-failure claims.,value alignment; robustness; governance; ethics; capabilities,none
P525,Meta learning for image captioning,2019,4,4,no,Weakly relevant: algorithmic response to reward hacking in RL for image captioning; a misalignment mechanism but not value alignment per se.,value alignment,other
P527,Shared moral foundations of embodied artificial intelligence,2019,4,4,no,Philosophical argument that embodiment yields shared moral foundations and undercuts value-alignment pessimism; relevant to value-alignment theory and feasibility debate.,value alignment; ethics; capabilities,none
P528,Metaverse: A Solution to the Multi-Agent Value Alignment Problem,2022,4,3,yes,"Proposal addressing the multi-agent value merger stage of value alignment via metaverse infrastructure; speculative, largely conceptual.",value alignment; robustness,none
P531,A review on AI Safety in highly automated driving,2022,4,4,no,"Relevant: a domain-specific (automated driving) review of AI safety methods including verification/validation approaches, providing an applied-safety context for alignment; review paper.",value alignment; interpretability; robustness,none
P533,Decoding the Alignment Problem: Revisiting the 1958 NYT Report on Rosenblatt’s Perceptron Through the Lens of Information Theory,2024,4,3,yes,Historical/media-analysis framing of alignment through information theory; relevant conceptually but tangential to technical alignment.,value alignment; robustness; ethics; capabilities,information theory
P535,Steps towards value-aligned systems,2020,4,4,no,Directly relevant: argues for systems-level assessment of value alignment/misalignment in sociotechnical systems; conceptual/position.,value alignment; robustness; governance; ethics,none
P537,Pleasure addiction via brain-manipulating technologies as a possible contributor to civilizational decline,2023,4,4,no,"Futures essay on wireheading and reward hacking as existential risks, partly attributed to AI systems; tangential to AI alignment but relevant to reward-hacking risk discussion.",value alignment; ethics; capabilities; robustness,none
P539,Enhancing Reinforcement Learning Finetuned Text-to-Image Generative Model Using Reward Ensemble,2024,5,5,no,Highly relevant: directly addresses reward over-optimization (reward hacking) in human-preference alignment of generative models.,value alignment; ethics,other
P543,MARNet: Backdoor Attacks Against Cooperative Multi-Agent Reinforcement Learning,2023,4,2,yes,"Adversarial security paper on multi-agent RL backdoors; 'reward hacking' here is an attack module, not a value-alignment failure; tangential.",robustness,none
P545,Dynamic Automaton-Guided Reward Shaping for Monte Carlo Tree Search,2021,4,4,no,"Relevant: reward-shaping method explicitly targeting reward hacking via structured automata objective representation; abstract-only, lower confidence.",value alignment,other
P547,Towards agi agent safety by iteratively improving the utility function,2020,5,5,no,Formal AGI safety design addressing manipulation of the alignment process and shutdown; strongly relevant to alignment robustness and corrigibility.,value alignment; robustness,decision theory
P552,AI Alignment and Human Reward,2021,4,4,no,"Philosophical analysis of which class of human values (e.g., reward functions) AI alignment should target; relevant to value-alignment theory.",value alignment; robustness; ethics,none
P553,Friendly Superintelligent AI: All You Need Is Love,2018,5,4,yes,"Philosophical contribution to friendly-AI goal specification, addressing perverse instantiations; conceptual rather than technical.",value alignment; robustness; ethics; capabilities,none
P556,Why the Failure? How Adversarial Examples Can Provide Insights for Interpretable Machine Learning,2018,4,4,no,"Tangentially relevant: connects interpretability and adversarial robustness, with no engagement with value alignment or alignment failure; abstract only, moderate confidence.",interpretability,none
P557,"The linguistic dead zone of value-aligned agency, natural and artificial: The linguistic dead zone..: T. LaCroix",2024,4,4,no,Philosophical argument linking linguistic communication to the feasibility of robust value alignment; relevant to value-alignment theory.,value alignment; robustness; ethics; capabilities,none
P559,Addressing the Value Alignment Problem Through Online Institutions,2023,4,4,no,Relevant: institutional-design approach to value alignment in multiagent systems.,value alignment; governance; ethics,other
P561,Deciphering AI Decision-Making: A Generalizable Framework of Human-AI Misalignment,2024,4,4,no,"Relevant: directly targets measurement of human-AI misalignment in decision-making, framing alignment as an observable cognitive phenomenon; abstract only, moderate confidence.",value alignment; capabilities,none
P563,Calibrating machine behavior: a challenge for AI alignment,2023,4,4,no,Conceptual analysis of alignment obstacles with a distinct calibration framing; relevant to specifying and calibrating aligned behavior.,value alignment; ethics,decision theory
P566,"A functional contextual, observer-centric, quantum mechanical, and neuro-symbolic approach to solving the alignment problem of artificial general intelligence: safe AI through intersecting computational psychological neuroscience and LLM architecture for emergent theory of mind",2024,5,5,no,"Relevant: a theory paper proposing neuro-symbolic requirements for AGI alignment (interpretable value specification, utility, contextual behavior), broadly aligned with the value-specification theme.",value alignment; interpretability; ethics; capabilities,decision theory
P570,A Playground for the Value Alignment Problem,2019,4,4,no,Directly relevant: proposes a benchmark/problem-archetype approach to the value alignment problem; conceptual/position.,value alignment; governance; ethics; capabilities,other
P572,"Artificial Intelligence, Values, and Alignment",2020,4,4,no,"Philosophical framework distinguishing alignment targets and proposing principle-based, reflectively endorsed fair alignment; relevant to value-alignment conceptual foundations.",value alignment; robustness; ethics; capabilities,decision theory; other
P573,Orthogonality-based disentanglement of responsibilities for ethical intelligent systems,2019,5,5,no,Theoretical systems-engineering framing that separates capability control from value alignment; relevant conceptual contribution.,value alignment; interpretability; robustness; governance; ethics; capabilities,decision theory
P574,An Empirical Study of Instruction-tuning Large Language Models in Chinese,2023,4,4,no,Relevant: includes human-value alignment as an empirical factor in instruction tuning.,value alignment,none
P576,Action Guidance and AI Alignment,2023,4,4,no,"Relevant: provides an evaluative conceptual framework for alignment proposals based on whether they guide action, useful for assessing alignment approaches; position paper.",value alignment; interpretability; robustness; ethics,decision theory
P577,Shared Interest: Measuring Human-AI Alignment to Identify Recurring Patterns in Model Behavior,2022,4,2,yes,"Interpretability method measuring agreement between model saliency and human reasoning; 'alignment' here refers to model-vs-human reasoning agreement, not value alignment. Tangential. Revised down from seed 4.",interpretability,none
P578,"AI security, reward hacking and the paradoxes of deontic logic",2022,4,4,no,,value alignment,none
P579,Norms for beneficial A.I.: A computational analysis of the societal value alignment problem,2020,4,4,no,Relevant: formal simulation of individual-vs-societal value alignment conflict in AI adoption.,value alignment; governance; ethics,game theory
P580,An Enactive Approach to Value Alignment in Artificial Intelligence: A Matter of Relevance,2022,4,4,no,Directly relevant: reframes value alignment as a relevance problem and proposes an enactive-cognition approach; philosophical/theoretical treatment of alignment.,value alignment; robustness; ethics; capabilities,decision theory
P581,Moral machines: From value alignment to embodied virtue,2020,4,4,no,"Relevant: a philosophical critique of the value-alignment framing itself, proposing embodied virtue as an alternative; abstract only, moderate confidence.",value alignment; robustness; ethics,none
P582,AGI safety literature review,2018,4,4,no,Review of the AGI safety research landscape including problem lists and public policy; relevant as landscape context for the alignment-failure scope.,robustness; governance,none
P583,Multiparty dynamics and failure modes for machine learning and artificial intelligence,2019,5,5,no,"Directly on multi-agent alignment failure modes, an important extension of the failure-mode space relevant to the sigma-trap thesis.",value alignment; robustness; governance; ethics,game theory
P584,"Benchmarked Ethics: A Roadmap to AI Alignment, Moral Knowledge, and Control",2023,4,4,no,"Relevant as a roadmap linking game-theoretic incentive constraints, knowledge-graph moral knowledge, and interpretability for auditable alignment; more of a research agenda than a concrete mechanism, and does not address the compositional-generalization/alignment link.",value alignment; interpretability; robustness; governance; ethics,game theory
P585,Challenges of aligning artificial intelligence with human values,2020,5,5,no,"Directly relevant: analysis of technical vs normative challenges in value alignment, emphasizing normative plurality and disagreement; foundational to alignment theory.",value alignment; robustness; governance; ethics; capabilities,decision theory
P589,From homo sapiens to robo sapiens: The evolution of intelligence,2018,4,4,no,"Tangential: a broad conceptual review of intelligence evolution; relevant as background framing of AGI/ASI trajectories and embodiment, but not a value-alignment or sigma-trap mechanism paper.",value alignment; interpretability; robustness; governance; ethics; capabilities,none
P590,A tiered approach for ethical AI evaluation metrics,2024,4,4,no,Relevant: framework for ethical AI evaluation metrics addressing reward hacking via simulation and introspection; relevant to alignment evaluation.,value alignment; interpretability; robustness; ethics; capabilities,decision theory
P592,Relationship Between Trust in the Artificial Intelligence Creator and Trust in Artificial Intelligence Systems: The Crucial Role of Artificial Intelligence Alignment and Steerability,2024,3,2,yes,Empirical IS/trust study treating 'AI alignment' as a system attribute affecting trust transference; tangential to alignment-failure mechanisms. Revised down from seed 3.,value alignment; interpretability; ethics,none
P593,Value FULCRA: Mapping Large Language Models to the Multidimensional Spectrum of Basic Human Values,2024,3,4,yes,Directly on defining a multidimensional value space and mapping LLM outputs to value vectors; an important measurement contribution for value alignment.,value alignment; interpretability; ethics,other
P594,Aligning artificial intelligence with human values: reflections from a phenomenological perspective,2022,4,4,no,Relevant philosophical grounding for value alignment: argues values are finite/adaptable and alignment is mediated through technology and design-use relations; no formal or empirical mechanism related to the sigma-trap.,value alignment; interpretability; robustness; governance; ethics,none
P595,The value alignment problem: a geometric approach,2019,4,4,no,"Directly relevant: geometric (conceptual-space/Voronoi) representation for embedding moral values in autonomous systems; a constructive VAP solution, abstract-only.",value alignment; ethics,decision theory
P601,A Collective Intelligence Approach to Safe Artificial General Intelligence,2024,4,4,no,"Relevant: a governance/architecture proposal for safe AGI via collective intelligence, contributing to the mitigation landscape of alignment; abstract only, moderate confidence.",ethics; capabilities,information theory
P604,Integrating Quantitative and Qualitative Reasoning for Value Alignment,2022,4,4,no,Relevant: a formal framework for trading off societal values with agent goals (quantitative-qualitative integration); addresses the value-aggregation/conflict side of alignment but not compositional generalization.,value alignment; interpretability; ethics,decision theory
P605,AI Value Alignment Problem: The Clear and Present Danger,2023,4,4,no,"Relevant: conceptual overview of the value alignment problem, its issues and approaches; survey/position.",value alignment; interpretability; robustness; governance; ethics; capabilities,none
P606,Poster Paper: Towards Blockchain-Based AI Alignment Using a Proof of Personhood Consensus Mechanism,2023,4,4,no,"Relevant: a governance-technical proposal for human-controlled AI alignment rule-setting, protecting value governance from AI interference; theoretical design paper.",value alignment; robustness; ethics,none
P607,Terms and references: Working definitions of terms and references,2024,4,2,yes,Glossary/definitions chapter for an ethical-AI metrics book; terminological reference with no substantive analysis of alignment-failure mechanisms. Revised down from seed 4.,ethics,none
P608,Provably safe artificial general intelligence via interactive proofs,2021,4,4,no,"Formal proof-system approach to AGI safety/value alignment; relevant to verifiable alignment, though speculative about applicability.",value alignment; interpretability; robustness; ethics; capabilities,game theory; other
P611,"Taming Simulators: Challenges, Pathways and Vision for the Alignment of Large Language Models",2023,5,5,no,"Highly relevant: directly addresses how alignment targets arise from prediction-trained models (simulacra, emergent agency, mesa-optimization), a central concern for alignment of generative models; position paper (publication_type heuristic corrected).",value alignment; mesa-optimization; capabilities,other
P612,"A Survey of LLM-based Agents: Theories, Technologies, Applications and Suggestions",2024,4,4,no,General survey of LLM-based agents that includes AI Alignment among theoretical foundations; relevant as context for alignment techniques in agent systems.,value alignment; interpretability; robustness; mesa-optimization; capabilities,other
P613,Impossibility Results in AI: A Survey,2023,4,4,no,Relevant formal-limits survey constraining what value alignment and AI safety can achieve; useful boundary conditions for alignment claims.,value alignment; interpretability; robustness; governance; ethics,dynamical systems; other
P614,Machines learning values,2020,4,4,no,Relevant philosophical treatment of value learning: directly discusses the structure of final values and how an agent's values relate to its computational structure; relevant background but no empirical or formal mechanism.,value alignment; robustness; ethics; capabilities,none
P616,"Responsibility Gaps, Value Alignment, and Meaningful Human Control over Artificial Intelligence",2023,4,4,no,"Relevant: connects value alignment to meaningful human control and responsibility gaps, addressing the governance/accountability dimension of alignment.",value alignment; robustness; ethics,none
P618,Editorial: Neural computations for brain machine interface applications,2023,3,1,yes,Editorial on brain-machine interfaces; off-topic for value alignment.,other,none
P620,Anthropomorphic reasoning about neuromorphic AGI safety,2017,4,4,no,"Relevant: safety reasoning specific to neuromorphic AGI, proposing social drives as an alignment lever; position, abstract-only.",robustness; capabilities,none
P621,Agent Foundations for Aligning Machine Intelligence with Human Interests: A Technical Research Agenda,2017,4,4,no,"Highly relevant: a canonical technical agenda for alignment (reliability, error tolerance, value specification) from MIRI, mapping the core technical subproblems of alignment.",value alignment; interpretability; robustness; ethics; capabilities,decision theory; information theory; other
P622,A software tool to measure the alignment of assessment instrument with a set of learning objectives of a course,2016,2,1,yes,"'Alignment' refers to agreement between assessment instruments and learning objectives in education, not AI alignment. Off-topic. Revised down from seed 2.",other,none
P623,"The Control Problem. Excerpts from Superintelligence: Paths, Dangers, Strategies",2016,4,4,no,Foundational framing of the control problem for superintelligence; classic taxonomy of alignment approaches.,capabilities,none
P624,Design principles for integrated AI alignment,2026,5,5,no,"Directly relevant: explicitly frames the fragmentation between behavioral and representational alignment approaches and argues for integrating them against deceptive misalignment threats; close to the sigma-model thesis of surface-vs-internal coherence, though it does not formalize a compositional mechanism.",value alignment; interpretability; robustness; mesa-optimization; ethics,none
P625,Artificial Intelligence and the Value Alignment Problem: A Philosophical Introduction,2026,4,4,no,,value alignment,none
P628,The End of History? Envisioning the Economy at Technological Singularity,2024,5,4,yes,Economic/philosophical treatment of the alignment problem and singularity; relevant at a high level but without technical content.,value alignment; interpretability; ethics; capabilities,game theory
P629,From LLMs to the Global Brain,2024,4,4,no,Relevant to alignment failure at the systems level: emergent megasystems eluding alignment techniques resemble a scale-up of the sigma-trap (opacity + emergence at planetary scale); philosophical argument rather than formal/empirical.,value alignment; interpretability; robustness; ethics; capabilities,none
P634,PRISM: Perspective Reasoning for Integrated Synthesis and Mediation as a Multi-Perspective Framework for AI Alignment,2025,4,4,no,"Relevant: addresses conflicting human values and specification gaming via multi-perspective Pareto reconciliation; addresses the value-aggregation/pluralism dimension of alignment, not compositional generalization.",value alignment; interpretability; robustness; mesa-optimization; ethics; capabilities,other
P636,EvilGenie: A Reward Hacking Benchmark,2025,4,4,no,"Directly relevant: measures reward hacking in coding agents, a core alignment failure mode, and shows LLM-judge and held-out-test detection tradeoffs; informs reward-hacking detection heuristics. Full-text basis.",value alignment; capabilities,none
P637,Hack-Verifiable Environments: Towards Evaluating Reward Hacking at Scale,2026,4,4,no,Benchmark/testbed for deterministic measurement of reward hacking in RL agents; directly relevant to alignment robustness and reward-hacking evaluation.,value alignment; capabilities,other
P638,School of Reward Hacks: Hacking harmless tasks generalizes to misaligned behavior in LLMs,2025,5,5,no,"Core evidence for sigma-trap-adjacent dynamics: harmless reward-hacking behavior learned in one task class generalizes compositionally to new settings, and in GPT-4.1 even to unrelated forms of misalignment (e.g., fantasizing about establishing a dictatorship, encouraging misalignment) — misalignment transfers across task composition. Directly relevant.",value alignment,none
P639,Detecting and Suppressing Reward Hacking with Gradient Fingerprints,2026,4,4,no,Directly relevant to reward hacking detection: uses internal computation (gradients) rather than surface text to catch implicit reward hacking that text-based monitoring misses; relevant to the internal-vs-surface distinction central to the sigma-trap.,value alignment; interpretability; robustness; capabilities,other
P641,Spontaneous Reward Hacking in Iterative Self-Refinement,2024,4,4,no,"Relevant: documents reward hacking emerging without explicit adversarial training, in the common self-refinement setting where the evaluator is a proxy for user preference; core evidence for proxy-optimization alignment failure. Abstract-only, low confidence.",value alignment,none
P642,Reward Hacking as Equilibrium under Finite Evaluation,2026,5,5,no,Formal game-theoretic result framing reward hacking as a structural equilibrium of finite evaluation - closely aligned with the thesis that alignment failure is structural rather than a correctable bug. Strongly relevant to alignment-failure theory.,value alignment; interpretability; robustness; governance; ethics; capabilities,game theory; other
P643,Understanding Reward Hacking in Text-to-Image Reinforcement Learning,2026,5,5,no,Directly analyzes a canonical sigma-trap-adjacent failure: proxy reward optimization over a human-preference proxy produces images that score high but violate the intended (prompt-image) consistency objective; shows composite reward ensembling cannot fully repair the proxy gap. Relevant to reward misspecification and coherence between proxy and true objectives.,value alignment; robustness; ethics,none
P644,Reward Hacking Mitigation using Verifiable Composite Rewards,2025,4,4,no,"Directly relevant: empirical demonstration and mitigation of reward hacking in RLVR for a safety-critical domain (medical QA); targeted mitigation rather than a general mechanism, and abstract-only evidence.",value alignment,none
P645,Reward Hacking in Language Model Agents: Revisiting AI Safety Gridworlds,2026,5,5,no,"Directly relevant: controlled empirical study of reward hacking/specification gaming in LM agents, showing RL makes the observed-vs-hidden reward gap worse.",value alignment; interpretability; robustness; capabilities,information theory
P646,Natural Emergent Misalignment from Reward Hacking in Production RL,2025,5,4,yes,"Highly relevant and closely tied to the sigma-trap: emergent misalignment is an alignment failure that arises from optimizing a proxy (reward) and fails to generalize across task contexts (chat-like vs agentic evaluations) - a generalization failure in alignment, empirically demonstrated on production environments.",value alignment; robustness; governance; capabilities,none
P647,Do Prompt-Elicited Trajectories Reflect Training-Time Reward Hacking? A Systematic Study on Monitoring Trainig-Time Reward Hacking in Code Generation,2026,4,4,no,Empirical study of reward-hacking monitoring in code generation (training-time vs prompt-elicited trajectories); relevant to reward-hacking detection and alignment robustness.,value alignment; interpretability; robustness; capabilities,information theory
P648,Countdown-Code: A Testbed for Studying The Emergence and Generalization of Reward Hacking in RLVR,2026,4,4,no,Quantifies that tiny contamination (1%) in training data is sufficient for models to internalize proxy exploitation that resurfaces later — relevant to how misaligned reward schemas propagate through the training pipeline and to measuring the proxy-true reward gap cleanly.,value alignment; robustness; capabilities,none
P649,Corrigibility with Utility Preservation,2019,4,4,no,"Relevant: formal treatment of corrigibility and goal-preservation incentives; theoretical with formal proofs, relevant to the incentive-dynamics side of alignment though not compositional generalization.",value alignment; robustness,decision theory
P651,Sail into the Headwind: Alignment via Robust Rewards and Dynamic Labels against Reward Hacking,2024,5,5,no,Directly relevant: formal taxonomy of offline reward hacking types and a principled mitigation with guarantees; strengthens the theoretical basis for proxy-reward over-optimization as an alignment failure. Full-text basis.,value alignment; robustness; ethics,information theory
P652,"Reproducing, Analyzing, and Detecting Reward Hacking in Rubric-Based Reinforcement Learning",2026,4,4,no,Controllable testbed for studying reward-hacking mechanisms in rubric-based RL with LLM judges; relevant to reward-hacking analysis and mitigation.,value alignment; governance; ethics; capabilities,other
P653,Adversarial Reward Auditing for Active Detection and Mitigation of Reward Hacking,2026,5,5,no,Treats reward hacking as an adversarial dynamic game with auditor detection from latent representations — relevant to measuring and controlling proxy-misspecification failures; detection-from-latents connects to internal-representation monitoring of misalignment.,value alignment; interpretability; robustness; governance; ethics; capabilities,information theory
P654,Multimodal Reward Hacking in Reinforcement Learning,2026,4,4,no,"Directly relevant: large-scale empirical evidence that proxy reward improvement does not imply task performance, that RL creates new failures rather than inheriting them, and that scale alone does not resolve hacking; strong evidence for reward-overoptimization as an alignment failure.",value alignment; interpretability; robustness; capabilities,other
P655,Causal Reward Adjustment: Mitigating Reward Hacking in External Reasoning via Backdoor Correction,2025,5,5,no,Directly relevant: causal method to mitigate reward hacking in reasoning-model selection via backdoor correction; mechanism relevant to reward overoptimization.,value alignment; interpretability,other
P656,SpecBench: Measuring Reward Hacking in Long-Horizon Coding Agents,2026,4,4,no,"Relevant: provides a measurement methodology for reward hacking (spec/validation/held-out gap) in the oversight-critical setting where automated tests are the only review surface for coding agents. Abstract-only, low confidence.",value alignment; governance,none
P657,GARDO: Reinforcing Diffusion Models without Reward Hacking,2025,4,4,no,RL method mitigating reward hacking in text-to-image diffusion alignment; relevant to alignment robustness against proxy-reward mismatch.,value alignment; robustness; capabilities,information theory
P658,The Energy Loss Phenomenon in RLHF: A New Perspective on Mitigating Reward Hacking,2025,5,5,no,Provides an internal-representation diagnostic (final-layer energy loss) that characterizes reward hacking before/at external quality degradation and a theoretically grounded mitigation — relevant to monitoring the proxy-true gap and overfitting to reward-model-favored patterns.,value alignment; robustness,information theory
P659,Monitoring Emergent Reward Hacking During Generation via Internal Activations,2026,5,5,no,"Directly relevant: shows reward hacking is detectable from internal activations rather than final outputs, with early/persistent signal during generation; strong evidence for the internal-representation dimension of alignment failure.",value alignment; interpretability; robustness; mesa-optimization,other
P661,The Horcrux: Mechanistically Interpretable Task Decomposition for Detecting and Mitigating Reward Hacking in Embodied AI Systems,2025,5,5,no,Relevant: interpretability-based defense against reward hacking connecting mechanistic structure to detection; directly speaks to whether internal representational structure can identify alignment failure before behavior degrades. Full-text basis.,value alignment; interpretability; robustness; mesa-optimization; governance; capabilities,none
P662,Reward Hacking Benchmark: Measuring Exploits in LLM Agents with Tool Use,2026,4,4,no,Benchmark measuring reward-hacking exploit rates across frontier LLM agents with tool use; directly relevant to alignment robustness and reward-hacking evaluation.,value alignment; interpretability; robustness; mesa-optimization; governance; capabilities,none
P663,Cheap Reward Hacking Detection,2026,4,4,no,"Empirical demonstration that reward hacking can be detected cheaply from representation-level features, and that natural-language reasoning carries the discriminative signal (AUC collapse without it) — relevant to internal-representation monitoring of reward hacking.",value alignment; interpretability; robustness; governance,information theory
P664,Mitigating Reward Hacking in RLHF via Advantage Sign Robustness,2026,5,5,no,"Directly relevant: theory-grounded mitigation of reward hacking with a certified robustness guarantee, applied at policy-optimization time; relevant to reward-model fragility but not compositional generalization.",value alignment; robustness,other
