paper_id,year,publication_type,evidence_basis,citation_count,D1,D6,D2,D3,D4,D5,D7,D8,composite,tier,weight_set,notes,low_credibility
P352,2025,empirical,full-text,2,2,3,1,2,2,3,2,2,2.15,C,empirical,ft_file=Adversarial Preference Learning for Robust LLM Alignment.pdf | ft_file=Adversarial Preference Learning for Robust LLM Alignment.pdf | d1:proceedings | d6:cohort p61 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P353,2025,review,full-text,12,2,4,1,2,,2,2,2,2.15,C,pos_review,"ft_file=The Impact of Artificial Intelligence on Public Sector Decision-Making: Benefits, Challenges, and Policy Implications.pdf | moved:sample_size(review) | ft_file=The Impact of Artificial Intelligence on Public Sector Decision-Making: Benefits, Challenges, and Policy Implications.pdf | moved:sample_size(review) | d1:doi_peer | d6:cohort p86 | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=2 | scored:D8=2",0
P354,2025,empirical,full-text,4,2,3,1,2,2,3,1,2,2.10,C,empirical,ft_file=Decision modeling for automated driving in dilemmas based on bidirectional value alignment of moral theory values and fair human moral values.pdf | ft_file=Decision modeling for automated driving in dilemmas based on bidirectional value alignment of moral theory values and fair human moral values.pdf | d1:doi_peer | d6:cohort p73 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P355,2024,empirical,full-text,1,2,1,1,2,2,3,2,2,1.85,C,empirical,ft_file=Feeling Textiles through AI: An Exploration into Multimodal Language Models and Human Perception Alignment.pdf | ai-revised:publication_type=other->empirical | ft_file=Feeling Textiles through AI: An Exploration into Multimodal Language Models and Human Perception Alignment.pdf | ai-revised:publication_type=other->empirical | d1:proceedings | d6:cohort p32 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P356,2024,empirical,full-text,2,2,2,1,2,2,3,2,3,2.05,C,empirical,ft_file=Safe Reinforcement Learning for Arm Manipulation with Constrained Markov Decision Process.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->simulation | ft_file=Safe Reinforcement Learning for Arm Manipulation with Constrained Markov Decision Process.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->simulation | d1:doi_peer | d6:cohort p41 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P357,2025,empirical,full-text,0,2,0,1,2,2,3,1,2,1.65,C,empirical,ft_file=Symbolic feedback for transparent fault anticipation in neuroergonomic brain-machine interfaces.pdf | ft_file=Symbolic feedback for transparent fault anticipation in neuroergonomic brain-machine interfaces.pdf | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P358,2025,empirical,abstract,3,2,3,1,2,2,3,1,3,2.15,C,empirical,d1:proceedings | d6:cohort p69 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P359,2025,empirical,full-text,0,2,0,1,2,2,3,2,2,1.70,C,empirical,ft_file=YinYang-Align: A new Benchmark for Competing Objectives and Introducing Multi-Objective Preference based Text-to-Image Alignment.pdf | ft_file=YinYang-Align: A new Benchmark for Competing Objectives and Introducing Multi-Objective Preference based Text-to-Image Alignment.pdf | d1:proceedings | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P360,2025,empirical,abstract,2,2,3,1,2,2,3,1,3,2.15,C,empirical,d1:doi_peer | d6:cohort p61 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P361,2024,empirical,full-text,3,2,2,1,2,2,3,2,2,2.00,C,empirical,ft_file=Bridging the Integrity Gap: Towards AI-assisted Design Research.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2 | ft_file=Bridging the Integrity Gap: Towards AI-assisted Design Research.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | d1:proceedings | d6:cohort p47,0
P362,2025,empirical,full-text,0,2,0,2,2,2,3,2,3,1.90,C,empirical,ft_file=A Roadmap for Alignable Algorithmic Decision-Makers in the Medical Triage Domain.pdf | ft_file=A Roadmap for Alignable Algorithmic Decision-Makers in the Medical Triage Domain.pdf | d1:proceedings | d6:cohort zero citations after grace period | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P363,2025,empirical,full-text,7,2,4,1,2,2,3,2,2,2.30,C,empirical,ft_file=Nudging Perceived Credibility: The Impact of AIGC Labeling on User Distinction of AI-Generated Content.pdf | ai-revised:subdomains=value alignment; interpretability; governance; ethics->other | ft_file=Nudging Perceived Credibility: The Impact of AIGC Labeling on User Distinction of AI-Generated Content.pdf | ai-revised:subdomains=value alignment; interpretability; governance; ethics->other | d1:doi_peer | d6:cohort p83 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P364,2024,theoretical,full-text,4,2,2,1,2,,3,2,3,2.15,C,theoretical,ft_file=Aesthetic Value and the AI Alignment Problem.pdf | ai-revised:publication_type=other->theoretical | ft_file=Aesthetic Value and the AI Alignment Problem.pdf | ai-revised:publication_type=other->theoretical | d1:doi_peer | d6:cohort p50 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P365,2025,empirical,full-text,3,2,3,1,2,2,3,1,2,2.10,C,empirical,ft_file=Trust in Aligned AI Decision Makers.pdf | ft_file=Trust in Aligned AI Decision Makers.pdf | d1:proceedings | d6:cohort p69 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P366,2025,empirical,full-text,4,2,3,2,2,2,3,2,3,2.35,C,empirical,ft_file=Can AI Model the Complexities of Human Moral Decision-making? A Qualitative Study of Kidney Allocation Decisions.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | ft_file=Can AI Model the Complexities of Human Moral Decision-making? A Qualitative Study of Kidney Allocation Decisions.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | d1:proceedings | d6:cohort p73 | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P367,2025,other,full-text,0,2,0,2,2,,3,2,3,2.10,C,pos_review,ft_file=Value-Aware Multiagent Systems.pdf | ft_file=Value-Aware Multiagent Systems.pdf | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P368,2025,other,abstract,0,2,0,2,2,,3,1,3,2.05,C,pos_review,d1:proceedings | d6:cohort zero citations after grace period | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P369,2025,other,full-text,5,2,3,1,2,,3,1,2,2.20,C,pos_review,ft_file=Potential for near-term AI risks to evolve into existential threats in healthcare.pdf | ft_file=Potential for near-term AI risks to evolve into existential threats in healthcare.pdf | d1:doi_peer | d6:cohort p78 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P370,2025,empirical,full-text,0,2,0,1,2,2,3,1,2,1.65,C,empirical,ft_file=Are We Aligned? A Preliminary Investigation of the Alignment of Responsible AI Values between LLMs and Human Judgment.pdf | ft_file=Are We Aligned? A Preliminary Investigation of the Alignment of Responsible AI Values between LLMs and Human Judgment.pdf | d1:proceedings | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P371,2025,empirical,full-text,2,2,3,1,2,2,3,2,2,2.15,C,empirical,ft_file=Supervisor Alignment Framework: Enhancing LLM Alignment with Query-Ignoring Strategy and Multi-Agent Interaction.pdf | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2 | ft_file=Supervisor Alignment Framework: Enhancing LLM Alignment with Query-Ignoring Strategy and Multi-Agent Interaction.pdf | d1:proceedings | d6:cohort p61,0
P372,2025,other,full-text,0,2,0,1,2,,2,2,2,1.55,D,pos_review,ft_file=Designing AI Systems with Value Alignment Mechanisms.pdf | moved:effect_sizes(other) | ft_file=Designing AI Systems with Value Alignment Mechanisms.pdf | moved:effect_sizes(other) | d1:proceedings | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=2 | scored:D8=2,1
P373,2025,empirical,full-text,4,2,3,1,2,2,3,2,3,2.20,C,empirical,ft_file=Immune: Improving Safety Against Jailbreaks in Multi-modal LLMs via Inference-Time Alignment.pdf | ft_file=Immune: Improving Safety Against Jailbreaks in Multi-modal LLMs via Inference-Time Alignment.pdf | d1:proceedings | d6:cohort p73 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P374,2025,position,abstract,0,2,0,1,2,,3,1,3,1.90,C,pos_review,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:proceedings | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P375,2025,review,full-text,2,2,3,1,2,,3,1,2,2.20,C,pos_review,ft_file=AI alignment is all your need for future drug discovery.pdf | ai-revised:publication_type=opinion->review | ft_file=AI alignment is all your need for future drug discovery.pdf | ai-revised:publication_type=opinion->review | d1:doi_peer | d6:cohort p61 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P376,2025,empirical,abstract,1,2,2,1,2,2,3,1,3,2.00,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:proceedings | d6:cohort p51 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P377,2025,empirical,full-text,7,2,4,2,2,2,3,2,3,2.50,B,empirical,ft_file=C3AI: Crafting and Evaluating Constitutions for Constitutional AI.pdf | ft_file=C3AI: Crafting and Evaluating Constitutions for Constitutional AI.pdf | d1:proceedings | d6:cohort p83 | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P378,2025,empirical,full-text,0,2,0,1,2,2,3,1,3,1.70,C,empirical,ft_file=Enhancing Control of Large Language Model-based AI Systems Through Declarative Memory.pdf | ft_file=Enhancing Control of Large Language Model-based AI Systems Through Declarative Memory.pdf | d1:proceedings | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P379,2025,empirical,full-text,2,2,3,2,2,2,3,1,3,2.30,C,empirical,ft_file=Beyond Words: Exploring Cultural Value Sensitivity in Multimodal Models.pdf | ft_file=Beyond Words: Exploring Cultural Value Sensitivity in Multimodal Models.pdf | d1:proceedings | d6:cohort p61 | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P380,2024,empirical,full-text,100,2,4,1,2,3,3,2,3,2.55,B,empirical,ft_file=OpenFedLLM: Training Large Language Models on Decentralized Private Data via Federated Learning.pdf | ft_file=OpenFedLLM: Training Large Language Models on Decentralized Private Data via Federated Learning.pdf | d1:proceedings | d6:cohort p93 | scored:D2=1 | scored:D3=2 | scored:D4=3 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P381,2025,empirical,full-text,0,0,0,1,2,2,3,1,2,1.45,D,empirical,ft_file=Interactive Groupwise Comparison for Reinforcement Learning from Human Feedback.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2 | ft_file=Interactive Groupwise Comparison for Reinforcement Learning from Human Feedback.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | d1:grey | d6:cohort zero citations after grace period,1
P382,2025,position,full-text,0,2,0,1,2,,3,2,4,2.10,C,pos_review,ft_file=A timing problem for instrumental convergence.pdf | ft_file=A timing problem for instrumental convergence.pdf | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=4,0
P383,2025,other,metadata,7,2,4,1,1,,,1,2,1.93,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d1:doi_peer | d6:cohort p83 | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,0
P384,2024,position,full-text,5,3,2,2,2,,3,1,3,2.45,B,pos_review,"ft_file=From Pursuit of the Universal AGI Architecture to Systematic Approach to Heterogeneous AGI (SAGI): Addressing Alignment, Energy & AGI Grand Challenges.pdf | ft_file=From Pursuit of the Universal AGI Architecture to Systematic Approach to Heterogeneous AGI (SAGI): Addressing Alignment, Energy & AGI Grand Challenges.pdf | d1:journal | d6:cohort p55 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3",0
P385,2025,empirical,full-text,4,2,3,1,2,2,3,1,3,2.15,C,empirical,ft_file=Ethical Logic in Six Large Language Models.pdf | ft_file=Ethical Logic in Six Large Language Models.pdf | d1:proceedings | d6:cohort p73 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P386,2025,position,full-text,0,2,0,1,2,,3,2,2,1.80,C,pos_review,ft_file=Anthropology for AI.pdf | ai-revised:publication_type=empirical->position | ai-revised:methodology=simulation->not_applicable | ft_file=Anthropology for AI.pdf | ai-revised:publication_type=empirical->position | ai-revised:methodology=simulation->not_applicable | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P387,2024,empirical,abstract,26,2,4,2,2,2,3,1,3,2.45,B,empirical,d1:proceedings | d6:cohort p82 | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P388,2025,empirical,full-text,0,2,0,2,2,2,3,1,3,1.85,C,empirical,ft_file=Focus-N-Fix: Region-Aware Fine-Tuning for Text-to-Image Generation.pdf | ft_file=Focus-N-Fix: Region-Aware Fine-Tuning for Text-to-Image Generation.pdf | d1:proceedings | d6:cohort zero citations after grace period | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P389,2025,other,full-text,1,2,2,1,2,,3,1,3,2.20,C,pos_review,"ft_file=Predictive hermeneutics: bias, culture, and the predictive mind.pdf | moved:formal_framework(none->other) | ft_file=Predictive hermeneutics: bias, culture, and the predictive mind.pdf | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p51 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3",0
P390,2025,empirical,abstract,2,2,3,1,2,2,3,1,3,2.15,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:proceedings | d6:cohort p61 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P391,2025,empirical,abstract,3,2,3,1,2,2,3,2,2,2.15,C,empirical,ai-revised:methodology=not_applicable->experiment | moved:formal_framework(none->other) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2 | | ai-revised:methodology=not_applicable->experiment | moved:formal_framework(none->other) | d1:proceedings | d6:cohort p69,0
P392,2024,other,full-text,12,2,3,2,3,,3,2,3,2.70,B,pos_review,ft_file=Goal Alignment: Re-analyzing Value Alignment Problems Using Human-Aware AI.pdf | ft_file=Goal Alignment: Re-analyzing Value Alignment Problems Using Human-Aware AI.pdf | d1:proceedings | d6:cohort p70 | scored:D2=2 | scored:D3=3 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P393,2024,empirical,full-text,13,2,3,1,2,2,3,2,2,2.15,C,empirical,ft_file=Uncovering Contradictions in Human-AI Interactions: Lessons Learned from User Reviews of Replika.pdf | ai-revised:publication_type=review->empirical | ai-revised:methodology=not_applicable->experiment | ft_file=Uncovering Contradictions in Human-AI Interactions: Lessons Learned from User Reviews of Replika.pdf | ai-revised:publication_type=review->empirical | ai-revised:methodology=not_applicable->experiment | d1:proceedings | d6:cohort p73 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P394,2025,other,full-text,0,2,0,1,2,,3,1,2,1.75,C,pos_review,ft_file=Addressing Reward Hacking in Autonomous Navigation using a Soft Actor Critic approach.pdf | ai-revised:methodology=not_applicable->simulation | moved:datasets_used(other) | moved:effect_sizes(other) | moved:methodology(other) | ft_file=Addressing Reward Hacking in Autonomous Navigation using a Soft Actor Critic approach.pdf | ai-revised:methodology=not_applicable->simulation | moved:datasets_used(other) | moved:effect_sizes(other) | moved:methodology(other) | d1:proceedings | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P395,2024,empirical,full-text,1,2,1,2,3,2,3,2,3,2.20,C,empirical,ft_file=Committing to the wrong artificial delegate in a collective-risk dilemma is better than directly committing mistakes.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->simulation | ft_file=Committing to the wrong artificial delegate in a collective-risk dilemma is better than directly committing mistakes.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->simulation | d1:doi_peer | d6:cohort p32 | scored:D2=2 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P396,2024,empirical,full-text,33,2,4,2,2,2,3,2,3,2.50,B,empirical,ft_file=A Robot Walks into a Bar: Can Language Models Serve as Creativity SupportTools for Comedy? An Evaluation of LLMs' Humour Alignment with Comedians.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | ft_file=A Robot Walks into a Bar: Can Language Models Serve as Creativity SupportTools for Comedy? An Evaluation of LLMs' Humour Alignment with Comedians.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | d1:proceedings | d6:cohort p86 | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P397,2025,theoretical,full-text,8,2,4,2,3,,3,1,4,2.85,B,theoretical,ft_file=The shutdown problem: an AI engineering puzzle for decision theorists.pdf | ft_file=The shutdown problem: an AI engineering puzzle for decision theorists.pdf | d1:doi_peer | d6:cohort p84 | scored:D2=2 | scored:D3=3 | scored:D5=3 | scored:D7=1 | scored:D8=4,0
P398,2025,review,full-text,58,2,4,1,2,,3,2,3,2.55,B,pos_review,ft_file=Sycophancy in Large Language Models: Causes and Mitigations.pdf | ft_file=Sycophancy in Large Language Models: Causes and Mitigations.pdf | d1:doi_peer | d6:cohort p94 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P399,2025,empirical,full-text,1,2,2,1,2,2,3,2,3,2.05,C,empirical,ft_file=Personalized Constitutionally-Aligned Agentic Superego: Secure AI Behavior Aligned to Diverse Human Values.pdf | ft_file=Personalized Constitutionally-Aligned Agentic Superego: Secure AI Behavior Aligned to Diverse Human Values.pdf | d1:doi_peer | d6:cohort p51 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P400,2025,empirical,full-text,14,2,4,1,2,2,3,1,2,2.25,C,empirical,"ft_file=Adaptable robots, ethics, and trust: a qualitative and philosophical exploration of the individual experience of trustworthy AI.pdf | ai-revised:methodology=theory->analysis | ft_file=Adaptable robots, ethics, and trust: a qualitative and philosophical exploration of the individual experience of trustworthy AI.pdf | ai-revised:methodology=theory->analysis | d1:doi_peer | d6:cohort p87 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2",0
P401,2025,position,full-text,0,2,0,0,2,,2,1,2,1.35,D,pos_review,ft_file=The Elephant in the Room: Why AI Safety Demands Diverse Teams.pdf | ai-revised:publication_type=empirical->position | ai-revised:methodology=theory->not_applicable | scored:D2=0 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2 | ft_file=The Elephant in the Room: Why AI Safety Demands Diverse Teams.pdf | ai-revised:publication_type=empirical->position | ai-revised:methodology=theory->not_applicable | d1:doi_peer | d6:cohort zero citations after grace period,1
P402,2025,empirical,full-text,0,2,0,1,3,1,3,1,3,1.65,C,empirical,ft_file=An Evolutionary Perspective on AI Alignment (Student Abstract).pdf | ft_file=An Evolutionary Perspective on AI Alignment (Student Abstract).pdf | d1:proceedings | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=3 | scored:D4=1 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P404,2025,position,abstract,0,2,0,2,2,,3,1,3,2.05,C,pos_review,d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P405,2025,position,full-text,0,2,0,1,2,,2,1,2,1.50,D,pos_review,ft_file=Responsible Development of Offensive AI.pdf | ai-revised:publication_type=other->position | ft_file=Responsible Development of Offensive AI.pdf | ai-revised:publication_type=other->position | d1:proceedings | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2,1
P406,2025,empirical,abstract,2,2,3,1,2,2,3,2,3,2.20,C,empirical,d1:proceedings | d6:cohort p61 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P407,2025,other,abstract,23,2,4,1,2,,3,1,2,2.35,C,pos_review,d1:doi_peer | d6:cohort p91 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P408,2025,empirical,abstract,0,2,0,1,2,1,2,1,2,1.30,D,empirical,ai-revised:subdomains=value alignment; ethics->other | | ai-revised:subdomains=value alignment; ethics->other | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D4=1 | scored:D5=2 | scored:D7=1 | scored:D8=2,1
P409,2025,empirical,full-text,0,2,0,1,2,2,3,2,2,1.70,C,empirical,ft_file=HicAgent: Hierarchical iterative cooperative learning reward generation guided by a large model.pdf | ft_file=HicAgent: Hierarchical iterative cooperative learning reward generation guided by a large model.pdf | d1:proceedings | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P410,2025,empirical,full-text,0,2,0,1,2,2,3,2,3,1.75,C,empirical,ft_file=A Phase-Based Ethical Alignment Framework for Mitigating In-Context Scheming Behaviour in Superintelligent Systems.pdf | ft_file=A Phase-Based Ethical Alignment Framework for Mitigating In-Context Scheming Behaviour in Superintelligent Systems.pdf | d1:proceedings | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P411,2025,empirical,full-text,1,2,2,1,2,2,3,1,2,1.95,C,empirical,ft_file=“Provably fair” algorithms may perpetuate racial and gender bias: a study of salary dispute resolution.pdf | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2 | ft_file=“Provably fair” algorithms may perpetuate racial and gender bias: a study of salary dispute resolution.pdf | d1:doi_peer | d6:cohort p51,0
P412,2025,opinion,full-text,5,2,3,2,2,,3,1,2,2.35,C,pos_review,ft_file=Bidirectional Human-AI Alignment: Emerging Challenges and Opportunities.pdf | ft_file=Bidirectional Human-AI Alignment: Emerging Challenges and Opportunities.pdf | d1:proceedings | d6:cohort p78 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P413,2025,empirical,full-text,0,2,0,1,2,1,3,2,2,1.50,D,empirical,ft_file=A DIKWP-Based Value Alignment Generation Method Oriented Toward Sovereign Artificial Intelligence.pdf | ft_file=A DIKWP-Based Value Alignment Generation Method Oriented Toward Sovereign Artificial Intelligence.pdf | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D4=1 | scored:D5=3 | scored:D7=2 | scored:D8=2,1
P414,2025,theoretical,full-text,0,2,0,2,2,,3,1,3,1.95,C,theoretical,ft_file=Aligning Technology with Human Values: The Measurement Problem.pdf | ai-revised:publication_type=other->theoretical | moved:formal_framework(none->other) | ft_file=Aligning Technology with Human Values: The Measurement Problem.pdf | ai-revised:publication_type=other->theoretical | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P415,2025,position,full-text,25,2,4,2,2,,3,2,3,2.70,B,pos_review,ft_file=The argument for near-term human disempowerment through AI.pdf | ai-revised:publication_type=other->position | ft_file=The argument for near-term human disempowerment through AI.pdf | ai-revised:publication_type=other->position | d1:doi_peer | d6:cohort p92 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P416,2024,empirical,full-text,77,2,4,1,2,2,3,1,3,2.30,C,empirical,ft_file=Deception abilities emerged in large language models.pdf | ft_file=Deception abilities emerged in large language models.pdf | d1:proceedings | d6:cohort p92 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P417,2025,empirical,full-text,0,2,0,1,2,2,3,2,3,1.75,C,empirical,ft_file=Su_2025_oa.pdf | ft_file=Su_2025_oa.pdf | d1:proceedings | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P418,2025,empirical,full-text,15,2,4,1,2,2,3,1,2,2.25,C,empirical,ft_file=User-Driven Value Alignment: Understanding Users' Perceptions and Strategies for Addressing Biased and Discriminatory Statements in AI Companions.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | ft_file=User-Driven Value Alignment: Understanding Users' Perceptions and Strategies for Addressing Biased and Discriminatory Statements in AI Companions.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | d1:proceedings | d6:cohort p89 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P419,2025,other,abstract,3,2,3,2,2,,3,1,3,2.50,B,pos_review,ai-revised:methodology=not_applicable->experiment | moved:datasets_used(other) | moved:effect_sizes(other) | moved:methodology(other) | | ai-revised:methodology=not_applicable->experiment | moved:datasets_used(other) | moved:effect_sizes(other) | moved:methodology(other) | d1:proceedings | d6:cohort p69 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P420,2025,position,abstract,0,2,0,1,2,,3,1,3,1.90,C,pos_review,d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P421,2025,other,full-text,3,2,3,1,2,,2,1,2,1.95,C,pos_review,ft_file=A First Look at AI Trends in Value-Aligned Software Engineering Publications: Human-LLM Insights.pdf | moved:datasets_used(other) | moved:effect_sizes(other) | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2 | ft_file=A First Look at AI Trends in Value-Aligned Software Engineering Publications: Human-LLM Insights.pdf | moved:datasets_used(other) | moved:effect_sizes(other) | d1:proceedings | d6:cohort p69,0
