paper_id,year,publication_type,evidence_basis,citation_count,D1,D6,D2,D3,D4,D5,D7,D8,composite,tier,weight_set,notes,low_credibility,subdomains,sens,sens_tier
P446,2023,other,full-text,0,2,0,1,2,,3,1,3,1.90,C,pos_review,ft_file=AI development choices with multiple values.pdf | ft_file=AI development choices with multiple values.pdf | d1:proceedings | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.5,B
P447,2020,empirical,full-text,41,2,3,1,2,2,3,2,2,2.15,C,empirical,ft_file=AI should embody our values: Investigating journalistic values to inform AI technology design.pdf | ai-revised:publication_type=position->empirical | ai-revised:methodology=not_applicable->analysis | ft_file=AI should embody our values: Investigating journalistic values to inform AI technology design.pdf | ai-revised:publication_type=position->empirical | ai-revised:methodology=not_applicable->analysis | d1:proceedings | d6:cohort p78 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0,value alignment; interpretability; governance; ethics,2.2142857142857144,C
P448,2022,other,abstract,18,3,4,2,2,,3,1,3,2.75,B,pos_review,moved:datasets_used(other) | moved:formal_framework(none->other) | | moved:datasets_used(other) | moved:formal_framework(none->other) | d1:journal | d6:cohort p80 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.6428571428571432,B
P449,2023,theoretical,full-text,30,2,4,1,2,,3,2,3,2.45,B,theoretical,ft_file=Coston_2023_oa.pdf | ai-revised:publication_type=other->theoretical | ft_file=Coston_2023_oa.pdf | ai-revised:publication_type=other->theoretical | d1:proceedings | d6:cohort p97 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; interpretability; governance; ethics,2.428571428571429,B
P450,2022,empirical,full-text,14,2,3,1,2,2,3,1,2,2.10,C,empirical,ft_file=Trustworthy Knowledge Graph Completion Based on Multi-sourced Noisy Data.pdf | moved:formal_framework(none->other) | ft_file=Trustworthy Knowledge Graph Completion Based on Multi-sourced Noisy Data.pdf | moved:formal_framework(none->other) | d1:proceedings | d6:cohort p72 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment,2.142857142857143,C
P451,2024,other,full-text,0,2,0,1,2,,2,1,2,1.50,D,pos_review,ft_file=Solving A.I Safety and Alignment Issues Through Classical Safety Technology.pdf | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2 | ft_file=Solving A.I Safety and Alignment Issues Through Classical Safety Technology.pdf | d1:doi_peer | d6:cohort zero citations after grace period,1,value alignment; interpretability; robustness; capabilities,1.9285714285714288,C
P452,2024,empirical,full-text,1,2,1,1,2,2,2,1,2,1.65,C,empirical,ft_file=Better Understanding of Humans for Cooperative AI through Clustering.pdf | ft_file=Better Understanding of Humans for Cooperative AI through Clustering.pdf | d1:proceedings | d6:cohort p32 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=2 | scored:D7=1 | scored:D8=2,0,value alignment; robustness; ethics; capabilities,1.9285714285714288,C
P453,2023,theoretical,full-text,6,2,2,2,3,,3,1,3,2.50,B,theoretical,ft_file=Human-aware AI —A foundational framework for human–AI interaction.pdf | ft_file=Human-aware AI —A foundational framework for human–AI interaction.pdf | d1:proceedings | d6:cohort p52 | scored:D2=2 | scored:D3=3 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; interpretability; robustness; capabilities,2.714285714285715,B
P454,2024,review,full-text,5,2,2,2,2,,3,1,3,2.35,C,pos_review,ft_file=Ma_2024_oa.pdf | ft_file=Ma_2024_oa.pdf | d1:proceedings | d6:cohort p55 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; interpretability; governance; ethics; capabilities,2.5,B
P455,2022,empirical,full-text,12,2,3,2,2,2,3,2,3,2.35,C,empirical,ft_file=Estimating Value Preferences in a Hybrid Participatory System.pdf | ft_file=Estimating Value Preferences in a Hybrid Participatory System.pdf | d1:doi_peer | d6:cohort p64 | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; governance; ethics,2.285714285714286,C
P456,2022,empirical,abstract,18,2,4,1,2,2,3,1,3,2.30,C,empirical,d1:proceedings | d6:cohort p80 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.2142857142857144,C
P457,2018,other,full-text,3,2,1,1,2,,3,2,2,1.95,C,pos_review,ft_file=Sarma_2018_oa.pdf | ft_file=Sarma_2018_oa.pdf | d1:doi_peer | d6:cohort p23 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0,value alignment; interpretability; robustness; governance; ethics; capabilities,2.357142857142857,C
P458,2020,other,abstract,5,2,1,2,2,,3,1,3,2.20,C,pos_review,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p21 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.5,B
P459,2020,empirical,full-text,16,2,2,1,2,2,3,1,2,1.95,C,empirical,ft_file=Fisac_2020_oa.pdf | ft_file=Fisac_2020_oa.pdf | d1:proceedings | d6:cohort p52 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; ethics; capabilities,2.142857142857143,C
P460,2020,theoretical,full-text,42,2,4,2,2,,3,1,3,2.55,B,theoretical,ft_file=Moral Gridworlds: A Theoretical Proposal for Modeling Artificial Moral Cognition.pdf | ai-revised:publication_type=other->theoretical | moved:formal_framework(none->other) | ft_file=Moral Gridworlds: A Theoretical Proposal for Modeling Artificial Moral Cognition.pdf | ai-revised:publication_type=other->theoretical | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p84 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; interpretability; robustness; ethics,2.3571428571428577,C
P461,2021,review,abstract,0,2,0,1,2,,2,2,2,1.55,D,pos_review,moved:datasets_used(review) | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=2 | scored:D8=2 | | moved:datasets_used(review) | d1:proceedings | d6:cohort zero citations after grace period,1,value alignment,2.0,C
P462,2022,other,metadata,0,2,0,1,2,,,1,2,1.33,D,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D7=1 | scored:D8=2,1,value alignment,1.2142857142857144,D
P463,2018,other,abstract,7,2,1,1,2,,3,1,2,1.90,C,pos_review,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:proceedings | d6:cohort p38 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; robustness,2.285714285714286,C
P464,2024,empirical,abstract,46,2,4,1,2,2,3,1,2,2.25,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p89 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; capabilities,2.142857142857143,C
P465,2023,position,full-text,4,2,2,1,2,,3,1,2,2.05,C,pos_review,ft_file=Vision Paper: Advancing of AI Explainability for the Use of ChatGPT in Government Agencies - Proposal of A 4-Step Framework.pdf | ai-revised:publication_type=empirical->position | moved:datasets_used(position) | moved:methodology(position) | ft_file=Vision Paper: Advancing of AI Explainability for the Use of ChatGPT in Government Agencies - Proposal of A 4-Step Framework.pdf | ai-revised:publication_type=empirical->position | moved:datasets_used(position) | moved:methodology(position) | d1:proceedings | d6:cohort p42 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; interpretability; robustness; governance; ethics; capabilities,2.285714285714286,C
P466,2023,empirical,full-text,11,2,3,1,2,2,3,2,2,2.15,C,empirical,ft_file=Intentional Biases in LLM Responses.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | ft_file=Intentional Biases in LLM Responses.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | d1:proceedings | d6:cohort p67 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0,value alignment; interpretability; robustness; ethics; capabilities,2.2142857142857144,C
P467,2022,other,full-text,11,2,2,1,2,,3,2,3,2.25,C,pos_review,ft_file=What overarching ethical principle should a superintelligent AI follow?.pdf | ft_file=What overarching ethical principle should a superintelligent AI follow?.pdf | d1:doi_peer | d6:cohort p56 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; robustness; ethics; capabilities,2.5714285714285716,B
P468,2019,theoretical,full-text,20,2,4,1,2,,3,1,2,2.35,C,theoretical,ft_file=Safe Artificial General Intelligence via Distributed Ledger Technology.pdf | ft_file=Safe Artificial General Intelligence via Distributed Ledger Technology.pdf | d1:doi_peer | d6:cohort p80 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; interpretability; robustness; governance; ethics; capabilities,2.285714285714286,C
P469,2024,empirical,full-text,1,2,1,1,2,2,3,1,2,1.80,C,empirical,ft_file=Deadline-Safe Reach-Avoid Control Synthesis for Cyber-Physical Systems with Reinforcement Learning.pdf | ft_file=Deadline-Safe Reach-Avoid Control Synthesis for Cyber-Physical Systems with Reinforcement Learning.pdf | d1:proceedings | d6:cohort p32 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; robustness,2.142857142857143,C
P470,2024,empirical,abstract,0,2,0,2,2,1,3,1,3,1.65,C,empirical,ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | moved:formal_framework(none->other) | | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=2 | scored:D3=2 | scored:D4=1 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,1.9285714285714288,C
P471,2021,other,full-text,3,2,1,1,2,,3,1,3,2.05,C,pos_review,ft_file=Can the predictive processing model of the mind ameliorate the value-alignment problem?.pdf | moved:formal_framework(none->other) | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3 | ft_file=Can the predictive processing model of the mind ameliorate the value-alignment problem?.pdf | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p33,0,value alignment; ethics; capabilities,2.5,B
P472,2022,other,full-text,12,2,3,2,2,,3,2,3,2.55,B,pos_review,ft_file=Nyrup_2022_oa.pdf | ft_file=Nyrup_2022_oa.pdf | d1:doi_peer | d6:cohort p64 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,interpretability; robustness; governance; ethics,2.5714285714285716,B
P473,2023,other,full-text,2,2,1,2,2,,3,2,3,2.25,C,pos_review,ft_file=On Admissible Behaviours for Goal-Oriented Decision-Making of Value-Aware Agents.pdf | moved:datasets_used(other) | ft_file=On Admissible Behaviours for Goal-Oriented Decision-Making of Value-Aware Agents.pdf | moved:datasets_used(other) | d1:doi_peer | d6:cohort p25 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; robustness; governance; ethics,2.5714285714285716,B
P474,2024,empirical,full-text,1,2,1,1,2,2,3,1,3,1.85,C,empirical,ft_file=Zhu_2024_oa.pdf | moved:formal_framework(none->other) | ft_file=Zhu_2024_oa.pdf | moved:formal_framework(none->other) | d1:proceedings | d6:cohort p32 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics; capabilities,2.2142857142857144,C
P475,2022,review,abstract,1,2,1,1,2,,3,1,3,2.05,C,pos_review,ai-revised:publication_type=theoretical->review | moved:formal_framework(none->other) | | ai-revised:publication_type=theoretical->review | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p20 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.5,B
P476,2018,other,abstract,9,2,2,1,2,,3,1,3,2.20,C,pos_review,d1:proceedings | d6:cohort p53 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; robustness; ethics,2.5,B
P477,2018,empirical,full-text,15,2,3,2,2,2,3,1,3,2.30,C,empirical,"ft_file=Norms, Rewards, and the Intentional Stance: Comparing Machine Learning Approaches to Ethical Training.pdf | ft_file=Norms, Rewards, and the Intentional Stance: Comparing Machine Learning Approaches to Ethical Training.pdf | d1:proceedings | d6:cohort p76 | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3",0,value alignment; interpretability; ethics,2.2142857142857144,C
P478,2018,review,full-text,2,2,0,1,2,,3,1,2,1.75,C,pos_review,ft_file=A path to artificial intelligence.pdf | ft_file=A path to artificial intelligence.pdf | d1:doi_peer | d6:cohort p15 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; robustness; ethics; capabilities,2.285714285714286,C
P479,2019,theoretical,abstract,3,2,1,1,2,,3,1,2,1.90,C,theoretical,ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | moved:formal_framework(none->other) | | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p20 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; robustness; ethics,2.285714285714286,C
P480,2024,theoretical,full-text,3,2,2,1,2,,3,1,2,2.05,C,theoretical,"ft_file=On Autonomy, Governance, and Values: An AGV Approach to Value Engineering.pdf | ai-revised:publication_type=other->theoretical | moved:formal_framework(none->other) | ft_file=On Autonomy, Governance, and Values: An AGV Approach to Value Engineering.pdf | ai-revised:publication_type=other->theoretical | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p47 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2",0,value alignment; governance; ethics; capabilities,2.285714285714286,C
P481,2021,other,full-text,24,2,4,1,2,,3,2,3,2.55,B,pos_review,ft_file=AI Ethics and Value Alignment for Nonhuman Animals.pdf | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3 | ft_file=AI Ethics and Value Alignment for Nonhuman Animals.pdf | d1:doi_peer | d6:cohort p86,0,value alignment; interpretability; robustness; governance; ethics,2.5714285714285716,B
P482,2020,review,abstract,5,2,1,1,2,,3,2,3,2.10,C,pos_review,ai-revised:methodology=not_applicable->analysis | moved:methodology(review) | | ai-revised:methodology=not_applicable->analysis | moved:methodology(review) | d1:proceedings | d6:cohort p21 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; interpretability; robustness; ethics,2.5714285714285716,B
P483,2023,other,full-text,3,2,1,2,2,,3,1,3,2.20,C,pos_review,ft_file=Value Cores for Inner and Outer Alignment: Simulating Personality Formation via Iterated Policy Selection and Preference Learning with Self-World.pdf | ft_file=Value Cores for Inner and Outer Alignment: Simulating Personality Formation via Iterated Policy Selection and Preference Learning with Self-World.pdf | d1:doi_peer | d6:cohort p32 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; interpretability; robustness; mesa-optimization; governance; ethics; capabilities,2.5,B
P484,2024,empirical,full-text,0,2,0,1,2,2,3,1,2,1.65,C,empirical,ft_file=Kang_2024_oa.pdf | ai-revised:subdomains=value alignment; robustness; capabilities->other | ft_file=Kang_2024_oa.pdf | ai-revised:subdomains=value alignment; robustness; capabilities->other | d1:proceedings | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,other,2.142857142857143,C
P485,2022,empirical,full-text,5,2,1,1,2,2,3,1,2,1.80,C,empirical,ft_file=Transformers discover an elementary calculation system exploiting local attention and grid-like problem representation.pdf | ai-revised:publication_type=other->empirical | ft_file=Transformers discover an elementary calculation system exploiting local attention and grid-like problem representation.pdf | ai-revised:publication_type=other->empirical | d1:proceedings | d6:cohort p32 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; ethics; capabilities,2.142857142857143,C
P486,2024,empirical,full-text,1,2,1,1,2,2,3,2,3,1.90,C,empirical,ft_file=Society Protect: Developing A Voting Mechanism for Blockchain-based AI Alignment.pdf | ft_file=Society Protect: Developing A Voting Mechanism for Blockchain-based AI Alignment.pdf | d1:proceedings | d6:cohort p32 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; interpretability; robustness; governance; ethics,2.285714285714286,C
P487,2023,review,full-text,30,2,4,1,2,,3,2,2,2.40,B,pos_review,ft_file=Bertoncini_2023_oa.pdf | ai-revised:publication_type=position->review | ai-revised:mathematical_formalism=probability->none | ft_file=Bertoncini_2023_oa.pdf | ai-revised:publication_type=position->review | ai-revised:mathematical_formalism=probability->none | d1:doi_peer | d6:cohort p97 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0,value alignment; interpretability; ethics; capabilities,2.357142857142857,C
P488,2019,other,abstract,6,2,2,1,2,,2,1,1,1.65,C,pos_review,ai-revised:subdomains=value alignment->other | | ai-revised:subdomains=value alignment->other | d1:doi_peer | d6:cohort p40 | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=1,0,other,1.7142857142857144,C
P489,2024,empirical,abstract,102,2,4,1,2,1,3,1,2,2.05,C,empirical,d1:proceedings | d6:cohort p94 | scored:D2=1 | scored:D3=2 | scored:D4=1 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; capabilities,1.8571428571428574,C
P490,2024,position,full-text,2,2,2,1,2,,3,2,3,2.25,C,pos_review,ft_file=From Data to Decisions: Assessing the Feasibility and Rationality of Human-in-the-Loop for AI Value Alignment.pdf | ai-revised:publication_type=empirical->position | moved:datasets_used(position) | moved:methodology(position) | ft_file=From Data to Decisions: Assessing the Feasibility and Rationality of Human-in-the-Loop for AI Value Alignment.pdf | ai-revised:publication_type=empirical->position | moved:datasets_used(position) | moved:methodology(position) | d1:proceedings | d6:cohort p41 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; interpretability; robustness; governance; ethics; capabilities,2.5714285714285716,B
P491,2019,other,full-text,18,2,3,2,2,,3,2,3,2.55,B,pos_review,ft_file=Global solutions vs. Local solutions for the ai safety problem.pdf | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3 | ft_file=Global solutions vs. Local solutions for the ai safety problem.pdf | d1:doi_peer | d6:cohort p73,0,value alignment; robustness; governance; ethics; capabilities,2.5714285714285716,B
P492,2023,empirical,full-text,19,2,3,1,2,2,3,2,2,2.15,C,empirical,ft_file=Forecasting emergent risks in advanced AI systems: an analysis of a future road transport management system.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | ft_file=Forecasting emergent risks in advanced AI systems: an analysis of a future road transport management system.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0,value alignment; interpretability; robustness; governance; ethics; capabilities,2.2142857142857144,C
P493,2023,other,full-text,8,2,3,2,2,,3,2,3,2.55,B,pos_review,ft_file=Transparent Value Alignment.pdf | ft_file=Transparent Value Alignment.pdf | d1:proceedings | d6:cohort p60 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; interpretability; robustness,2.5714285714285716,B
P494,2022,theoretical,full-text,8,2,2,1,2,,3,2,3,2.15,C,theoretical,ft_file=Domesticating Artificial Intelligence.pdf | ai-revised:publication_type=other->theoretical | moved:formal_framework(none->other) | ft_file=Domesticating Artificial Intelligence.pdf | ai-revised:publication_type=other->theoretical | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p52 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; interpretability; governance; ethics; capabilities,2.428571428571429,B
P495,2023,empirical,full-text,0,2,0,1,2,3,2,2,1,1.70,C,empirical,ft_file=TAUCHI-GPT: Leveraging GPT-4 to Create a Multimodal Open-Source Research AI Tool.pdf | ft_file=TAUCHI-GPT: Leveraging GPT-4 to Create a Multimodal Open-Source Research AI Tool.pdf | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D4=3 | scored:D5=2 | scored:D7=2 | scored:D8=1,0,value alignment; governance; capabilities,2.2142857142857144,C
P496,2022,other,full-text,6,3,2,2,2,,3,1,3,2.45,B,pos_review,ft_file=Bekenova_2022_oa.pdf | ft_file=Bekenova_2022_oa.pdf | d1:journal | d6:cohort p48 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.6428571428571432,B
P497,2023,empirical,full-text,20,2,4,2,2,2,3,2,3,2.50,B,empirical,ft_file=Validating metrics for reward alignment in human-autonomy teaming.pdf | ft_file=Validating metrics for reward alignment in human-autonomy teaming.pdf | d1:doi_peer | d6:cohort p82 | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; interpretability,2.285714285714286,C
P498,2021,other,full-text,9,2,2,2,2,,3,1,3,2.35,C,pos_review,ft_file=Goodman_2021_oa.pdf | ft_file=Goodman_2021_oa.pdf | d1:proceedings | d6:cohort p53 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.5,B
P499,2023,review,full-text,17,2,3,2,2,,3,1,3,2.50,B,pos_review,ft_file=Cybersecurity and privacy in smart bioprinting.pdf | ai-revised:subdomains=robustness; governance; capabilities->other | ft_file=Cybersecurity and privacy in smart bioprinting.pdf | ai-revised:subdomains=robustness; governance; capabilities->other | d1:doi_peer | d6:cohort p75 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,other,2.5,B
P500,2020,position,full-text,20,2,3,1,2,,3,1,2,2.20,C,pos_review,ft_file=Artificial intelligence and indigenous perspectives: Protecting and empowering intelligent human beings.pdf | ai-revised:publication_type=other->position | ft_file=Artificial intelligence and indigenous perspectives: Protecting and empowering intelligent human beings.pdf | ai-revised:publication_type=other->position | d1:proceedings | d6:cohort p63 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; governance; ethics; capabilities,2.285714285714286,C
P501,2020,other,abstract,12,2,2,2,2,,2,1,3,2.10,C,pos_review,scored:D2=2 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=3 | d1:doi_peer | d6:cohort p42,0,value alignment; interpretability; ethics; capabilities,2.142857142857143,C
P502,2024,empirical,full-text,14,2,3,2,2,2,3,1,3,2.30,C,empirical,ft_file=Interpretable Preferences via Multi-Objective Reward Modeling and Mixture-of-Experts.pdf | ft_file=Interpretable Preferences via Multi-Objective Reward Modeling and Mixture-of-Experts.pdf | d1:proceedings | d6:cohort p74 | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; interpretability; robustness; ethics,2.2142857142857144,C
P503,2024,other,abstract,0,2,0,1,2,,3,1,3,1.90,C,pos_review,moved:datasets_used(other) | moved:sample_size(other) | moved:effect_sizes(other) | | moved:datasets_used(other) | moved:sample_size(other) | moved:effect_sizes(other) | d1:proceedings | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment,2.5,B
P504,2022,other,abstract,14,2,3,1,2,,3,1,2,2.20,C,pos_review,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p72 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; ethics,2.285714285714286,C
P505,2019,empirical,full-text,22,2,4,2,2,2,3,2,3,2.50,B,empirical,ft_file=(When) can ai bots lie?.pdf | ft_file=(When) can ai bots lie?.pdf | d1:proceedings | d6:cohort p93 | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; ethics; capabilities,2.285714285714286,C
P506,2024,empirical,full-text,1,2,1,1,2,2,3,1,2,1.80,C,empirical,ft_file=Alleviating Action Hallucination for LLM-based Embodied Agents via Inner and Outer Alignment.pdf | moved:formal_framework(none->other) | ft_file=Alleviating Action Hallucination for LLM-based Embodied Agents via Inner and Outer Alignment.pdf | moved:formal_framework(none->other) | d1:proceedings | d6:cohort p32 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; interpretability; robustness; mesa-optimization; ethics; capabilities,2.142857142857143,C
P507,2021,other,full-text,22,2,4,4,3,,3,2,4,3.30,A,pos_review,ft_file=Everitt_2021_oa.pdf | ft_file=Everitt_2021_oa.pdf | d1:doi_peer | d6:cohort p80 | scored:D2=4 | scored:D3=3 | scored:D5=3 | scored:D7=2 | scored:D8=4,0,value alignment; robustness; mesa-optimization; ethics; capabilities,3.0000000000000004,B
P508,2022,other,full-text,29,2,4,2,3,,3,2,3,2.85,B,pos_review,ft_file=Instilling moral value alignment by means of multi-objective reinforcement learning.pdf | moved:formal_framework(none->other) | ft_file=Instilling moral value alignment by means of multi-objective reinforcement learning.pdf | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p92 | scored:D2=2 | scored:D3=3 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; robustness; ethics,2.785714285714286,B
P509,2024,other,abstract,0,2,0,2,3,,3,2,3,2.25,C,pos_review,ai-revised:subdomains=->other | | ai-revised:subdomains=->other | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=2 | scored:D3=3 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,other,2.785714285714286,B
P510,2020,position,full-text,12,2,2,2,2,,3,2,3,2.40,B,pos_review,ft_file=Error-correction for ai safety.pdf | ai-revised:publication_type=review->position | moved:formal_framework(none->other) | ft_file=Error-correction for ai safety.pdf | ai-revised:publication_type=review->position | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p42 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; robustness; governance; ethics; capabilities,2.5714285714285716,B
P511,2021,review,abstract,1,2,1,2,2,,3,1,3,2.20,C,pos_review,moved:datasets_used(review) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3 | | moved:datasets_used(review) | d1:doi_peer | d6:cohort p20,0,value alignment,2.5,B
