id,title,authors,year,doi,arxiv_id,abstract,keywords,source_db,journal,url,decision,reason_code,notes,stage,ft_retrieval_status,ft_attempts,ft_pdf_path
P02_1395,Compositional generalization by factorizing alignment and translation,"Russin, J.; Jo, J.; O’Reilly, R.C.; Bengio, Y.",2020,,,"Standard methods in deep learning for natural language processing fail to capture the compositional structure of human language that allows for systematic generalization outside of the training distribution. However, human learners readily generalize in this way, e.g. by applying known grammatical rules to novel words. Inspired by work in cognitive science suggesting a functional distinction between systems for syntactic and semantic processing, we implement a modification to an existing approach in neural machine translation, imposing an analogous separation between alignment and translation. The resulting architecture substantially outperforms standard recurrent networks on the SCAN dataset, a compositional generalization task, without any additional supervision. Our work suggests that learning to align and to translate in separate modules may be a useful heuristic for capturing compositional structure. © 2020 Association for Computational Linguistics.",Cognitive systems; Computational linguistics; Neural machine translation; Recurrent neural networks; Semantics; Cognitive science; Compositional structure; Generalisation; Human language; Language processing; Natural languages; Recurrent networks; Semantic processing; Natural language processing systems,"Scopus:safety, WoS:safety",Proceedings of the Annual Meeting of the Association for Computational Linguistics,https://www.scopus.com/pages/publications/85101107244?origin=resultslist,Include,,,abstract,pending,,
P02_1398,Neural Collapse Inspired Feature Alignment for Out-of-Distribution Generalization,"Chen, Z.; Zhang, M.; Cui, S.; Li, H.; Niu, G.; Gong, M.; Zhang, C.; Zhang, K.",2024,,,"The spurious correlation between the background features of the image and its label arises due to that the samples labeled with the same class in the training set often co-occurs with a specific background, which will cause the encoder to extract non-semantic features for classification, resulting in poor out-of-distribution generalization performance. Although many studies have been proposed to address this challenge, the semantic and spurious features are still difficult to accurately decouple from the original image and fail to achieve high performance with deep learning models. This paper proposes a novel perspective inspired by neural collapse to solve the spurious correlation problem through the alternate execution of environment partitioning and learning semantic masks. Specifically, we propose to assign an environment to each sample by learning a local model for each environment and using maximum likelihood probability. At the same time, we require that the learned semantic mask neurally collapses to the same simplex equiangular tight frame (ETF) in each environment after being applied to the original input. We conduct extensive experiments on four datasets, and the results demonstrate that our method significantly improves out-of-distribution performance. © 2024 Neural information processing systems foundation. All rights reserved.",Deep learning; Image correlation; Latent semantic analysis; Maximum likelihood; Background features; Feature alignment; Generalisation; Generalization performance; Learning models; Original images; Performance; Semantic features; Spurious features; Training sets; Semantics,"Scopus:safety, WoS:safety",Advances in Neural Information Processing Systems,https://www.scopus.com/pages/publications/105000520399?origin=resultslist,Include,,,abstract,pending,,
P02_0002,Graph Representation Learning via Causal Diffusion for Out-of-Distribution Recommendation,Chu Zhao; Enneng Yang; Yuliang Liang; Pengxiang Lan; Yuting Liu; Jianzhe Zhao; Guibing Guo; Xingwei Wang,2025,10.1145/3696410.3714849,,,"distributionally robust optimization, graph recommendation, out-of-distribution",ACM:F2,Proceedings of the ACM on Web Conference 2025,https://doi.org/10.1145/3696410.3714849,Uncertain,,,abstract,pending,,
P02_0004,Research on Causal Robustness Enhancement Methods and Out-of-Distribution Generalization for Deep Classification Models,Xiaodong Wang; Ling Jiang,2026,10.1145/3795154.3795263,,,"Causal robustness, Counterfactual augmentation, Deep classification, Out-of-distribution generalization",ACM:F2,Proceedings of the 2025 6th International Conference on Computer Science and Management Technology,https://doi.org/10.1145/3795154.3795263,Uncertain,,,abstract,pending,,
P02_0005,Robust Neural Information Retrieval: An Adversarial and Out-of-Distribution Perspective,Yu-An Liu; Ruqing Zhang; Jiafeng Guo; Maarten de Rijke; Yixing Fan; Xueqi Cheng,2025,10.1145/3768153,,,"Robustness, trustworthy systems",ACM:F2,,https://doi.org/10.1145/3768153,Uncertain,,,abstract,pending,,
P02_0011,Beyond Mimicry: Toward Lifelong Adaptability in Imitation Learning,Nathan Gavenski; Felipe Meneguzzi; Odinaldo Rodrigues,2026,10.65109/ldhn8550,,,"{imitation learning, generalisation, compositional learning",ACM:F2,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,https://doi.org/10.65109/LDHN8550,Uncertain,,,abstract,pending,,
P02_0016,Don't Blind Your VLA: Aligning Visual Representations for OOD Generalization,Nikita Kachaev; Mikhail Kolosov; Daniil Zelezetsky; Alexey K. Kovalev; Aleksandr I. Panov,2026,10.65109/pper9186,,,"vla, vlm, representation alignment, robotics, generalization",ACM:F2,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,https://doi.org/10.65109/PPER9186,Uncertain,,,abstract,pending,,
P02_0018,Human Heterogeneity Invariant Stress Sensing,Yi Xiao; Harshit Sharma; Sawinder Kaur; Dessa Bergen-Cico; Asif Salekin,2025,10.1145/3749465,,,"Neural network pruning, Out-of-Distribution Generalization, Stress Detection, Wearable Data",ACM:F2,,https://doi.org/10.1145/3749465,Uncertain,,,abstract,pending,,
P02_0023,Environment Agnostic Invariant Risk Minimization for Classification of Sequential Datasets,Praveen Venkateswaran; Vinod Muthusamy; Vatche Isahagian; Nalini Venkatasubramanian,2021,10.1145/3447548.3467324,,,"sequential prediction, robust models, out-of-distribution generalization",ACM:F2,Proceedings of the 27th ACM SIGKDD Conference on Knowledge Discovery &amp; Data Mining,https://doi.org/10.1145/3447548.3467324,Uncertain,,,abstract,pending,,
P02_0031,Causal Disentangled Recommendation against User Preference Shifts,Wenjie Wang; Xinyu Lin; Liuhui Wang; Fuli Feng; Yunshan Ma; Tat-Seng Chua,2023,10.1145/3593022,,,"Causal disentangled recommendation, preference shifts, generalizable recommendation, out-of-distribution generalization",ACM:F2,,https://doi.org/10.1145/3593022,Uncertain,,,abstract,pending,,
P02_0032,NILMBENCH2026: A Benchmark for Energy Disaggregation,Aayush Kuloor; Anurag Singh; Harsh Dhru; Nipun Batra,2026,10.1145/3744256.3812587,,,"Energy disaggregation, Non-intrusive load monitoring",ACM:F2,"Proceedings of the 13th ACM International Conference on Systems for Energy-Efficient Buildings, Cities, and Transportation",https://doi.org/10.1145/3744256.3812587,Uncertain,,,abstract,pending,,
P02_0033,Normalized Space Alignment: A Versatile Metric for Representation Analysis,Danish Ebadulla; Aditya Gulati; Ambuj Singh,2025,10.1145/3711896.3737065,,,"dimensionality reduction, interpretability, local intrinsic dimensionality, representation alignment, similarity index",ACM:F2,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,https://doi.org/10.1145/3711896.3737065,Uncertain,,,abstract,pending,,
P02_0034,Stereo-Fi: Free-Form 3D Reconstruction via Generatively Co-Trained Inverse RF Rendering,Xueqiang Han; Tianyue Zheng; Jun Luo,2026,10.1145/3774906.3802762,,,"RF sensing, 3D reconstruction, generative co-training.",ACM:F2,Proceedings of the 2026 ACM/IEEE International Conference on Embedded Artificial Intelligence and Sensing Systems,https://doi.org/10.1145/3774906.3802762,Uncertain,,,abstract,pending,,
P02_0038,Test Optimization in DNN Testing: A Survey,Qiang Hu; Yuejun Guo; Xiaofei Xie; Maxime Cordy; Lei Ma; Mike Papadakis; Yves Le Traon,2024,10.1145/3643678,,,"Test optimization, DNN testing, low-labeling cost",ACM:F2,,https://doi.org/10.1145/3643678,Uncertain,,,abstract,pending,,
P02_0045,,Mohannad Elhamod; Jie Bu; Christopher Singh; Matthew Redell; Abantika Ghosh; Viktor Podolskiy; Wei-Cheng Lee; Anuj Karpatne,2022,10.1145/3530911,,,"Electromagnetic propagation, Ising model, ML, PGML, quantum physics",ACM:F2,,https://doi.org/10.1145/3530911,Uncertain,,,abstract,pending,,
P02_0048,Mitigating Distributed Backdoor Attack in Federated Learning Through Mode Connectivity,Kane Walter; Meisam Mohammady; Surya Nepal; Salil S. Kanhere,2024,10.1145/3634737.3637682,,,"federated learning, backdoor attack, mode connectivity",ACM:F2,Proceedings of the 19th ACM Asia Conference on Computer and Communications Security,https://doi.org/10.1145/3634737.3637682,Uncertain,,,abstract,pending,,
P02_0051,Responsive DNN Adaptation for Video Analytics against Environment Shift via Hierarchical Mobile-Cloud Collaborations,Maozhe Zhao; Shengzhong Liu; Fan Wu; Guihai Chen,2025,10.1145/3715014.3722044,,,"video analytics, mobile computing, continuous learning",ACM:F2,Proceedings of the 23rd ACM Conference on Embedded Networked Sensor Systems,https://doi.org/10.1145/3715014.3722044,Uncertain,,,abstract,pending,,
P02_0054,The Worst of Both Worlds: A Comparative Analysis of Errors in Learning from Data in Psychology and Machine Learning,Jessica Hullman; Sayash Kapoor; Priyanka Nanayakkara; Andrew Gelman; Arvind Narayanan,2022,10.1145/3514094.3534196,,,"science reform, replication, machine learning, generalizability",ACM:F2,"Proceedings of the 2022 AAAI/ACM Conference on AI, Ethics, and Society",https://doi.org/10.1145/3514094.3534196,Uncertain,,,abstract,pending,,
P02_0055,A.I. Robustness: a Human-Centered Perspective on Technological Challenges and Opportunities,Andrea Tocchetti; Lorenzo Corti; Agathe Balayn; Mireia Yurrita; Philip Lippmann; Marco Brambilla; Jie Yang,2025,10.1145/3665926,,,"Artificial intelligence, robustness, human-centered AI, trustworthy AI",ACM:F2,,https://doi.org/10.1145/3665926,Uncertain,,,abstract,pending,,
P02_0058,A Survey of Model Inversion Attacks: An Interface-Prior Perspective,Haoyu Liu; Yuwen Chen; Zhen Yang,2026,10.1145/3789456.3789473,,,"model inversion attacks, privacy security, machine learning security",ACM:F2,Proceedings of the 2025 15th International Conference on Communication and Network Security,https://doi.org/10.1145/3789456.3789473,Uncertain,,,abstract,pending,,
P02_0060,AI Alignment: A Contemporary Survey,Jiaming Ji; Tianyi Qiu; Boyuan Chen; Jiayi Zhou; Borong Zhang; Donghai Hong; Hantao Lou; Kaile Wang; Yawen Duan; Zhonghao He; Lukas Vierling; Zhaowei Zhang; Fanzhi Zeng; Juntao Dai; Xuehai Pan; Hua Xu; Aidan O'Gara; Kwan Ng; Brian Tse; Jie Fu; Stephen Mcaleer; Yanfeng Wang; Mingchuan Yang; Yunhuai Liu; Yizhou Wang; Song-Chun Zhu; Yike Guo; Yaodong Yang; Wen Gao,2025,10.1145/3770749,,,"AI safety, AI alignment, learning from human feedback",ACM:F2,,https://doi.org/10.1145/3770749,Uncertain,,,abstract,pending,,
P02_0064,Abstraction Alignment: Comparing Model-Learned and Human-Encoded Conceptual Relationships,Angie Boggust; Hyemin Bang; Hendrik Strobelt; Arvind Satyanarayan,2025,10.1145/3706598.3713406,,,"interpretability, human-AI alignment, visualization, abstraction",ACM:F2,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,https://doi.org/10.1145/3706598.3713406,Uncertain,,,abstract,pending,,
P02_0066,A Survey of Dataset Refinement for Problems in Computer Vision Datasets,Zhijing Wan; Zhixiang Wang; Cheukting Chung; Zheng Wang,2024,10.1145/3627157,,,"Dataset refinement, data sampling, subset selection, active learning",ACM:F2,,https://doi.org/10.1145/3627157,Uncertain,,,abstract,pending,,
P02_0069,Uniformly Distributed Category Prototype-Guided Vision-Language Framework for Long-Tail Recognition,Xiaoxuan He; Siming Fu; Xinpeng Ding; Yuchen Cao; Hualiang Wang,2023,10.1145/3581783.3611904,,,"irrelevant text filter, long-tailed learning, uniformly distributed, vision-language framework",ACM:F2,Proceedings of the 31st ACM International Conference on Multimedia,https://doi.org/10.1145/3581783.3611904,Uncertain,,,abstract,pending,,
P02_0071,A Survey of Multilingual Neural Machine Translation,Raj Dabre; Chenhui Chu; Anoop Kunchukuttan,2020,10.1145/3406095,,,"zero-shot, survey, multilingualism, multi-source, low-resource, Neural machine translation",ACM:F2,,https://doi.org/10.1145/3406095,Uncertain,,,abstract,pending,,
P02_0072,Contrastive Curriculum Learning for Sequential User Behavior Modeling via Data Augmentation,Shuqing Bian; Wayne Xin Zhao; Kun Zhou; Jing Cai; Yancheng He; Cunxiang Yin; Ji-Rong Wen,2021,10.1145/3459637.3481905,,,"user behavior modeling, contrastive curriculum learning",ACM:F2,Proceedings of the 30th ACM International Conference on Information &amp; Knowledge Management,https://doi.org/10.1145/3459637.3481905,Uncertain,,,abstract,pending,,
P02_0073,Efficient Knowledge Graph Unlearning with Zeroth-order Information,Yang Xiao; Ruimeng Ye; Bohan Liu; Xiaolong Ma; Bo Hui,2025,10.1145/3746252.3761379,,,"influence function, knowledge graph, zeroth optimization",ACM:F2,Proceedings of the 34th ACM International Conference on Information and Knowledge Management,https://doi.org/10.1145/3746252.3761379,Uncertain,,,abstract,pending,,
P02_0074,Cacophony: An Improved Contrastive Audio-Text Model,Ge Zhu; Jordan Darefsky; Zhiyao Duan,2024,10.1109/taslp.2024.3485170,,,,ACM:F2,,https://doi.org/10.1109/TASLP.2024.3485170,Uncertain,,,abstract,pending,,
P02_0075,Neural Dehydration: Effective Erasure of Black-box Watermarks from DNNs with Limited Data,Yifan Lu; Wenxuan Li; Mi Zhang; Xudong Pan; Min Yang,2024,10.1145/3658644.3690334,,,"model watermarking, removal attack, robustness",ACM:F2,Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,https://doi.org/10.1145/3658644.3690334,Uncertain,,,abstract,pending,,
P02_0124,Handling Out-of-Distribution Data: A Survey,L. Tamang; M. R. Bouadjenek; R. Dazeley; S. Aryal,2025,10.1109/tkde.2025.3592614,,"In the field of Machine Learning (ML) and data-driven applications, one of the significant challenge is the change in data distribution between the training and deployment stages, commonly known as distribution shift. This paper outlines different mechanisms for handling two main types of distribution shifts: (i) Covariate shift: where the value of features or covariates change between train and test data, and (ii) Concept/Semantic-shift: where model experiences shift in the concept learned during training due to emergence of novel classes in the test phase. We sum up our contributions in three folds. First, we formalize distribution shifts, recite on how the conventional method fails to handle them adequately and urge for a model that can simultaneously perform better in all types of distribution shifts. Second, we discuss why handling distribution shifts is important and provide an extensive review of the methods and techniques that have been developed to detect, measure, and mitigate the effects of these shifts. Third, we discuss the current state of distribution shift handling mechanisms and propose future research directions in this area. Overall, we provide a retrospective synopsis of the literature in the distribution shift, focusing on OOD data that had been overlooked in the existing surveys.",Training; Data models; Testing; Semantics; Training data; Surveys; Risk minimization; Focusing; Probability distribution; Predictive models; Concept shift; covariate shift; data distribution shift; out-of-distribution,IEEE:part1,IEEE Transactions on Knowledge and Data Engineering,,Uncertain,,,abstract,pending,,
P02_0126,The Many Faces of Robustness: A Critical Analysis of Out-of-Distribution Generalization,D. Hendrycks; S. Basart; N. Mu; S. Kadavath; F. Wang; E. Dorundo; R. Desai; T. Zhu; S. Parajuli; M. Guo; D. Song; J. Steinhardt; J. Gilmer,2021,10.1109/iccv48922.2021.00823,,"We introduce four new real-world distribution shift datasets consisting of changes in image style, image blurriness, geographic location, camera operation, and more. With our new datasets, we take stock of previously proposed methods for improving out-of-distribution robustness and put them to the test. We find that using larger models and artificial data augmentations can improve robustness on real-world distribution shifts, contrary to claims in prior work. We find improvements in artificial robustness benchmarks can transfer to real-world distribution shifts, contrary to claims in prior work. Motivated by our observation that data augmentations can help with real-world distribution shifts, we also introduce a new data augmentation method which advances the state-of-the-art and outperforms models pre-trained with 1000× more labeled data. Overall we find that some methods consistently help with distribution shifts in texture and local image statistics, but these methods do not help with some other distribution shifts like geographic changes. Our results show that future research must study multiple distribution shifts simultaneously, as we demonstrate that no evaluated method consistently improves robustness.",Degradation; Computer vision; Computational modeling; Benchmark testing; Gain measurement; Market research; Robustness; Transfer/Low-shot/Semi/Unsupervised Learning; Recognition and classification,IEEE:part1,2021 IEEE/CVF International Conference on Computer Vision (ICCV),,Uncertain,,,abstract,pending,,
P02_0128,A System-Level Analysis of Cross-Domain Generalization Failure in Audio Deepfake Detection,S. Oyucu; B. Arslan; S. Sagiroglu,2026,10.1109/access.2026.3716180,,"Audio deepfake detectors often report high accuracy on individual benchmarks, yet their reliability under domain shift remains largely untested. This study presents a system-level analysis of cross-domain generalization failure, evaluating five hybrid architectures (CNN–LSTM, TCN, TCN–LSTM, Conformer, and TCM-Conformer) across four feature extractors (MFCC, Wav2Vec 2.0, HuBERT, and HeAR) and four distinct acoustic domains: ASVspoof 2019 (LA), ASVspoof 2021 (DF), the DEEP-VOICE dataset (RVC-based voice conversion), and the In-the-Wild corpus representing real-world deployment conditions. Across 320 cross-domain train–test configurations, severe and consistent degradation is observed: while models achieve up to 99.98% accuracy under in-domain evaluation, performance collapses to near-chance or below-chance levels under domain shift. The most extreme failure occurs when MFCC-based models trained on In-the-Wild are evaluated on protocol-based benchmarks, with accuracy collapsing to as low as 5.55% (TCN–LSTM architecture), representing a complete functional inversion of the detection logic. Substantial degradation is also observed within benchmark families: Wav2Vec-based models trained on ASVspoof 2021 and evaluated on ASVspoof 2019 lose up to 18.5 percentage points despite the two datasets sharing the same protocol structure. Critically, the observed degradation is architecture-invariant in direction: all five evaluated architectures exhibit consistent collapse patterns across all four feature extractors, confirming that neither increased model complexity nor attention-based design is sufficient to address domain gaps; however, the severity of collapse differs markedly across feature extractors, with MFCC exhibiting the most extreme degradation under real-world training conditions and HeAR retaining substantially higher cross-domain accuracy under the same transfer conditions. Computational efficiency analysis further confirms that the evaluated architectures are suitable for practical deployment, with mean inference latencies ranging from 0.001 to 0.052 ms per sample and throughput ranging from approximately 27,000 to 361,000 samples per second depending on the feature extractor, with MFCC-based configurations exceeding 100,000 samples per second and self-supervised and health-acoustic extractors achieving approximately 27,000 to 43,000 samples per second. These findings demonstrate that high in-domain accuracy does not translate to deployment reliability and that single-dataset evaluation provides little evidence of real-world robustness without explicit cross-domain validation and adaptation mechanisms.",Modeling; Training; Testing; Architecture; Computer architecture; Signal detection; Accuracy; Auditory system; Long short term memory; Deepfakes; Audio deepfake detection; cross-domain evaluation; domain shift; generalization; robustness; transfer learning; MFCC; Wav2Vec; HuBERT; HeAR; ASVspoof; in-the-wild; conformer; TCM-conformer; computational efficiency; deployment-oriented assessment,IEEE:part1,IEEE Access,,Uncertain,,,abstract,pending,,
P02_0136,Defeating Multimodal Information Manipulation By A Web 3.0 Decentralized Identity (DID)-Based Accountability Framework,X. Wang; H. Qiu; J. Shen; W. Chen; A. Choi; W. Zhao,2025,10.1109/aiiot65859.2025.11105270,,"Multimodal information manipulation such as deep-fake videos, AI-generated text, has become a critical threat in the digital age. While deep learning-based detection models have shown promise, they suffer from generalization failures when faced with out-of-distribution samples. This paper proposes a paradigm shift: instead of relying solely on detection, we leverage Web 3.0 Decentralized Identifiers (DIDs) to enforce accountability across the entire information dissemination chain, from content creators to Internet Service Providers (ISPs), platforms, and end-users. By binding each actor to a cryptographically verifiable identity, our framework ensures traceability, tamper-proof provenance, and economic disincentives for malicious behavior. We detail the architecture, enforcement mechanisms, and advantages over traditional methods, demonstrating how DID-based systems can mitigate manipulation proactively rather than reactively.",Semantic Web; Deepfakes; Protocols; Prevention and mitigation; Scalability; Web and internet services; Information age; Internet of Things; Interoperability; Lenses; Multimodal manipulation; Deepfake detection; Generalization failure; Decentralized Identifiers (DIDs); Cryptographic verification; Tamper-proof provenance; Proactive mitigation,"IEEE:part1, Scopus:primary, WoS:primary",2025 IEEE World AI IoT Congress (AIIoT),,Uncertain,,,abstract,pending,,
P02_0138,Utilizing Confidence in Localization Predictions for Improved Spectrum Management,F. Mitchell; J. Wang; A. Bhaskara; S. K. Kasera,2024,10.1109/dyspan60163.2024.10632736,,"Transmitter localization is an important component of next-gen spectrum sharing and management systems. Recently, machine learning (ML) methods have shown promising results for localization in complex environments. However, existing ML models have significant limitations, such as the need for careful parameter tuning and the lack of accuracy on out-of-distribution (OOD) examples. Moreover, current ML models do not typically provide a “confidence” in their prediction. In this work, we propose a new training procedure based on the Earth Mover’s Distance (EMD) that improves on these limitations. The method improves OOD accuracy by up to $22 \%$ while providing more interpretable results. The EMD-trained model also produces a confidence score, which can be used to identify high-error and OOD examples. We demonstrate how model confidence serves as a guide for hybrid localization models. This includes selecting the most reliable prediction from multiple models based on confidence values or resorting to a fallback path loss technique in cases of low confidence. Our work establishes the importance of model confidence in improving the accuracy of localization and as a mechanism for effective decision making in localization applications.",Location awareness; Training; Earth; Accuracy; Transmitters; Decision making; Predictive models; transmitter localization; uncertainty; model robustness; spectrum management,IEEE:part1,2024 IEEE International Symposium on Dynamic Spectrum Access Networks (DySPAN),,Uncertain,,,abstract,pending,,
P02_0151,Leveraging Vision-Language Models for Improving Domain Generalization in Image Classification,S. Addepalli; A. R. Asokan; L. Sharma; R. V. Babu,2024,10.1109/cvpr52733.2024.02258,,"Vision-Language Models (VLMs) such as CLIP are trained on large amounts of image-text pairs, resulting in remarkable generalization across several data distributions. However, in several cases, their expensive training and data collection/curation costs do not justify the end application. This motivates a vendor-client paradigm, where a vendor trains a large-scale VLM and grants only input-output access to clients on a pay-per-query basis in a black-box setting. The client aims to minimize inference cost by distilling the VLM to a student model using the limited available task-specific data, and further deploying this student model in the downstream application. While naive distillation largely improves the In-Domain (ID) accuracy of the student, it fails to transfer the superior out-of-distribution (OOD) generalization of the VLM teacher using the limited available labeled images. To mitigate this, we propose Vision-Language to Vision - Align, Distill, Predict (VL2V-ADiP), which first aligns the vision and language modalities of the teacher model with the vision modality of a pre-trained student model, and further distills the aligned VLM representations to the student. This maximally retains the pre-trained features of the student, while also incorporating the rich representations of the VLM image encoder and the superior generalization of the text embeddings. The proposed approach achieves state-of-the-art results on the standard Domain Generalization benchmarks in a black-box teacher setting as well as a white-box setting where the weights of the VLM are accessible. Project page: http://val.cds.iisc.ac.in/VL2V-ADiP/",Training; Costs; Head; Closed box; Predictive models; Data models; Pattern recognition; vision-language models; CLIP; Distillation; OOD Generalization; Domain Generalization,IEEE:part1,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,Uncertain,,,abstract,pending,,
P02_0154,"Roses are Red, Violets are Blue… But Should VQA expect Them To?",C. Kervadec; G. Antipov; M. Baccouche; C. Wolf,2021,10.1109/cvpr46437.2021.00280,,"Models for Visual Question Answering (VQA) are notorious for their tendency to rely on dataset biases, as the large and unbalanced diversity of questions and concepts involved and tends to prevent models from learning to ""reason"", leading them to perform ""educated guesses"" instead. In this paper, we claim that the standard evaluation metric, which consists in measuring the overall in-domain accuracy, is misleading. Since questions and concepts are unbalanced, this tends to favor models which exploit subtle training set statistics. Alternatively, naively introducing artificial distribution shifts between train and test splits is also not completely satisfying. First, the shifts do not reflect real-world tendencies, resulting in unsuitable models; second, since the shifts are handcrafted, trained models are specifically designed for this particular setting, and do not generalize to other configurations. We propose the GQAOOD benchmark designed to overcome these concerns: we measure and compare accuracy over both rare and frequent question-answer pairs, and argue that the former is better suited to the evaluation of reasoning abilities, which we experimentally validate with models trained to more or less exploit biases. In a large-scale study involving 7 VQA models and 3 bias reduction techniques, we also experimentally demonstrate that these models fail to address questions involving infrequent concepts and provide recommendations for future directions of research.",Training; Measurement; Visualization; Computer vision; Computational modeling; Benchmark testing; Knowledge discovery,IEEE:part1,2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,Uncertain,,,abstract,pending,,
P02_0200,Handling Dual Skewness in Citywide Crime Prediction Using Personalized Graph Federated Learning,Bhumika; P. Lalanda; G. Vega; D. Das,2025,10.1109/tcss.2025.3641377,,"The widespread deployment of sensors and recent advances in machine learning have enabled the development of predictive services in smart cities, particularly in the domain of public safety through predictive policing across different regions. Recently, training on these distributed regions is facilitated by federated learning (FL) without exposing sensitive data. However, crime data exhibit inherently complex spatiotemporal dynamics and suffer from dual skewness, as both the quantity and category distribution of crimes vary significantly across regions. Most existing federated methods struggle to effectively handle such skewed distributions, while also being limited to capture spatial dependencies. To overcome these challenges, we propose an approach called graph structured personalized federated learning (GSpfl), which jointly models spatial and temporal patterns in crime data. Specifically, GSpfl incorporates graph based aggregation at the server to model spatial dynamics, where similarity based adjacency matrix enable convolution among related clients to mitigate quantity skewness. On the client side, temporal dynamics are learned locally with regularization terms to balance global knowledge sharing and local model adaptation, while Focal Tversky loss is employed to address category imbalance. Experiments on real-world crime datasets from Los Angeles (LA) and Chicago (CHI) demonstrate the superior performance of our approach compared to ten baseline and state-of-the-art FL methods.",Adaptation models; Servers; Federated learning; Data models; Spatiotemporal phenomena; Correlation; Predictive models; Optimization; Training; Smart cities; Crime prediction; federated learning (FL); skewness; smart city,IEEE:part2,IEEE Transactions on Computational Social Systems,,Uncertain,,,abstract,pending,,
P02_0380,A Physics-Guided Symbolic Regression Framework for Multi-Resolution Dynamic Equivalent Modeling of Power Systems,"Pang, M.; Li, M.; Wang, W.; Shi, P.; Zheng, Z.; Yuan, L.; Tan, H.",2026,10.3390/electronics15122733,,"The transition toward renewable-dominated power systems introduces significant complexity and nonlinearity, rendering traditional mechanism-based modeling computationally prohibitive for real-time security assessment. While data-driven approaches offer computational efficiency, they fundamentally lack physical interpretability and often exhibit generalization failures under rare, large-signal disturbances due to the absence of intrinsic physical constraints. To bridge this gap, this paper proposes a Physics-Guided Symbolic Regression (PGSR) framework for constructing interpretable and robust dynamic equivalent models. The methodology embeds domain knowledge via topological masks and dimensional consistency rules to restrict the evolutionary search space to physically admissible manifolds. A multi-resolution extraction strategy based on the Pareto frontier is developed to autonomously identify both linear small-signal models and nonlinear large-signal formulations adaptable to varying analytical requirements. Furthermore, a post hoc verification stage based on Lyapunov stability theory ensures the dynamic validity and energy dissipation properties of the generated equations. A case study on the WSCC 9-bus system demonstrates that the proposed method accurately recovers the underlying Taylor-series structure of swing equations and significantly outperforms four data-driven baselines—including polynomial, kernel, and neural network models—in out-of-distribution generalization, achieving 12–42× lower trajectory error under unseen large perturbations. © 2026 by the authors.",interpretable machine learning; Lyapunov stability; Pareto optimization; physics-guided symbolic regression; power system dynamic equivalence; wide-area measurement systems; Dynamic models; Electric power system measurement; Energy dissipation; Evolutionary algorithms; Multiobjective optimization; Pareto principle; Real time systems; Regression analysis; Area measurement system; Dynamic equivalence; Interpretable machine learning; Lyapunov stability; Machine-learning; Pareto-optimization; Physic-guided symbolic regression; Power system dynamic equivalence; Power system dynamics; Symbolic regression; Wide area measurement; Computational efficiency,Scopus:primary,Electronics (Switzerland),https://www.scopus.com/pages/publications/105042867295?origin=resultslist,Uncertain,,,abstract,pending,,
P02_0386,Rethinking Graph Generalization through the Lens of Sharpness-Aware Minimization,"Qiu, Y.; Zou, Y.; Wang, J.",2026,10.1145/3774904.3792707,,"Graph Neural Networks (GNNs) have achieved remarkable success across various graph-based tasks but remain highly sensitive to distribution shifts. In this work, we focus on a prevalent yet underexplored phenomenon in graph generalization, Minimal Shift Flip (MSF) - where test samples that slightly deviate from the training distribution are abruptly misclassified. To interpret this phenomenon, we revisit MSF through the lens of Sharpness-Aware Minimization (SAM), which characterizes the local stability and sharpness of the loss landscape while providing a theoretical foundation for modeling generalization error. To quantify loss sharpness, we introduce the concept of Local Robust Radius, measuring the smallest perturbation required to flip a prediction and establishing a theoretical link between local stability and generalization. Building on this perspective, we further observe a continual decrease in the robust radius during training, indicating weakened local stability and an increasingly sharp loss landscape that gives rise to MSF. To jointly solve the MSF phenomenon and the intractability of radius, we develop an energy-based formulation that is theoretically proven to be monotonically correlated with the robust radius, offering a tractable and principled objective for modeling flatness and stability. Building on these insights, we propose an energy-driven generative augmentation framework (E2A) that leverages energy-guided latent perturbations to generate pseudo-OOD samples and enhance model generalization. Extensive experiments across multiple benchmarks demonstrate that E2A consistently improves graph OOD generalization, outperforming state-of-the-art baselines. Code is available at https://github.com/anders1123/E2A. © 2026 Owner/Author.",graph neural networks; out-of-distribution generalization; perturbation training; Graph neural networks; Stability; Undirected graphs; Generalisation; Graph neural networks; Graph-based; Local stability; Minimisation; Model generalization; Out-of-distribution generalization; Perturbation training; Test samples; Through the lens; Graphic methods,Scopus:primary,WWW 2026 - Proceedings of the ACM Web Conference 2026,https://www.scopus.com/pages/publications/105038558542?origin=resultslist,Uncertain,,,abstract,pending,,
