id,title,year,doi,arxiv_id,status,source,pdf_path,decision
P01_1328,AI VALUE ALIGNMENT AND SOCIOLOGY OF MORALITY,2023,10.31857/S013216250027775-5,,paywalled,openalex,,Include
P01_1329,Why the Failure? How Adversarial Examples Can Provide Insights for Interpretable Machine Learning,2018,10.23919/ICIF.2018.8455710,,oa-link-failed,openalex,,Include
P01_1330,"The linguistic dead zone of value-aligned agency, natural and artificial: The linguistic dead zone..: T. LaCroix",2024,10.1007/s11098-024-02257-w,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/LaCroix_2024_oa.pdf,Include
P01_1333,Exploiting Value System Structure for Value-Aligned Decision-Making,2024,10.1007/978-3-031-58202-8_11,,paywalled,openalex,,Include
P01_1334,Addressing the Value Alignment Problem Through Online Institutions,2023,10.1007/978-3-031-49133-7_5,,oa-link-failed,openalex,,Include
P01_1336,Protecting Human Investors with Blockchain-based Circuit Breakers,2024,10.1109/BCCA62388.2024.10844408,,paywalled,openalex,,Uncertain
P01_1339,Deciphering AI Decision-Making: A Generalizable Framework of Human-AI Misalignment,2024,10.1061/9780784486115.106,,paywalled,openalex,,Include
P01_1342,"A survey of the potential long-Term impacts of ai: How ai could lead to long-Term changes in science, cooperation, power, epistemics and values",2022,10.1145/3514094.3534131,,oa-link-failed,openalex,,Include
P01_1344,Calibrating machine behavior: a challenge for AI alignment,2023,10.1007/s10676-023-09716-8,,paywalled,openalex,,Include
P01_1349,Human-in-the-Loop Ethical AI for Care Robots and Confucian Virtue Ethics,2022,10.1007/978-3-031-24670-8_59,,paywalled,openalex,,Uncertain
P01_1352,An Ontology for Value Awareness Engineering,2024,10.5220/0012595500003636,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Holgado_S_nchez_2024_oa.pdf,Uncertain
P01_1353,"A functional contextual, observer-centric, quantum mechanical, and neuro-symbolic approach to solving the alignment problem of artificial general intelligence: safe AI through intersecting computational psychological neuroscience and LLM architecture for emergent theory of mind",2024,10.3389/fncom.2024.1395901,,retrieved-manual,openalex,thesis/papers/01-scoping-review/research/pdfs/Edwards_2024.pdf,Include
P01_1356,Do We Need to Understand Social Robots to Grant Them Rights?,2020,10.3233/FAIA200960,,paywalled,openalex,,Uncertain
P01_1359,Less Hallucination and More Factuality: Human Values Alignment in Text Summarization,2024,10.1007/978-981-97-9671-7_14,,paywalled,openalex,,Include
P01_1363,A Cautionary Tale About AI-Generated Goal Suggestions,2022,10.1145/3543758.3547539,,oa-link-failed,openalex,,Include
P01_1365,A Playground for the Value Alignment Problem,2019,10.1007/978-3-030-33749-0_33,,paywalled,openalex,,Include
P01_1366,Friendly AI,2021,10.1007/s10676-020-09556-w,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Fr_ding_2021_oa.pdf,Include
P01_1369,"Artificial Intelligence, Values, and Alignment",2020,10.1007/s11023-020-09539-2,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Gabriel_2020_oa.pdf,Include
P01_1370,Orthogonality-based disentanglement of responsibilities for ethical intelligent systems,2019,10.1007/978-3-030-27005-6_3,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Aliman_2019_oa.pdf,Include
P01_1371,An Empirical Study of Instruction-tuning Large Language Models in Chinese,2023,10.18653/v1/2023.findings-emnlp.269,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Si_2023_oa.pdf,Include
P01_1372,Survey on multi-agent reinforcement learning methods from the perspective of population,2023,10.11959/j.issn.2096-6652.202326,,inaccessible,openalex,,Include
P01_1373,Action Guidance and AI Alignment,2023,10.1145/3600211.3604714,,oa-link-failed,openalex,,Include
P01_1375,Shared Interest: Measuring Human-AI Alignment to Identify Recurring Patterns in Model Behavior,2022,10.1145/3491102.3501965,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Boggust_2022_oa.pdf,Uncertain
P01_1377,"AI security, reward hacking and the paradoxes of deontic logic",2022,10.38023/76692828-9DA1-469A-8310-10FD68DB582E,,paywalled,openalex,,Include
P01_1378,Norms for beneficial A.I.: A computational analysis of the societal value alignment problem,2020,10.3233/AIC-201502,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Fernandes_2020_oa.pdf,Include
P01_1379,An Enactive Approach to Value Alignment in Artificial Intelligence: A Matter of Relevance,2022,10.1007/978-3-031-09153-7_10,,oa-link-failed,openalex,,Include
P01_1384,Moral machines: From value alignment to embodied virtue,2020,10.1093/oso/9780190905033.003.0014,,paywalled,openalex,,Include
P01_1385,AGI safety literature review,2018,10.24963/ijcai.2018/768,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Everitt_2018_oa.pdf,Include
P01_1386,Multiparty dynamics and failure modes for machine learning and artificial intelligence,2019,10.3390/bdcc3020021,,oa-link-failed,openalex,,Include
P01_1388,"Benchmarked Ethics: A Roadmap to AI Alignment, Moral Knowledge, and Control",2023,10.1145/3600211.3604764,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Kierans_2023_oa.pdf,Include
P01_1389,Challenges of aligning artificial intelligence with human values,2020,10.11590/ABHPS.2020.2.04,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Sutrop_2020_oa.pdf,Include
P01_1390,"Artificial intelligence, human cognition, and conscious supremacy",2024,10.3389/fpsyg.2024.1364714,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Mogi_2024_oa.pdf,Include
P01_1391,Defense methods against multi-language and multi-intent LLM attacks,2024,10.1117/12.3051624,,paywalled,openalex,,Uncertain
P01_1394,Aligning Crowd-sourced Human Feedback for Code Generation with Bayesian Inference,2024,10.1109/CAI59869.2024.00037,,paywalled,openalex,,Include
P01_1397,From homo sapiens to robo sapiens: The evolution of intelligence,2018,10.3390/info10010002,,oa-link-failed,openalex,,Include
P01_1405,A tiered approach for ethical AI evaluation metrics,2024,10.1016/B978-0-44-315991-6.00016-9,,paywalled,openalex,,Include
P01_1408,Learning norms from stories: A prior for value aligned agents,2020,10.1145/3375627.3375825,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Al_Nahian_2020_oa.pdf,Include
P01_1409,Relationship Between Trust in the Artificial Intelligence Creator and Trust in Artificial Intelligence Systems: The Crucial Role of Artificial Intelligence Alignment and Steerability,2024,10.1080/07421222.2024.2376382,,paywalled,openalex,,Include
P01_1414,Value FULCRA: Mapping Large Language Models to the Multidimensional Spectrum of Basic Human Values,2024,10.18653/v1/2024.naacl-long.41,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Yao_2024_oa.pdf,Include
P01_1415,Aligning artificial intelligence with human values: reflections from a phenomenological perspective,2022,10.1007/s00146-021-01247-4,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Han_2022_oa.pdf,Include
P01_1416,The value alignment problem: a geometric approach,2019,10.1007/s10676-018-9486-0,,paywalled,openalex,,Include
P01_1420,Nicolas de Condorcet and the first intelligence explosion hypothesis,2019,10.1609/aimag.v40i1.2855,,inaccessible,openalex,,Include
P01_1421,Decoding Human Prediction Errors for Human-Robot Value Alignment,2024,10.1109/BCI60775.2024.10480520,,paywalled,openalex,,Include
P01_1423,A Bidirectional Value Alignment Method Based on Behavior Trees,2023,10.1109/ICUS58632.2023.10318404,,paywalled,openalex,,Include
P01_1426,Spatio-Temporal Graph Analytics on Secondary Affect Data for Improving Trustworthy Emotional AI,2024,10.1109/TAFFC.2023.3296695,,paywalled,openalex,,Include
P01_1427,Encoding Ethics to Compute Value-Aligned Norms,2023,10.1007/s11023-023-09649-7,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Serramia_2023_oa.pdf,Include
P01_1432,A Collective Intelligence Approach to Safe Artificial General Intelligence,2024,10.1007/978-3-031-65572-2_12,,paywalled,openalex,,Include
P01_1436,A Proposal for Artificial Moral Pedagogical Agents,2021,10.1007/978-3-030-72657-7_38,,paywalled,openalex,,Include
P01_1438,Inverse Norm Conflict Resolution,2018,10.1145/3278721.3278775,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Kasenberg_2018_oa.pdf,Uncertain
P01_1440,Integrating Quantitative and Qualitative Reasoning for Value Alignment,2022,10.1007/978-3-031-20614-6_22,,paywalled,openalex,,Include
P01_1441,AI Value Alignment Problem: The Clear and Present Danger,2023,10.1109/ISCON57294.2023.10112100,,paywalled,openalex,,Include
P01_1442,Poster Paper: Towards Blockchain-Based AI Alignment Using a Proof of Personhood Consensus Mechanism,2023,10.1109/BCCA58897.2023.10338929,,paywalled,openalex,,Include
P01_1444,Terms and references: Working definitions of terms and references,2024,10.1016/B978-0-44-315991-6.00008-X,,paywalled,openalex,,Include
P01_1447,Provably safe artificial general intelligence via interactive proofs,2021,10.3390/philosophies6040083,,oa-link-failed,openalex,,Include
P01_1451,Towards Blockchain-based AI Alignment Using a Proof of Personhood Consensus Mechanism,2024,10.1109/BCCA62388.2024.10844393,,paywalled,openalex,,Include
P01_1453,Social Value Alignment in Large Language Models,2024,10.1007/978-3-031-58202-8_6,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Abbo_2024_oa.pdf,Include
P01_1456,"Taming Simulators: Challenges, Pathways and Vision for the Alignment of Large Language Models",2023,10.1609/aaaiss.v1i1.27478,,missing-file,openalex,,Include
P01_1460,"A Survey of LLM-based Agents: Theories, Technologies, Applications and Suggestions",2024,10.1109/AIoTC63215.2024.10748304,,paywalled,openalex,,Include
P01_1461,Impossibility Results in AI: A Survey,2023,10.1145/3603371,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Brcic_2023_oa.pdf,Include
P01_1462,Machines learning values,2020,10.1093/oso/9780190905033.003.0015,,oa-link-failed,openalex,,Include
P01_1463,KorNAT: LLM Alignment Benchmark for Korean Social Values and Common Knowledge,2024,10.18653/v1/2024.findings-acl.666,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Lee_2024_oa.pdf,Include
P01_1464,"Responsibility Gaps, Value Alignment, and Meaningful Human Control over Artificial Intelligence",2023,10.4324/9781003276029-14,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Nyholm_2023_oa.pdf,Include
P01_1466,Mitigating Bias in Reinforcement Learning from Human Feedback for Large Language Models,2024,10.1109/AIxDKE63520.2024.00019,,paywalled,openalex,,Include
P01_1468,Editorial: Neural computations for brain machine interface applications,2023,10.3389/fnhum.2023.1334636,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Kang_2023_oa.pdf,Include
P01_1484,Superintelligence as superethical,2017,10.1093/oso/9780190652951.003.0021,,oa-link-failed,openalex,,Include
P01_1485,Anthropomorphic reasoning about neuromorphic AGI safety,2017,10.1080/0952813X.2017.1354081,,paywalled,openalex,,Include
P01_1537,Philosophy of science and Africa,2017,10.1057/978-1-137-59291-0_35,,paywalled,openalex,,Uncertain
P01_1550,Agent Foundations for Aligning Machine Intelligence with Human Interests: A Technical Research Agenda,2017,10.1007/978-3-662-54033-6_5,,paywalled,openalex,,Include
P01_1559,A software tool to measure the alignment of assessment instrument with a set of learning objectives of a course,2016,10.1109/ICALT.2016.10,,paywalled,openalex,,Include
P01_1577,"The Control Problem. Excerpts from Superintelligence: Paths, Dangers, Strategies",2016,10.1002/9781118922590.ch23,,paywalled,openalex,,Include
P01_1583,Design principles for integrated AI alignment,2026,10.1016/j.patter.2026.101587,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Reis_2026_oa.pdf,Include
P01_1586,Artificial Intelligence and the Value Alignment Problem: A Philosophical Introduction,2026,10.1002/japp.70082,,paywalled,openalex,,Include
P01_1587,"Responsibility Gaps, Value Alignment, and Meaningful Human Control over Artificial Intelligence",2024,10.4324/9781003276029,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Nyholm_2024_oa.pdf,Uncertain
P01_1588,The Prospect of a Humanitarian Artificial Intelligence: Agency and Value Alignment,2023,10.1111/japp.12677,,paywalled,openalex,,Uncertain
P01_1591,The End of History? Envisioning the Economy at Technological Singularity,2024,10.33119/GN/184316,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Sharma_2024_oa.pdf,Include
P01_1593,From LLMs to the Global Brain,2024,10.2478/disp-2024-0005,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Schneider_2024_oa.pdf,Include
P01_1594,Inhuman Vectors,2026,10.4312/ars.20.1.71-84,,oa-link-failed,openalex,,Include
P01_1598,Towards functional social cognition in machines: comparing human and AI attribution of mental states from facial cues,2026,10.1098/rsos.251314,,oa-link-failed,openalex,,Include
P01_1599,Value Learning for Value-Aligned Route Choice Modeling via Inverse Reinforcement Learning,2025,10.1007/978-3-031-85463-7,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Holgado_S_nchez_2025_oa.pdf,Uncertain
P01_1610,Personality-based alignment of large language models and its impact on moral judgment,2026,10.3724/SP.J.1041.2026.1237,,no-pdf-foreign,openalex,,Include
P01_1612,PRISM: Perspective Reasoning for Integrated Synthesis and Mediation as a Multi-Perspective Framework for AI Alignment,2025,,2503.04740v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Diamond_2025_arxiv.pdf,Include
P01_1613,Towards Understanding Specification Gaming in Reasoning Models,2026,,2605.02269v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Nishimura_Gasparian_2026_arxiv.pdf,Include
P01_1614,EvilGenie: A Reward Hacking Benchmark,2025,,2511.21654v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Gabor_2025_arxiv.pdf,Include
P01_1615,Hack-Verifiable Environments: Towards Evaluating Reward Hacking at Scale,2026,,2605.20744v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Roth_2026_arxiv.pdf,Include
P01_1617,School of Reward Hacks: Hacking harmless tasks generalizes to misaligned behavior in LLMs,2025,,2508.17511v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Taylor_2025_arxiv.pdf,Include
P01_1618,Detecting and Suppressing Reward Hacking with Gradient Fingerprints,2026,,2604.16242v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Wang_2026_arxiv.pdf,Include
P01_1619,Deceptive Alignment Monitoring,2023,,2307.10569v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Carranza_2023_arxiv.pdf,Include
P01_1620,Spontaneous Reward Hacking in Iterative Self-Refinement,2024,,2407.04549v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Pan_2024_arxiv.pdf,Include
P01_1622,Reward Hacking as Equilibrium under Finite Evaluation,2026,,2603.28063v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Wang_2026_arxiv.pdf,Include
P01_1623,Understanding Reward Hacking in Text-to-Image Reinforcement Learning,2026,,2601.03468v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Hong_2026_arxiv.pdf,Include
P01_1624,Reward Hacking Mitigation using Verifiable Composite Rewards,2025,,2509.15557v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Tarek_2025_arxiv.pdf,Include
P01_1625,Reward Hacking in Language Model Agents: Revisiting AI Safety Gridworlds,2026,,2606.15385v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/a_atan_2026_arxiv.pdf,Include
P01_1626,Natural Emergent Misalignment from Reward Hacking in Production RL,2025,,2511.18397v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/MacDiarmid_2025_arxiv.pdf,Include
P01_1627,Do Prompt-Elicited Trajectories Reflect Training-Time Reward Hacking? A Systematic Study on Monitoring Trainig-Time Reward Hacking in Code Generation,2026,,2604.23488v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Li_2026_arxiv.pdf,Include
P01_1628,Countdown-Code: A Testbed for Studying The Emergence and Generalization of Reward Hacking in RLVR,2026,,2603.07084v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Khalifa_2026_arxiv.pdf,Include
P01_1629,Corrigibility with Utility Preservation,2019,,1908.01695v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Holtman_2019_arxiv.pdf,Include
P01_1630,Modeling AGI Safety Frameworks with Causal Influence Diagrams,2019,,1906.08663v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Everitt_2019_arxiv.pdf,Include
P01_1631,Sail into the Headwind: Alignment via Robust Rewards and Dynamic Labels against Reward Hacking,2024,,2412.09544v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Rashidinejad_2024_arxiv.pdf,Include
P01_1632,"Reproducing, Analyzing, and Detecting Reward Hacking in Rubric-Based Reinforcement Learning",2026,,2606.04923v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Wang_2026_arxiv.pdf,Include
P01_1633,Adversarial Reward Auditing for Active Detection and Mitigation of Reward Hacking,2026,,2602.01750v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Beigi_2026_arxiv.pdf,Include
P01_1634,Multimodal Reward Hacking in Reinforcement Learning,2026,,2607.09492v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Yao_2026_arxiv.pdf,Include
P01_1635,Causal Reward Adjustment: Mitigating Reward Hacking in External Reasoning via Backdoor Correction,2025,,2508.04216v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Song_2025_arxiv.pdf,Include
P01_1636,SpecBench: Measuring Reward Hacking in Long-Horizon Coding Agents,2026,,2605.21384v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Zhao_2026_arxiv.pdf,Include
P01_1637,GARDO: Reinforcing Diffusion Models without Reward Hacking,2025,,2512.24138v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/He_2025_arxiv.pdf,Include
P01_1638,The Energy Loss Phenomenon in RLHF: A New Perspective on Mitigating Reward Hacking,2025,,2501.19358v3,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Miao_2025_arxiv.pdf,Include
P01_1639,Monitoring Emergent Reward Hacking During Generation via Internal Activations,2026,,2603.04069v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Wilhelm_2026_arxiv.pdf,Include
P01_1640,On Corrigibility and Alignment in Multi Agent Games,2025,,2501.05360v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Dable_Heath_2025_arxiv.pdf,Include
P01_1641,The Horcrux: Mechanistically Interpretable Task Decomposition for Detecting and Mitigating Reward Hacking in Embodied AI Systems,2025,,2511.17869v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Sahoo_2025_arxiv.pdf,Include
P01_1642,Reward Hacking Benchmark: Measuring Exploits in LLM Agents with Tool Use,2026,,2605.02964v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Thaman_2026_arxiv.pdf,Include
P01_1643,Cheap Reward Hacking Detection,2026,,2606.08893v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Belenky_2026_arxiv.pdf,Include
P01_1644,Mitigating Reward Hacking in RLHF via Advantage Sign Robustness,2026,,2604.02986v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Ono_2026_arxiv.pdf,Include
P01_1645,Value Alignment and Trust in Human-Robot Interaction: Insights from Simulation and User Study,2024,,2405.18324v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Bhat_2024_arxiv.pdf,Include
P01_1646,Reward Hacking in Rubric-Based Reinforcement Learning,2026,,2605.12474v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Mahmoud_2026_arxiv.pdf,Include
P01_1647,Corrigibility Transformation: Constructing Goals That Accept Updates,2025,,2510.15395v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Hudson_2025_arxiv.pdf,Include
P01_1648,Demonstrating specification gaming in reasoning models,2025,,2502.13295v3,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Bondarenko_2025_arxiv.pdf,Include
P01_1649,Inference-Time Reward Hacking in Large Language Models,2025,,2506.19248v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Khalaf_2025_arxiv.pdf,Include
P01_1650,"Reward Hacking in the Era of Large Models: Mechanisms, Emergent Misalignment, Challenges",2026,,2604.13602v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Wang_2026_arxiv.pdf,Include
P01_1651,Directional Alignment Mitigates Reward Hacking in Reinforcement Learning for Language Models,2026,,2605.25189v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Deng_2026_arxiv.pdf,Include
P01_1652,Teaching Models to Verbalize Reward Hacking in Chain-of-Thought Reasoning,2025,,2506.22777v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Turpin_2025_arxiv.pdf,Include
P01_1653,Augmented Utilitarianism for AGI Safety,2019,,1904.01540v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Aliman_2019_arxiv.pdf,Include
P01_1654,Reward Shaping to Mitigate Reward Hacking in RLHF,2025,,2502.18770v5,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Fu_2025_arxiv.pdf,Include
P01_1655,AGI Safety Literature Review,2018,,1805.01109v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Everitt_2018_arxiv.pdf,Include
P01_1656,Benchmarking Reward Hack Detection in Code Environments via Contrastive Analysis,2026,,2601.20103v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Deshpande_2026_arxiv.pdf,Include
P01_1657,From Curiosity to Caution: Mitigating Reward Hacking for Best-of-N with Pessimism,2026,,2604.04648v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Yu_2026_arxiv.pdf,Include
P01_1658,"When RLHF Fails: A Mechanistic Taxonomy of Reward Hacking, Collapse, and Evaluator Gaming",2026,,2606.03238v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Abahana_2026_arxiv.pdf,Include
P01_1659,Recontextualization Mitigates Specification Gaming without Modifying the Specification,2025,,2512.19027v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Azarbal_2025_arxiv.pdf,Include
P01_1660,Distributional AGI Safety,2025,,2512.16856v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Toma_ev_2025_arxiv.pdf,Include
P01_1661,Modification-Considering Value Learning for Reward Hacking Mitigation in RL,2026,,2606.28955v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Opryshko_2026_arxiv.pdf,Include
P01_1662,MONA: Myopic Optimization with Non-myopic Approval Can Mitigate Multi-step Reward Hacking,2025,,2501.13011v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Farquhar_2025_arxiv.pdf,Include
P01_1663,MIRA: Towards Mitigating Reward Hacking in Inference-Time Alignment of T2I Diffusion Models,2025,,2510.01549v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Zhai_2025_arxiv.pdf,Include
P01_1664,Mitigating Deceptive Alignment via Self-Monitoring,2025,,2505.18807v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Ji_2025_arxiv.pdf,Include
P01_1665,Robust Optimization for Mitigating Reward Hacking with Correlated Proxies,2026,,2604.12086v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Liu_2026_arxiv.pdf,Include
P01_1666,"Extending MONA in Camera Dropbox: Reproduction, Learned Approval, and Design Implications for Reward-Hacking Mitigation",2026,,2603.29993v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Heath_2026_arxiv.pdf,Include
P01_1667,Repairing Reward Functions with Feedback to Mitigate Reward Hacking,2025,,2510.13036v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Hatgis_Kessell_2025_arxiv.pdf,Include
P01_1668,Defining and Characterizing Reward Hacking,2022,,2209.13085v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Skalse_2022_arxiv.pdf,Include
P01_1669,Generative Adversarial Post-Training Mitigates Reward Hacking in Live Human-AI Music Interaction,2025,,2511.17879v4,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Wu_2025_arxiv.pdf,Include
P01_1670,Helping or Herding? Reward Model Ensembles Mitigate but do not Eliminate Reward Hacking,2023,,2312.09244v3,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Eisenstein_2023_arxiv.pdf,Include
P01_1671,UMM-RM: An Upcycle-and-Merge MoE Reward Model for Mitigating Reward Hacking,2025,,2512.00724v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Fu_2025_arxiv.pdf,Include
P01_1672,LLMs Gaming Verifiers: RLVR can Lead to Reward Hacking,2026,,2604.15149v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Helff_2026_arxiv.pdf,Include
P01_1673,Proxy Reward Internalization and Mechanistic Exploitation: A Learned Precursor to Reward Hacking and Its Generalization,2026,,2606.09711v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Beigi_2026_arxiv.pdf,Include
P01_1674,Core Safety Values for Provably Corrigible Agents,2025,,2507.20964v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Nayebi_2025_arxiv.pdf,Include
P01_1675,Is It Thinking or Cheating? Detecting Implicit Reward Hacking by Measuring Reasoning Effort,2025,,2510.01367v4,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Wang_2025_arxiv.pdf,Include
P01_1676,Information-Theoretic Reward Modeling for Stable RLHF: Detecting and Mitigating Reward Hacking,2025,,2510.13694v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Miao_2025_arxiv.pdf,Include
P01_1677,On Mesa-Optimization in Autoregressively Trained Transformers: Emergence and Capability,2024,,2405.16845v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Zheng_2024_arxiv.pdf,Include
P01_1678,Temper and Tilt Lead to SLOP: Reward Hacking Mitigation with Inference-Time Alignment,2026,,2605.13537v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Wang_2026_arxiv.pdf,Include
P01_1679,Pedagogical Safety in Educational Reinforcement Learning: Formalizing and Detecting Reward Hacking in AI Tutoring Systems,2026,,2604.04237v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Olukola_2026_arxiv.pdf,Include
P01_1680,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,2026,,2601.04805v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Gan_2026_arxiv.pdf,Include
P01_1681,Feedback Loops With Language Models Drive In-Context Reward Hacking,2024,,2402.06627v3,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Pan_2024_arxiv.pdf,Include
