study_id,id,title,authors,year,doi,arxiv_id,relevance_score,page_count,annotation,ft_status,pdf_status,has_pdf,needs_download,dup_within_lib,dup_pdf_file,download_url
P300,P01_0800,A DIKWP white-box semantic distributed learning approach for resource-constrained edge devices in web environments,"Mei, Y.; Duan, Y.; Wu, K.; Li, Y.",2025,10.1108/IJWIS-06-2025-0142,,3,,"RQ: A DIKWP white-box semantic distributed learning approach for resource-constrained edge devices in web environments | Abstract: Purpose – The purpose of this study is to enhance AI model explainability and value alignment in resource-limited environments by transforming the traditionally opaque black-box models into transparent, interpretable systems. By embedding D",paywalled,paywalled,no,yes,,no,https://doi.org/10.1108/IJWIS-06-2025-0142
P301,P01_0801,SEAL: Systematic Error Analysis for Value ALignment,"Revel, M.; Cargnelutti, M.; Eloundou, T.; Leppert, G.",2025,10.1609/aaai.v39i26.34973,,5,,"RQ: SEAL: Systematic Error Analysis for Value ALignment | Abstract: Reinforcement Learning from Human Feedback (RLHF) aims to align language models (LMs) with human values by training reward models (RMs) on binary preferences and using these RMs to fine-tune the base LMs. Despite its importance, the interna",retrieved-oa,retrieved-oa,yes,no,P1242,no,https://doi.org/10.1609/aaai.v39i26.34973
P302,P01_0802,"Considerations on the AI Endgame: Ethics, Risks and Computational Frameworks","Ziesche, S.; Yampolskiy, R.V.",2025,10.1201/9781003565659,,4,,"RQ: Considerations on the AI Endgame: Ethics, Risks and Computational Frameworks | Abstract: This seminal volume offers an interdisciplinary exploration into the rapidly evolving field of artificial intelligence and its societal implications. Written by leading scholars Soenke Ziesche and Roman V.",paywalled,paywalled,no,yes,,no,https://doi.org/10.1201/9781003565659
P303,P01_0803,"One fish, two fish, but not the whole sea: Alignment reduces language models' conceptual diversity","Murthy, S.K.; Ullman, T.; Hu, J.",2025,10.18653/v1/2025.naacl-long.561,,3,,"RQ: One fish, two fish, but not the whole sea: Alignment reduces language models' conceptual diversity | Abstract: Researchers in social science and psychology have recently proposed using large language models (LLMs) as replacements for humans in behavioral research. In addition to arguments about whether LLMs accurately capture population-level patter",retrieved-oa,retrieved-oa,yes,no,P1259,no,https://doi.org/10.18653/v1/2025.naacl-long.561
P304,P01_0804,Synthesizing Images on Perceptual Boundaries of ANNs for Uncovering Human Perceptual Variability on Facial Expressions,"Deng, H.; Zhang, C.; Wei, C.; Liu, Q.",2025,10.1109/IJCNN64981.2025.11229045,,3,,RQ: Synthesizing Images on Perceptual Boundaries of ANNs for Uncovering Human Perceptual Variability on Facial Expressions | Abstract: A fundamental challenge in affective cognitive science is to develop models that accurately capture the relationship between external emotional stimuli and human internal experiences. While ANNs have demonstrated remarkable accuracy in faci,paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/IJCNN64981.2025.11229045
P305,P01_0807,Counter-productivity and suspicion: two arguments against talking about the AGI control problem,"Stenseke, J.",2025,10.1007/s11098-025-02379-9,,5,,"RQ: Counter-productivity and suspicion: two arguments against talking about the AGI control problem | Abstract: How do you control a superintelligent artificial being given the possibility that its goals or actions might conflict with human interests? Over the past few decades, this concern– the AGI control problem– has remained a central challenge f",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1007/s11098-025-02379-9
P306,P01_0809,"Bias, machine learning, and conceptual engineering","Rudolph, R.E.; Shech, E.; Tamir, M.",2025,10.1007/s11098-024-02273-w,,3,,"RQ: Bias, machine learning, and conceptual engineering | Abstract: Large language models (LLMs) such as OpenAI’s ChatGPT reflect, and can potentially perpetuate, social biases in language use. Conceptual engineering aims to revise our concepts to eliminate such bias.",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1007/s11098-024-02273-w
P307,P01_0810,CARMO: Dynamic Criteria Generation for Context Aware Reward Modelling,"Gupta, T.; Shandilya, S.; Zhang, X.; Madhavan, R.; Ghosh, S.; Bansal, C.; Yao, H.; Rajmohan, S.",2025,10.18653/v1/2025.findings-acl.114,,5,,"RQ: CARMO: Dynamic Criteria Generation for Context Aware Reward Modelling | Abstract: Reward modeling in large language models is known to be susceptible to reward hacking, causing models to latch onto superficial features such as the tendency to generate lists or unnecessarily long responses. In RLHF, and more generally dur",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.18653/v1/2025.findings-acl.114
P308,P01_0811,AI welfare risks,"Moret, A.",2025,10.1007/s11098-025-02343-7,,5,,"RQ: AI welfare risks | Abstract: In the coming years or decades, as frontier AI systems become more capable and agentic, it is increasingly likely that they meet the sufficient conditions to be welfare subjects under the three major theories of well-being. Consequently, we",retrieved-oa,retrieved-manual,yes,no,,no,https://doi.org/10.1007/s11098-025-02343-7
P309,P01_0812,Normative conflicts and shallow AI alignment,"Millière, R.",2025,10.1007/s11098-025-02347-3,,5,,"RQ: Normative conflicts and shallow AI alignment | Abstract: The progress of AI systems such as large language models (LLMs) raises increasingly pressing concerns about their safe deployment. This paper examines the value alignment problem for LLMs, arguing that current alignment strategies are funda",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1007/s11098-025-02347-3
P310,P01_0815,Value-aligned but misguided: a dilemma in AI and AGI decision making,"Song, Z.",2025,10.1007/s11229-025-05232-y,,5,,"RQ: Value-aligned but misguided: a dilemma in AI and AGI decision making | Abstract: The development of artificial intelligence (AI) systems raises distinctive ethical and theoretical challenges not only because such systems will participate in human society in ways that invite moral appraisal, but also because a superintel",paywalled,paywalled,no,yes,,no,https://doi.org/10.1007/s11229-025-05232-y
P311,P01_0816,Refusal Behavior in Large Language Models: A Nonlinear Perspective,"Hildebrandt, F.; Maier, A.; Krauss, P.; Schilling, A.",2025,10.1109/IJCNN64981.2025.11228760,,5,,"RQ: Refusal Behavior in Large Language Models: A Nonlinear Perspective | Abstract: Refusal behavior in large language models (LLMs) enables them to decline responding to harmful, unethical, or inappropriate prompts, ensuring alignment with ethical standards. This paper investigates refusal behavior across six LLMs from th",paywalled,retrieved-manual,yes,no,,no,https://doi.org/10.1109/IJCNN64981.2025.11228760
P312,P01_0817,Philosophical Investigations into AI Alignment: A Wittgensteinian Framework,"Pérez-Escobar, J.A.; Sarikaya, D.",2024,10.1007/s13347-024-00761-9,,4,,"RQ: Philosophical Investigations into AI Alignment: A Wittgensteinian Framework | Abstract: We argue that the later Wittgenstein’s philosophy of language and mathematics, substantially focused on rule-following, is relevant to understand and improve on the Artificial Intelligence (AI) alignment problem: his discussions on the cate",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1007/s13347-024-00761-9
P313,P01_0818,Unintended Harms of Value-Aligned LLMs: Psychological and Empirical Insights,"Choi, S.; Lee, J.; Yi, X.; Yao, J.; Xie, X.; Bak, J.",2025,10.18653/v1/2025.acl-long.1532,,3,,"RQ: Unintended Harms of Value-Aligned LLMs: Psychological and Empirical Insights | Abstract: The application scope of Large Language Models (LLMs) continues to expand, leading to increasing interest in personalized LLMs that align with human values. However, aligning these models with individual values raises significant safety con",retrieved-oa,retrieved-oa,yes,no,P1236,no,https://doi.org/10.18653/v1/2025.acl-long.1532
P314,P01_0820,Towards a Distributed Platform for Normative Reasoning and Value Alignment in Multi-agent Systems,"Garcia-Bohigues, M.; Cordova, C.; Taverner, J.; Palanca, J.; del Val, E.; Argente, E.",2024,10.1007/978-3-031-58202-8_14,,3,,"RQ: Towards a Distributed Platform for Normative Reasoning and Value Alignment in Multi-agent Systems | Abstract: This paper presents an extended version of the SPADE platform, which aims to empower intelligent agent systems with normative reasoning and value alignment capabilities. Normative reasoning involves evaluating social norms and their impact ",paywalled,paywalled,no,yes,,no,https://doi.org/10.1007/978-3-031-58202-8_14
P315,P01_0821,CROSS-ARCHITECTURE UNIVERSAL FEATURE CODING VIA DISTRIBUTION ALIGNMENT,"Gao, C.; Liu, S.; Wu, F.; Lin, W.",2025,10.1109/ICIPW68931.2025.11386173,,3,,"RQ: CROSS-ARCHITECTURE UNIVERSAL FEATURE CODING VIA DISTRIBUTION ALIGNMENT | Abstract: Feature coding has become increasingly important in scenarios where semantic representations rather than raw pixels are transmitted and stored. However, most existing methods are architecture-specific, targeting either CNNs or Transformers.",paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/ICIPW68931.2025.11386173
P316,P01_0823,From Principle to Practice: Value Alignment in AI Ethics and Governance,"Cao, J.",2025,10.1017/glj.2026.10185,,5,,"RQ: From Principle to Practice: Value Alignment in AI Ethics and Governance | Abstract: As China rapidly advances in AI innovation and development, especially in frontier AI, its regulatory and ethical frameworks are under increasing pressure to ensure that technological progress aligns with human interests and societal values",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1017/glj.2026.10185
P317,P01_0824,"Value alignment, human enhancement, and moral revolutions","Tubert, A.; Tiehen, J.",2025,10.1080/0020174X.2023.2261506,,4,,"RQ: Value alignment, human enhancement, and moral revolutions | Abstract: Human beings are internally inconsistent in various ways. One way to develop this thought involves using the language of value alignment: the values we hold are not always aligned with our behavior and are not always aligned with each other",paywalled,paywalled,no,yes,,no,https://doi.org/10.1080/0020174X.2023.2261506
P318,P01_0825,EXISTENTIAL RISK FROM TRANSFORMATIVE AI: AN ECONOMIC PERSPECTIVE,"Growiec, J.",2024,10.3846/tede.2024.21525,,5,,"RQ: EXISTENTIAL RISK FROM TRANSFORMATIVE AI: AN ECONOMIC PERSPECTIVE | Abstract: The prospective arrival of transformative artificial intelligence (TAI) will be a filter for the human civilization – a threshold beyond which it will either strongly accelerate its growth, or vanish. Historical evidence on technological pr",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.3846/tede.2024.21525
P319,P01_0826,"Position: Prospective of Autonomous Driving - Multimodal LLMs, World Models, Embodied Intelligence, AI Alignment, and Mamba","Ma, Y.; Ye, W.; Cui, C.; Zhang, H.; Xing, S.; Ke, F.; Wang, J.; Miao, C.; Chen, J.; Rezatofighi, H.; Li, Z.; Zheng, G.; Zheng, C.; He, T.; Chandraker, M.; Yaman, B.; Ye, X.; Zhao, H.; Cao, X.",2025,10.1109/WACVW65960.2025.00114,,3,,"RQ: Position: Prospective of Autonomous Driving - Multimodal LLMs, World Models, Embodied Intelligence, AI Alignment, and Mamba | Abstract: With the emergence of Generative AI, multimodal AI systems that leverage foundation models are beginning to demonstrate enormous potential for perceiving the real world, collecting new data, making decisions, and using tools like humans. In",paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/WACVW65960.2025.00114
P320,P01_0829,"Franz Kafka, Artificial Intelligence and the Paradoxical Recognition of Selfhood","Tomkins, L.",2025,10.3390/h14020037,,4,,"RQ: Franz Kafka, Artificial Intelligence and the Paradoxical Recognition of Selfhood | Abstract: At the centenary of the death of Franz Kafka (1883–1924), this paper explores the complexities of Artificial Intelligence (AI) through the lens of Kafka’s literary and professional work, especially those relating to the dynamics of recognit",oa-link-failed,oa-link-failed,no,yes,,no,https://doi.org/10.3390/h14020037
P321,P01_0833,Can Large Language Models Grasp Abstract Visual Concepts in Videos? A Case Study on YouTube Shorts about Depression,"Liu, J.; Su, Y.; Seth, P.",2025,10.1145/3706599.3719821,,3,,"RQ: Can Large Language Models Grasp Abstract Visual Concepts in Videos? A Case Study on YouTube Shorts about Depression | Abstract: Large language models (LLMs) are increasingly used to assist computational social science research. While prior efforts have focused on text, the potential of leveraging multimodal LLMs (MLLMs) for online video studies remains underexplored",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1145/3706599.3719821
P322,P01_0834,Position Paper: Bounded Alignment: What (Not) To Expect From AGI Agents,"Minai, A.A.",2025,10.1109/IJCNN64981.2025.11228305,,4,,RQ: Position Paper: Bounded Alignment: What (Not) To Expect From AGI Agents | Abstract: The issues of AI risk and AI safety are becoming critical as the prospect of artificial general intelligence (AGI) looms larger. The emergence of extremely large and capable generative models has led to alarming predictions and created a st,paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/IJCNN64981.2025.11228305
P323,P01_0836,Explanation Alignment: Quantifying the Correctness of Model Reasoning at Scale,"Bang, H.; Boggust, A.; Satyanarayan, A.",2025,10.1007/978-3-031-92648-8_18,,3,,"RQ: Explanation Alignment: Quantifying the Correctness of Model Reasoning at Scale | Abstract: To improve the reliability of machine learning models, researchers have developed metrics to measure the alignment between model saliency and human explanations. Thus far, however, these saliency-based alignment metrics have been used to co",paywalled,paywalled,no,yes,,no,https://doi.org/10.1007/978-3-031-92648-8_18
P324,P01_0837,Internal Value Alignment in Large Language Models through Controlled Value Vector Activation,"Jin, H.; Li, M.; Wang, X.; Xu, Z.; Huang, M.; Jia, Y.; Lian, D.",2025,10.18653/v1/2025.acl-long.1326,,3,,"RQ: Internal Value Alignment in Large Language Models through Controlled Value Vector Activation | Abstract: Aligning Large Language Models (LLMs) with human values has attracted increasing attention since it provides clarity, transparency, and the ability to adapt to evolving scenarios. In this paper, we introduce a Controlled Value Vector Activa",retrieved-oa,retrieved-oa,yes,no,P1258,no,https://doi.org/10.18653/v1/2025.acl-long.1326
P325,P01_0839,Using Human-Aware AI as a Framework to Achieve Intent Alignment,"Sreedharan, S.",2025,10.1109/CAI64502.2025.00211,,3,,"RQ: Using Human-Aware AI as a Framework to Achieve Intent Alignment | Abstract: In this paper, we discuss the notion of intentalignment, a special case of the larger value-alignment problem. This version of the value-alignment problem is particularly relevant in scenarios where the human is instructing the robot to car",paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/CAI64502.2025.00211
P326,P01_0840,"Trust, trustworthiness and AI governance","Lahusen, C.; Maggetti, M.; Slavkovik, M.",2024,10.1038/s41598-024-71761-0,,3,,"RQ: Trust, trustworthiness and AI governance | Abstract: An emerging issue in AI alignment is the use of artificial intelligence (AI) by public authorities, and specifically the integration of algorithmic decision-making (ADM) into core state functions. In this context, the alignment of AI with t",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1038/s41598-024-71761-0
P327,P01_0842,"The information, control, and value models of mobile health-driven empowerment","Gray, J.; Segers, S.; Mertes, H.",2025,10.1111/bioe.13294,,4,,"RQ: The information, control, and value models of mobile health-driven empowerment | Abstract: Mobile health tools are often said to empower users by providing them with the information they need to exercise control over their health. We aim to bring clarity to this claim, and in doing so explore the relationship between empowerment ",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1111/bioe.13294
P328,P01_0843,Autonomous Weapons Systems and the ai Alignment Problem,"Hartridge, S.; Walker-Munro, B.",2025,10.1163/18781527-bja10107,,3,,"RQ: Autonomous Weapons Systems and the ai Alignment Problem | Abstract: The challenge in deploying Autonomous Weapons Systems ('aws') is not that it can kill people and destroy objects, but ensuring that it only kills the right people and destroys the right objects. In this paper, we use a hypothetical recently",oa-link-failed,oa-link-failed,no,yes,,no,https://doi.org/10.1163/18781527-bja10107
P329,P01_0844,Computational Frameworks for Human Care,"Christian, B.",2025,10.1162/daed_a_02131,,3,,"RQ: Computational Frameworks for Human Care | Abstract: Some of the earliest science-fiction literature to imagine humans' long-term relationship with machines portrayed technology as a kind of caregiver for humans. The retrofuturist vision of machine care is poised to become reality, as the wor",oa-link-failed,oa-link-failed,no,yes,,no,https://doi.org/10.1162/daed_a_02131
P330,P01_0846,"Toward robust, interactive, and human-aligned AI systems","Brown, D.S.",2025,10.1002/aaai.70024,,3,,"RQ: Toward robust, interactive, and human-aligned AI systems | Abstract: Ensuring that AI systems do what we, as humans, actually want them to do is one of the biggest open research challenges in AI alignment and safety. My research seeks to directly address this challenge by enabling AI systems to interact with",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1002/aaai.70024
P331,P01_0847,"Human-Aligned GAI Driven by Conceptual Knowledge: System, Framework, and Co-creation","Wang, J.; Liu, F.; Chang, R.",2024,10.1007/978-3-031-60606-9_27,,3,,"RQ: Human-Aligned GAI Driven by Conceptual Knowledge: System, Framework, and Co-creation | Abstract: Generative artificial intelligence models (GAI) have become the leading solutions for image generation tasks. Despite their inventive performance, these models suffer from inconsistencies and domain limitations due to data bias and emergent",paywalled,paywalled,no,yes,,no,https://doi.org/10.1007/978-3-031-60606-9_27
P332,P01_0852,Advancing Safe Language Generation: Exploring Alternative Constrained RLHF,"Meng, F.; Bai, Z.; Wang, Y.; Huo, J.; Wang, B.; Yang, X.; Gao, Y.",2025,10.1109/ICME59968.2025.11208943,,3,,"RQ: Advancing Safe Language Generation: Exploring Alternative Constrained RLHF | Abstract: As Large Language Models (LLMs) have been increasingly deployed for various language generation tasks, ensuring the safety and appropriateness of generated content has become a critical challenge. While these models excel at tasks such as d",paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/ICME59968.2025.11208943
P333,P01_0853,MOCHA: Model Optimization through Collaborative Human-AI Alignment,"Gebreegziabher, S.; Glassman, E.L.; Li, T.J.-J.",2024,10.1145/3672539.3686760,,3,,"RQ: MOCHA: Model Optimization through Collaborative Human-AI Alignment | Abstract: We present MOCHA, a novel interactive system designed to enhance data annotation in natural language processing. MOCHA integrates active learning with counterfactual data augmentation, allowing users to better align model behaviors with the",paywalled,paywalled,no,yes,,no,https://doi.org/10.1145/3672539.3686760
P334,P01_0855,IWPO: Sample Importance Weight-Based Human Preference Optimization for Large Language Models,"Ma, T.; Luo, X.; Yuan, Y.",2025,10.1109/TASLPRO.2025.3615458,,5,,"RQ: IWPO: Sample Importance Weight-Based Human Preference Optimization for Large Language Models | Abstract: Direct preference optimization (DPO) methods for Large Language Models (LLMs) have emerged as an efficient alternative to Reinforcement Learning from Human Feedback (RLHF), owing to the lightweight training pipeline and lower computational ",paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/TASLPRO.2025.3615458
P335,P01_0858,Developing Effective and Value-Aligned AI Tools for Journalists: 12 Critical Questions to Reflect upon,"Cordero, J.M.; Henn, T.; Holtel, F.; Sánchez Gómez, J.Á.; Arenas, D.; Šipka, A.; Vollmer, S.",2025,10.1080/17512786.2025.2465894,,3,,"RQ: Developing Effective and Value-Aligned AI Tools for Journalists: 12 Critical Questions to Reflect upon | Abstract: Artificial intelligence (AI) is playing an increasingly prominent role in journalism, with emerging tools like large language models (LLMs) and other AI applications gaining traction. This paper explores the current landscape in adopting AI",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1080/17512786.2025.2465894
P336,P01_0861,The Moral Psychology of Artificial Intelligence,"Bonnefon, J.-F.; Rahwan, I.; Shariff, A.",2024,10.1146/annurev-psych-030123-113559,,3,,"RQ: The Moral Psychology of Artificial Intelligence | Abstract: Moral psychology was shaped around three categories of agents and patients: humans, other animals, and supernatural beings. Rapid progress in artificial intelligence has introduced a fourth category for our moral psychology to deal with: in",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1146/annurev-psych-030123-113559
P337,P01_0862,STELA: a community-centred approach to norm elicitation for AI alignment,"Bergman, S.; Marchal, N.; Mellor, J.; Mohamed, S.; Gabriel, I.; Isaac, W.",2024,10.1038/s41598-024-56648-4,,4,,"RQ: STELA: a community-centred approach to norm elicitation for AI alignment | Abstract: Value alignment, the process of ensuring that artificial intelligence (AI) systems are aligned with human values and goals, is a critical issue in AI research. Existing scholarship has mainly studied how to encode moral values into agents t",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1038/s41598-024-56648-4
P338,P01_0863,Emotion regulation and cheap talk as signaling strategies: Evidence from crowdfunding for Ukraine,"Fischmann, A.; Xu, L.Z.",2024,10.1016/j.tele.2023.102086,,3,,"RQ: Emotion regulation and cheap talk as signaling strategies: Evidence from crowdfunding for Ukraine | Abstract: Crowdfunding, as enabled by donors worldwide, has played a critical role in financially supporting military forces, NGOs, humanitarian groups, and civilians in the Ukraine-Russia Crisis. This global mobilization underscores the evolving dyn",paywalled,paywalled,no,yes,,no,https://doi.org/10.1016/j.tele.2023.102086
P339,P01_0865,Data Science Roadmapping for AI Alignment: Insights From a Multivocal Literature Review and a Retrospective Case Study,"Kayabay, K.; Gokalp, M.O.; Kilinc, A.; Gokalp, E.; Daim, T.",2025,10.1109/TEM.2025.3615542,,3,,RQ: Data Science Roadmapping for AI Alignment: Insights From a Multivocal Literature Review and a Retrospective Case Study | Abstract: Many organizations struggle to keep their artificial intelligence (AI) systems aligned with operational data and computing resources in today’s volatile landscape. Data science roadmapping (DSR) embeds data layers into planning scenarios an,paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/TEM.2025.3615542
P340,P01_0868,Visual Adversarial Examples Jailbreak Aligned Large Language Models,"Qi, X.; Huang, K.; Panda, A.; Henderson, P.; Wang, M.; Mittal, P.",2024,10.1609/aaai.v38i19.30150,,3,,"RQ: Visual Adversarial Examples Jailbreak Aligned Large Language Models | Abstract: Warning: this paper contains data, prompts, and model outputs that are offensive in nature. Recently, there has been a surge of interest in integrating vision into Large Language Models (LLMs), exemplified by Visual Language Models (VLMs) s",retrieved-oa,retrieved-oa,yes,no,P1231,no,https://doi.org/10.1609/aaai.v38i19.30150
P341,P01_0871,A Note on “Philosophical Investigations into AI Alignment: A Wittgensteinean Framework” by J.A. Pérez-Escobar and D. Sarikaya,"Bangu, S.",2024,10.1007/s13347-024-00783-3,,3,,RQ: A Note on “Philosophical Investigations into AI Alignment: A Wittgensteinean Framework” by J.A. Pérez-Escobar and D. Sarikaya | Abstract: ,paywalled,paywalled,no,yes,,no,https://doi.org/10.1007/s13347-024-00783-3
P342,P01_0872,Misalignment or misuse? The AGI alignment tradeoff,"Hellrigel-Holderbaum, M.; Dung, L.",2025,10.1007/s11098-025-02403-y,,5,,"RQ: Misalignment or misuse? The AGI alignment tradeoff | Abstract: Creating systems that are aligned with our goals is seen as a leading approach to create safe and beneficial AI in both leading AI companies and the academic field of AI safety. We defend the view that misaligned AGI – future, generally int",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1007/s11098-025-02403-y
P343,P01_0873,RLVPR: Process-level Supervision for Thinking with images in Multimodal Language Models,"Tian, X.; Zhang, Y.; Fu, T.; Xie, X.",2025,10.1109/ICAICE68195.2025.11382399,,4,,"RQ: RLVPR: Process-level Supervision for Thinking with images in Multimodal Language Models | Abstract: The paradigm of ""thinking with images"", where Multimodal Large Language Models (MLLMs) act as visual agents, has shown remarkable promise in tackling complex visual reasoning tasks. This approach leverages Reinforcement Learning with Verifi",paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/ICAICE68195.2025.11382399
P344,P01_0876,The problem of alignment,"Hristova, T.; Magee, L.; Soldatic, K.",2025,10.1007/s00146-024-02039-2,,3,,RQ: The problem of alignment | Abstract: Large language models (LLMs) produce sequences learned as statistical patterns from large corpora. Their emergent status as representatives of the advances in artificial intelligence (AI) have led to an increased attention to the possibilit,retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1007/s00146-024-02039-2
P345,P01_0879,Electronic Fuji and Artificial Intelligence Creation: How is the Study of Machine Poetics Possible?,"Liang, S.",2025,10.48417/technolang.2025.03.07,,3,,"RQ: Electronic Fuji and Artificial Intelligence Creation: How is the Study of Machine Poetics Possible? | Abstract: This paper explores the question of how “machine poetics” is possible – that is, under what conditions can we consider machines to be capable of creation? More specifically, why can machine creation be regarded as meaningful in the same way",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.48417/technolang.2025.03.07
P346,P01_0881,Analyzing values about gendered language reform in LLMs' revisions,"Watson, J.; Wang, X.; Liu, R.; Stevenson, S.; Beekhuizen, B.",2025,10.18653/v1/2025.emnlp-main.1277,,3,,"RQ: Analyzing values about gendered language reform in LLMs' revisions | Abstract: Within the common LLM use case of text revision, we study LLMs' revision of gendered role nouns (e.g., outdoorsperson/woman/man) and their justifications of such revisions. We evaluate their alignment with feminist and trans-inclusive langu",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.18653/v1/2025.emnlp-main.1277
P347,P01_0884,Narrative-Based AI Ethics Education for Emerging Technologies: Leveraging ‘The Monkey’s Paw’ for AI Alignment and Social Justice,"Lee, J.",2025,10.1109/ETHICS65148.2025.11098410,,4,,"RQ: Narrative-Based AI Ethics Education for Emerging Technologies: Leveraging ‘The Monkey’s Paw’ for AI Alignment and Social Justice | Abstract: The rise of autonomous AI agents introduces complex ethical concerns, particularly regarding value alignment, unintended consequences, and system accountability. Despite these growing risks, AI ethics remains underemphasized in many technic",paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/ETHICS65148.2025.11098410
P348,P01_0885,Aggregating value systems for decision support,"Lera-Leri, R.X.; Liscio, E.; Bistaffa, F.; Jonker, C.M.; Lopez-Sanchez, M.; Murukannaiah, P.K.; Rodriguez-Aguilar, J.A.; Salas-Molina, F.",2024,10.1016/j.knosys.2024.111453,,3,,"RQ: Aggregating value systems for decision support | Abstract: We adopt an emerging and prominent vision of human-centred Artificial Intelligence that requires building trustworthy intelligent systems. Such systems should be capable of dealing with the challenges of an interconnected, globalised world ",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1016/j.knosys.2024.111453
P349,P01_0886,High-Dimension Human Value Representation in Large Language Models,"Cahyawijaya, S.; Chen, D.; Bang, Y.; Khalatbari, L.; Wilie, B.; Ji, Z.; Ishii, E.; Fung, P.",2025,10.18653/v1/2025.naacl-long.274,,3,,"RQ: High-Dimension Human Value Representation in Large Language Models | Abstract: The widespread application of LLMs across various tasks and fields has necessitated the alignment of these models with human values and preferences. Given various approaches of human value alignment, there is an urgent need to understand th",retrieved-oa,retrieved-oa,yes,no,P1253,no,https://doi.org/10.18653/v1/2025.naacl-long.274
P350,P01_0887,Existentialist risk and value misalignment,"Tubert, A.; Tiehen, J.",2025,10.1007/s11098-024-02142-6,,5,,"RQ: Existentialist risk and value misalignment | Abstract: We argue that two long-term goals of AI research stand in tension with one another. The first involves creating AI that is safe, where this is understood as solving the problem of value alignment.",paywalled,paywalled,no,yes,,no,https://doi.org/10.1007/s11098-024-02142-6
P351,P01_0888,Conversational Alignment With Artificial Intelligence in Context,"Sterken, R.K.; Kirkpatrick, J.R.",2024,10.1111/phpe.12205,,3,,"RQ: Conversational Alignment With Artificial Intelligence in Context | Abstract: The development of sophisticated artificial intelligence (AI) conversational agents based on large language models raises important questions about the relationship between human norms, values, and practices and AI design and performance. T",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1111/phpe.12205
P352,P01_0890,Adversarial Preference Learning for Robust LLM Alignment,"Wang, Y.; Wang, P.; Xi, C.; Tang, B.; Zhu, J.; Wei, W.; Chen, C.; Yang, C.; Zhang, J.; Lu, C.; Niu, Y.; Mao, K.; Li, Z.; Xiong, F.; Hu, J.; Yang, M.",2025,10.18653/v1/2025.findings-acl.1126,,5,,"RQ: Adversarial Preference Learning for Robust LLM Alignment | Abstract: Modern language models often rely on Reinforcement Learning from Human Feedback (RLHF) to encourage safe behaviors. However, they remain vulnerable to adversarial attacks due to three key limitations: (1) the inefficiency and high cost of h",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.18653/v1/2025.findings-acl.1126
P353,P01_0892,"The Impact of Artificial Intelligence on Public Sector Decision-Making: Benefits, Challenges, and Policy Implications","Alrawahna, A.S.; Alzghoul, A.; Awad, H.",2025,10.32479/irmm.19419,,3,,"RQ: The Impact of Artificial Intelligence on Public Sector Decision-Making: Benefits, Challenges, and Policy Implications | Abstract: Artificial intelligence (AI) is increasingly transforming government decision-making processes. This article presents a systematic literature review of 43 studies (2020-2025) examining AI’s impact on public-sector decision-making, delineati",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.32479/irmm.19419
P354,P01_0898,Decision modeling for automated driving in dilemmas based on bidirectional value alignment of moral theory values and fair human moral values,"Wang, Y.; Tan, G.; Si, H.",2025,10.1016/j.trf.2024.11.001,,4,,"RQ: Decision modeling for automated driving in dilemmas based on bidirectional value alignment of moral theory values and fair human moral value | Abstract: The decision-making issues in autonomous driving dilemmas, namely, the inevitable personal injury accidents, have become a key factor affecting the future development of autonomous driving. Currently, the main difficulty in dilemma decision",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1016/j.trf.2024.11.001
